N;M;K;P;p_osat1;p_osat2;p_osat3;p_osat4;p_osat5;p_anticlust1;p_anticlust2;p_anticlust3;p_anticlust4;p_anticlust5;p_anticlust_c1;p_anticlust_c2;p_anticlust_c3;p_anticlust_c4;p_anticlust_c5;OSAT_t;ANTICLUST_t;ANTICLUST_t_c;diversity_unconstrained;diversity_constrained
70;3;5;4;0.988111705015979;0.864995927862679;0.877768276218821;NA;NA;0.999972472615416;0.999996652091336;0.999054783960528;NA;NA;0.975628972448047;0.998617527579279;0.993667572016995;NA;NA;1.97721481323242;0.00107264518737793;0.00541591644287109;861.578602717765;854.286744721069
190;2;5;5;0.995393871633518;0.998910269992019;NA;NA;NA;0.999999999212762;0.999999996291435;NA;NA;NA;0.999999980286433;0.999999996291435;NA;NA;NA;2.05835008621216;0.010735034942627;0.0143594741821289;5468.875213839;5466.0433869259
390;4;2;2;0.919331948185972;1;0.919247244549802;1;NA;1;1;1;1;NA;1;1;1;1;NA;2.26114511489868;0.209916114807129;0.073772668838501;50794.5410034899;50795.1698784036
220;3;10;3;0.999428486344365;0.999146662777318;0.999569042404589;NA;NA;0.999999998800583;0.999999998424143;0.999999985160525;NA;NA;0.999999998800583;0.999999986967343;0.999999985160525;NA;NA;2.1056170463562;0.00878262519836426;0.0187180042266846;3779.57195981856;3772.97950113961
474;2;2;5;0.999043907898938;0.999536571374289;NA;NA;NA;0.999791327145341;0.999942549655082;NA;NA;NA;0.999043907898938;0.999942549655082;NA;NA;NA;2.42130017280579;0.417256116867065;0.118081092834473;86659.2460825796;86658.6636959303
286;2;2;4;0.991189470836438;0.973360183880375;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.19261646270752;0.0873737335205078;0.034231424331665;29124.2236891492;29124.759587534
370;2;10;4;0.99999999999336;0.999999999922778;NA;NA;NA;1;1;NA;NA;NA;0.99999999999999;1;NA;NA;NA;2.20063090324402;0.0474457740783691;0.0503909587860107;9662.93460112137;9661.520387559
380;5;10;5;1;0.840980303810187;0.553640455431948;0.363120674766797;0.881929557632522;1;1;1;1;1;0.999999999999895;0.999999999730356;0.999999888337207;0.999999999975768;0.999999999999996;4.13544368743896;0.0494570732116699;0.0546269416809082;17792.5813906544;17771.708341819
444;3;2;5;0.992783140397198;0.975692201272548;0.977076663579351;NA;NA;0.999937284416502;0.999947410825726;0.999938591068661;NA;NA;0.999937284416502;0.999947410825726;0.999384121325948;NA;NA;2.33740878105164;0.357040882110596;0.0882568359375;94192.2687154684;94184.9481178962
360;5;10;3;0.999379239538554;0.959843679769346;0.964638068924849;0.279587628897239;0.687364871747166;0.999999999994388;0.999999999988301;0.999999999995035;0.999999999926444;0.999999999994982;0.999999961710186;0.999999996309539;0.999999999995035;0.999999999908778;0.999999999948309;2.48029351234436;0.0458939075469971;0.0473873615264893;13207.1541176106;13185.2181612307
390;4;5;2;1;0.986431817731967;0.99681173161084;0.999792293619614;NA;1;0.999792076355471;0.999536129713093;0.999792293619614;NA;1;0.999792076355471;0.999536129713093;0.999792293619614;NA;2.2174334526062;0.122003555297852;0.0633537769317627;20318.2511092708;20318.158132742
165;5;5;2;0.914222496089966;0.987087413209793;0.713850343670218;0.95931350337613;0.986979071073879;1;0.998857878756835;0.997398569350915;0.99745816421546;0.998847889918068;0.993209342329228;0.998857878756835;0.997398569350915;0.99745816421546;0.998847889918068;2.05668306350708;0.00669193267822266;0.0102438926696777;4110.09332924677;4106.32549534514
440;5;5;4;0.999996289561912;0.0402866398175944;0.477877186697635;0.445097834901067;0.72680804437007;0.999999966332806;0.999999999943414;0.999999935428158;0.999999996706461;0.999999993536374;0.999999999199437;0.999999814084259;0.999999949788841;0.999999216673032;0.999999999206912;3.07167720794678;0.172133207321167;0.0785069465637207;44871.1936468414;44851.2289374776
50;3;10;2;0.998382891866409;0.932665206391956;0.722909262458526;NA;NA;0.998382891866409;0.993338273081724;0.998382891866409;NA;NA;0.998382891866409;0.993338273081724;0.967304245244441;NA;NA;1.88941121101379;0.000779867172241211;0.00322294235229492;128.7167487375;127.109782540772
498;3;2;5;0.890199905834145;0.986750494750977;0.966688877201137;NA;NA;0.99995224536695;0.999947223209417;0.999940003605053;NA;NA;0.99995224536695;0.999572190714724;0.999940003605053;NA;NA;2.43643832206726;0.474015235900879;0.129962682723999;118786.361744593;118783.684230859
75;3;5;3;0.975949590432805;0.987523747975629;0.869387905313945;NA;NA;0.998866381435692;0.999801151270882;0.999765476499751;NA;NA;0.979628180441363;0.999801151270882;0.999765476499751;NA;NA;2.01498889923096;0.00117588043212891;0.00412201881408691;864.414899878151;859.107244923216
210;3;10;2;0.999988369552394;0.999952695644793;0.999988090920177;NA;NA;0.999988369552394;0.999999714402284;0.999988090920177;NA;NA;0.999988369552394;0.999999714402284;0.999988090920177;NA;NA;2.03242111206055;0.00757455825805664;0.0172653198242188;2459.83987987033;2459.2540934327
290;3;10;4;0.999942082960602;0.971112885980767;0.99800274162209;NA;NA;0.999999999999877;0.999999999999908;1;NA;NA;0.999999999989591;0.999999999992134;0.999999987466724;NA;NA;2.21345210075378;0.020371675491333;0.0305016040802002;7477.30196105741;7454.74663405551
50;3;10;3;0.994698838029506;0.579255882830526;0.722862037156487;NA;NA;0.999774913446264;0.998438311624635;0.999833531228257;NA;NA;0.984332450191318;0.999833531228257;0.989718603870875;NA;NA;1.99397969245911;0.000781059265136719;0.00308871269226074;178.609878752402;173.466773943457
285;2;5;2;0.997637154667811;0.999138046127047;NA;NA;NA;1;0.999138046127047;NA;NA;NA;1;0.999138046127047;NA;NA;NA;2.07665991783142;0.042116641998291;0.0338897705078125;6919.0961723045;6919.0961723045
214;4;2;5;0.792520439950502;0.1959984100884;0.90846732799266;0.908433122296631;NA;0.99972910773155;0.999765122538808;0.998919220976377;0.998830302788443;NA;0.993185530560008;0.986014084750892;0.998919220976377;0.998830302788443;NA;2.31441736221313;0.0348978042602539;0.0221216678619385;25212.6469263295;25203.7135595593
234;3;2;2;0.895973974744205;1;0.895517593570337;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.04854989051819;0.0445220470428467;0.0243737697601318;15274.1236951413;15274.9986105305
120;5;2;2;1;1;0.855052483068823;0.710306822414182;0.714962792087932;1;1;1;1;1;1;1;1;1;1;1.9913444519043;0.00568842887878418;0.00660610198974609;5425.9208423506;5425.9001683968
230;4;10;4;0.999995810426198;0.456437673121535;0.905106689713086;0.318590511703594;NA;0.999999999989952;0.999999999995176;0.999999999999972;0.999999999950183;NA;0.999999998450124;0.999999999956663;0.999999999989247;0.999999979144657;NA;2.30580472946167;0.0104453563690186;0.0235705375671387;5380.48071285938;5368.3334589607
200;2;10;2;0.999995479965172;0.999856128892301;NA;NA;NA;0.999995479965172;0.999995597314331;NA;NA;NA;0.999995479965172;0.999995597314331;NA;NA;NA;2.05978560447693;0.00670909881591797;0.0157172679901123;1698.2783540618;1698.2783540618
80;4;10;3;0.969310620895642;0.0867598603339211;0.848459471045425;0.592547341437591;NA;0.999991025500828;0.999971549048523;0.999992170364933;0.999999746973563;NA;0.998976172615686;0.966836890764241;0.945644467582086;0.973250161483898;NA;2.05593943595886;0.00114727020263672;0.00445008277893066;550.49122296463;541.270654601655
336;2;2;5;0.999558265537403;0.992925575112472;NA;NA;NA;0.999558265537403;0.999902613926214;NA;NA;NA;0.999558265537403;0.999902613926214;NA;NA;NA;2.28699946403503;0.160663604736328;0.0519213676452637;42928.8828129522;42928.8828129522
350;3;5;5;0.935972493457446;0.999839251856864;0.996673906646322;NA;NA;0.999999999957664;0.999999999998927;0.999999999961653;NA;NA;0.999999981028983;0.999999988001818;0.999999999408449;NA;NA;2.3279914855957;0.0841543674468994;0.0505435466766357;23582.6998423692;23568.7201795103
305;3;5;5;0.926299393714767;0.965582140624695;0.999651730871779;NA;NA;0.999999999991536;0.999999999529575;0.999999998430019;NA;NA;0.999999999459281;0.999999996613862;0.99999950166217;NA;NA;2.27207064628601;0.0539102554321289;0.0387561321258545;17795.5149887272;17777.7548108345
278;5;2;5;0.934465151652329;0.00740886020867351;0.469576474119051;0.190838392944095;0.170832336795945;0.994835399502128;0.999816228916589;0.997965593790766;0.999844487363649;0.998366367262644;0.991369939524957;0.998541348151856;0.9998475216058;0.993917681967154;0.998366367262644;3.71802139282227;0.0780782699584961;0.0356366634368896;48312.0754072766;48300.7977402822
330;5;10;3;0.99987210368278;0.716786603389388;0.446136407802156;0.958933341868685;0.904794156805088;0.999999999999952;0.99999999939251;0.999999999972244;0.999999999972244;0.999999999990844;0.999999118454222;0.999999996017889;0.999999453021493;0.999999991106716;0.99999997475766;2.48788619041443;0.0369918346405029;0.0428895950317383;11162.4380456416;11145.719115208
430;4;10;4;0.999996960121848;0.885774438883216;0.345892863965234;0.670292441874744;NA;0.999999999999983;1;0.999999999998738;1;NA;0.999999999997994;0.999999999999999;0.999999999984889;0.999999999999999;NA;2.57558488845825;0.0801775455474854;0.0766327381134033;18986.8458684472;18969.4182724196
490;5;10;4;0.999999924062607;0.317521023590842;0.222564562278968;0.566431793199639;0.0710491490351938;1;1;0.999999999999998;0.999999999999969;1;1;0.999999999981986;0.99999999997074;0.999999999999964;1;3.16253685951233;0.117281913757324;0.143700838088989;27982.9990913698;27962.7528146329
260;3;2;2;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.15383243560791;0.065648078918457;0.0291037559509277;18908.2592557587;18908.2592557587
490;5;5;5;0.999999949350237;0.506407815605064;0.918840017355787;0.585819245273264;0.938428901650641;0.999999999980211;0.999999999844057;0.999999997113548;0.999999999144893;0.999999999999986;0.999999962543453;0.999999999833363;0.999999974438782;0.999999999834066;0.999999997742842;4.11302256584167;0.242310762405396;0.100688934326172;59884.4869154449;59866.2510117113
385;2;5;3;0.999955674933694;0.999999960614832;NA;NA;NA;0.999999010732997;0.999999960614832;NA;NA;NA;0.999999010732997;0.999999960614832;NA;NA;NA;2.26125192642212;0.109838485717773;0.0567293167114258;18177.6735640777;18177.6735640777
482;3;2;3;0.92360925463362;0.957884533548143;0.974936301647142;NA;NA;0.993650815047958;0.993992055766388;1;NA;NA;0.993650815047958;0.993992055766388;1;NA;NA;2.43383312225342;0.444533586502075;0.106516599655151;90867.6834641171;90867.2899196857
252;3;2;4;0.984520288136337;0.811526925272805;0.96568328579146;NA;NA;0.998380773928675;0.998666376123539;0.998526006569419;NA;NA;0.998380773928675;0.991059454339697;0.998526006569419;NA;NA;2.24805998802185;0.0555655956268311;0.0239489078521729;28168.917303735;28164.883484362
240;4;5;4;0.912754066678704;0.589140430625268;0.986389008280358;0.354427613202757;NA;0.999999981213941;0.999999995895404;0.999999752337201;0.999999904459528;NA;0.999999809629924;0.999999745290063;0.999996717768431;0.999999993209053;NA;2.31123685836792;0.0240194797515869;0.0266165733337402;11638.8584136848;11631.4758783108
390;2;10;5;0.99999999993026;0.999999999996397;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.25909304618835;0.121942281723022;0.0571513175964355;11660.3126791796;11654.6599536763
220;3;10;2;1;0.999996947785003;0.999091901946164;NA;NA;1;0.999996947785003;0.999989913448261;NA;NA;1;0.999996947785003;0.999989913448261;NA;NA;2.05040764808655;0.00879406929016113;0.0210115909576416;2682.96112676206;2682.47171664161
480;3;5;5;0.992038723938357;0.990030374086547;0.99978974858115;NA;NA;0.999999999996557;0.999999999989118;0.999999999970943;NA;NA;0.999999999996557;0.999999999615331;0.999999999842761;NA;NA;2.52054882049561;0.234642744064331;0.0994908809661865;43966.4563841374;43953.0622080379
415;4;5;5;0.980907153747774;0.632122492506719;0.985884406283812;0.976542752067896;NA;0.999999999961783;0.999999999999441;0.999999999178679;0.999999999897831;NA;0.999999999998279;0.999999999802034;0.999999912892731;0.999999997104717;NA;2.61152219772339;0.142166376113892;0.071007251739502;38316.4530118344;38296.6047818953
410;4;2;3;0.977516504179328;0.992082484657086;0.948795442767367;0.844639094784309;NA;0.992910149225819;0.992082484657086;0.992965450690576;0.992569525840776;NA;0.992910149225819;0.992082484657086;0.992965450690576;0.992569525840776;NA;2.30057454109192;0.261566400527954;0.0772004127502441;76949.4915612252;76947.3571362191
240;2;2;3;0.987575871331442;0.98783397887479;NA;NA;NA;0.987575871331442;0.98783397887479;NA;NA;NA;0.987575871331442;0.98783397887479;NA;NA;NA;2.07350873947144;0.049332857131958;0.0238158702850342;17491.4725200147;17491.4725200147
144;2;2;5;0.97473919815524;0.997952264972727;NA;NA;NA;0.999259717673418;0.997952264972727;NA;NA;NA;0.999259717673418;0.997952264972727;NA;NA;NA;2.02596592903137;0.00988292694091797;0.00843429565429688;8028.52469016895;8028.66755475054
485;4;5;3;0.980432410216773;0.982394852014708;0.999149363558853;0.997074310780141;NA;0.999999979370929;0.999999755623934;0.999998434349748;0.999999759651189;NA;0.999997747738954;0.999999755623934;0.999999750543552;0.999998290684237;NA;2.42449736595154;0.236124038696289;0.164822340011597;43179.2235420613;43158.6529681202
400;2;10;5;0.999999988642525;0.999999999991721;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.36639261245728;0.0635216236114502;0.0616884231567383;12335.6710321677;12331.1857507934
484;4;2;5;0.827716693619386;0.999442370954802;0.781601753759982;0.999440010444061;NA;0.999932754748984;0.999950692801445;0.999219625761159;0.999955582244836;NA;0.999543929406418;0.999950692801445;0.999771789495636;0.998458866432035;NA;2.67870450019836;0.441001176834106;0.111679553985596;131850.242664363;131837.959815378
450;3;2;2;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.32478833198547;0.368529558181763;0.0914368629455566;56691.5100784394;56691.5100784394
240;3;10;3;0.999998260486778;0.999998537805302;0.999391850649465;NA;NA;0.99999999948541;0.999999955839817;0.999999999710643;NA;NA;0.999999993774008;0.999999396282458;0.999996604951445;NA;NA;2.17145562171936;0.0117759704589844;0.0225245952606201;4480.63474490011;4466.67437669382
300;4;2;2;1;1;0.908064419100031;1;NA;1;1;1;1;NA;1;1;1;1;NA;2.16231107711792;0.10662055015564;0.0428414344787598;30033.6187546197;30033.422602197
334;3;2;2;1;0.912843362390658;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.18470883369446;0.139002084732056;0.0558743476867676;31243.7996660584;31243.7996660584
320;3;10;5;0.999986388215852;0.462065480315633;0.682251636251885;NA;NA;1;1;1;NA;NA;1;0.999999999999996;0.999999999999985;NA;NA;2.37156248092651;0.0317971706390381;0.0428640842437744;9736.62972175805;9719.91488168558
254;2;2;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.06835651397705;0.0579593181610107;0.0325231552124023;13644.9719984985;13644.9719984985
184;5;2;3;0.805999679451955;0.941193940124832;0.892056972763321;0.394388449265898;0.676052058042236;0.983670557263355;1;0.983740198581203;0.983996214246272;0.98446256315425;0.983670557263355;1;0.983740198581203;0.951736981232336;0.949923623825227;2.15268993377686;0.0213949680328369;0.0129225254058838;17355.4878176931;17353.2840709887
474;5;2;4;0.785416902911589;0.236211527878469;0.944214597821198;0.195259802415779;0.990255854173399;0.999426169226978;0.999469403685131;0.996827188491833;0.996839186847661;0.997261854146121;0.999426169226978;0.996929320268259;0.996827188491833;0.996839186847661;0.997261854146121;2.94662022590637;0.386651992797852;0.121532201766968;131416.557487746;131402.600309692
60;2;10;4;0.996576535865457;0.731100077326613;NA;NA;NA;0.999987784717312;0.999997443306433;NA;NA;NA;0.920858819399383;0.9981907623082;NA;NA;NA;1.94226002693176;0.000874757766723633;0.00331640243530273;238.314431411874;229.976872323295
340;3;10;4;0.999483530918877;0.982628916701256;0.992806644066164;NA;NA;0.999999999999899;0.99999999999999;0.999999999997551;NA;NA;0.999999999999226;0.99999999999999;0.999999999996619;NA;NA;2.27253580093384;0.0345098972320557;0.0450077056884766;10249.5921943131;10235.722078977
454;2;2;3;0.993394744245493;0.974314550482109;NA;NA;NA;0.993394744245493;1;NA;NA;NA;0.993394744245493;1;NA;NA;NA;2.25934505462646;0.361429691314697;0.1114661693573;63270.7412810367;63270.7412810367
56;2;2;5;0.944715628690153;0.996669959667514;NA;NA;NA;0.980887923419056;0.996669959667514;NA;NA;NA;0.980887923419056;0.973387418051888;NA;NA;NA;2.14767265319824;0.000983953475952148;0.00270509719848633;1152.07206966192;1150.60796804678
370;3;10;2;0.999999977270342;0.999999191301539;0.999900073130781;NA;NA;0.999999977270342;1;0.99999901786903;NA;NA;0.999999977270342;1;0.99999901786903;NA;NA;2.21927571296692;0.0453855991363525;0.0501556396484375;7647.95454293057;7647.95454293057
270;2;5;4;0.999996622361989;0.999996313913022;NA;NA;NA;0.9999999605776;0.999999999131024;NA;NA;NA;0.9999999605776;0.999999999131024;NA;NA;NA;2.1592276096344;0.0359008312225342;0.0296237468719482;10327.7516559475;10327.3087340914
230;2;10;3;0.999998180427737;0.999999996058222;NA;NA;NA;0.999999963186973;0.999999999664983;NA;NA;NA;0.99999999547758;0.999999999664983;NA;NA;NA;2.12602686882019;0.00984406471252441;0.0210931301116943;3250.44205901563;3249.5172555737
60;2;10;4;0.999997930285693;0.788476510821017;NA;NA;NA;0.999999801292035;0.999992134404153;NA;NA;NA;0.998396843688407;0.999728146886191;NA;NA;NA;2.03804397583008;0.000880241394042969;0.00356817245483398;236.291309780139;231.756140353136
290;3;5;4;0.98169598875688;0.999086654760564;0.990632934753868;NA;NA;0.99999998639401;0.99999999889044;0.999999959526108;NA;NA;0.999997881644055;0.999999224282614;0.999957109562964;NA;NA;2.22107696533203;0.0463004112243652;0.0348219871520996;14960.5647427268;14945.6916455642
280;5;5;5;0.99999787721979;0.228140233896688;0.784442586049795;0.0546700781008738;0.417725202543209;0.999999999192308;0.999999999887783;0.999999989077229;0.999999999611468;0.999999998989748;0.999997888496044;0.999999795931379;0.999999566072753;0.999998433531734;0.999991616770266;3.80817294120789;0.0387136936187744;0.0286791324615479;19318.2128646302;19300.2475803719
230;5;10;5;0.999999999994129;0.507732695476952;0.626609249385134;0.406779392017945;0.878790443536285;0.999999999999822;0.99999999999989;0.999999999999733;0.999999999946886;0.999999999999995;0.999999975065895;0.999999291828495;0.999999953769016;0.999999999383589;0.99999999989979;4.07526588439941;0.0100195407867432;0.0191061496734619;6488.69211815421;6474.73574573621
115;5;5;3;0.998409470781491;0.18008882496753;0.533145526617529;0.950549017760922;0.511863865759138;0.999996143726234;0.999994873928078;0.999927451888447;0.999930270243044;0.999958692064696;0.999996143726234;0.999898664835408;0.998536412109201;0.988996822200556;0.999690930555213;2.14402270317078;0.00247597694396973;0.00590062141418457;2657.01038786618;2650.88917889046
340;4;10;5;0.999999080498341;0.420233128303653;0.254795679545549;0.404484543003276;NA;1;1;1;1;NA;0.999999999999999;0.999999999986786;0.999999999479605;0.99999999999972;NA;2.63139986991882;0.0340921878814697;0.0423448085784912;12698.1792644648;12678.7985583946
146;3;2;4;0.702175809266087;0.898542257641443;0.96790079106779;NA;NA;0.996910320140622;0.995614232160993;0.995698566231356;NA;NA;0.996910320140622;0.995614232160993;0.995698566231356;NA;NA;2.16889500617981;0.0109889507293701;0.00911211967468262;9487.09250534998;9483.89510851837
340;3;10;5;0.999989034923978;0.83696335006634;0.984359248168908;NA;NA;1;1;1;NA;NA;0.999999999999999;0.999999999999961;0.999999999999999;NA;NA;2.38804817199707;0.0386044979095459;0.0462064743041992;10995.4936904589;10979.9131201104
225;4;5;3;0.998304690150746;0.94596255272965;0.964720458112625;0.963884261229739;NA;0.999992618963075;0.999998592673829;0.999994604235154;0.999997112809815;NA;0.999992618963075;0.99992659958568;0.999994604235154;0.999997112809815;NA;2.2230978012085;0.0201654434204102;0.024522066116333;9186.76060949789;9179.30077447762
360;5;2;4;0.9931881529868;0.485257365910562;0.77016611078375;0.528346664624029;0.437618032938598;1;0.999116835166047;0.997528511268901;0.999060891490598;0.995594801049567;1;0.999116835166047;0.997528511268901;0.999060891490598;0.999061622265618;2.91165328025818;0.169043779373169;0.0559642314910889;75504.8379089278;75493.7932650506
218;2;2;4;0.997881608886873;0.997886346198389;NA;NA;NA;0.997881608886873;0.997886346198389;NA;NA;NA;0.997881608886873;0.997886346198389;NA;NA;NA;2.12461066246033;0.0359373092651367;0.0190153121948242;16824.5463534137;16824.5463534137
130;4;2;2;1;1;1;1;NA;1;1;1;1;NA;1;1;1;0.860609198745568;NA;1.99491214752197;0.00730443000793457;0.00711846351623535;5636.28841999091;5634.19204367373
72;4;2;3;0.877297525086419;0.87707151941366;0.57236224460932;0.57420896134133;NA;0.960789439152323;0.960541924646279;0.957243499943389;1;NA;0.960789439152323;0.960541924646279;0.957243499943389;1;NA;1.98854994773865;0.00139808654785156;0.00343966484069824;2342.05745380942;2339.41728805194
118;2;2;3;0.97645849937551;0.970805024388461;NA;NA;NA;0.97645849937551;0.970805024388461;NA;NA;NA;0.97645849937551;0.970805024388461;NA;NA;NA;2.05079293251038;0.00558638572692871;0.00683164596557617;4203.51137510447;4203.51137510447
485;3;5;3;0.999794981010751;0.999821937382155;0.999674958530137;NA;NA;0.999999923550569;0.999999988155112;0.999999919986627;NA;NA;0.999999923550569;0.999999988155112;0.999999165545191;NA;NA;2.34279942512512;0.235015153884888;0.0963640213012695;36628.4547764567;36625.1515368276
215;5;5;3;0.948982433902538;0.536981175519491;0.584789533837211;0.197956207637551;0.977887190556822;0.999993673153272;0.999998574065472;0.999950041530273;0.999950953245979;0.999993846210566;0.999993673153272;0.999479892306955;0.999993568034413;0.999644585265978;0.999861791556346;2.20497798919678;0.0201568603515625;0.0202410221099854;9541.90889964981;9534.82872270361
340;3;10;5;0.998548703623692;0.95505699285541;0.978365509640151;NA;NA;1;1;1;NA;NA;0.999999999999982;0.999999999966724;0.999999999946928;NA;NA;2.44794964790344;0.0378966331481934;0.0432379245758057;10906.0394752884;10887.1346380746
330;3;10;2;0.99984958772969;0.999997065682894;0.99993626791477;NA;NA;1;0.999997065682894;0.999999962127203;NA;NA;1;0.999997065682894;0.999999962127203;NA;NA;2.2656397819519;0.0356349945068359;0.043720006942749;6091.28302629675;6091.28302629675
392;4;2;4;0.978937055528588;0.684277883880941;0.849872008464423;0.566070505863039;NA;0.999161419657378;0.99915171552909;0.996128142421411;0.999216935950309;NA;0.986810142002198;0.985510002907044;0.996128142421411;0.999216935950309;NA;2.41067671775818;0.223598003387451;0.0727391242980957;79765.848172355;79752.5973052533
470;4;5;2;0.997771464007691;0.998289455358128;0.998282440529059;0.999679509775191;NA;0.999677602323823;0.999856352760188;0.999855755163597;0.999679509775191;NA;0.999677602323823;0.999856352760188;0.999855755163597;0.999679509775191;NA;2.37942123413086;0.216813564300537;0.090749979019165;29510.5637238807;29510.6601001979
