N;M;K;P;p_osat1;p_osat2;p_osat3;p_osat4;p_osat5;p_anticlust1;p_anticlust2;p_anticlust3;p_anticlust4;p_anticlust5;p_anticlust_c1;p_anticlust_c2;p_anticlust_c3;p_anticlust_c4;p_anticlust_c5;OSAT_t;ANTICLUST_t;ANTICLUST_t_c;diversity_unconstrained;diversity_constrained
70;4;10;4;0.999998927614086;0.618947203796061;0.568691053475096;0.299502652421307;NA;0.999994303117335;0.999985636192045;0.999999853588389;0.999983827279113;NA;0.987887280676788;0.991458118269678;0.9988923843623;0.999985476712145;NA;2.17903256416321;0.00250434875488281;0.00518441200256348;460.602321729737;453.166395648975
365;5;5;3;0.795441079948666;0.89686009076778;0.562260512981375;0.945739991765909;0.990807168987133;0.999999551512108;0.999999945507392;0.999999284508515;0.999999277799594;0.999995375497472;0.999988008207965;0.999999945507392;0.999999284508515;0.999999277799594;0.999999220744343;2.50444436073303;0.0952863693237305;0.0565991401672363;27155.0062769321;27137.7672675784
335;5;5;5;0.999997155111957;0.0602790832573008;0.0395829066412321;0.508273761547459;0.647890890306868;0.999999999994692;0.999999999388046;0.999999999947402;0.999999999998794;0.999999999778966;0.999999989540685;0.99999980703672;0.999999999998936;0.999999929275522;0.999959446558799;3.91629123687744;0.076430082321167;0.0533018112182617;27884.106089244;27872.5735774405
335;5;5;3;0.992978767925548;0.991152295869284;0.417364616956858;0.747942840690432;0.59250419668921;0.999999389131934;0.999998950345044;0.999999676924338;0.999999914385367;0.999999629780496;0.999883213488045;0.999974765768494;0.999999676924338;0.999922063781809;0.999999629780496;2.38926601409912;0.0796010494232178;0.047440767288208;23195.4830550032;23182.3399813033
410;4;10;3;0.999952852081846;0.979586145592955;0.971238128984254;0.663953950618713;NA;0.999999999980267;0.999999999381421;0.999999999998955;0.999999999444883;NA;0.999999999998523;0.999999972956571;0.999999999998955;0.99999997242682;NA;2.40876817703247;0.0761897563934326;0.0690717697143555;15334.4023992901;15312.7416539596
342;4;2;2;1;0.913877132112255;1;0.828711485879792;NA;1;1;1;1;NA;1;1;1;1;NA;2.2148015499115;0.151443719863892;0.0597107410430908;39086.7441972122;39086.6943091594
120;4;10;5;0.999999998575662;0.90796784108678;0.8027105951668;0.606158019168049;NA;0.999999999993131;0.999999999644421;0.999999999462775;0.999999720573769;NA;0.999915371897231;0.99994388938346;0.999780728485946;0.999994785067935;NA;2.48254466056824;0.00224518775939941;0.0106320381164551;1506.65611546226;1496.24398164301
120;4;5;2;0.954817040123782;0.997855517058379;0.927607077440387;0.877878800054616;NA;1;0.997855517058379;0.995195527403864;0.995311089869538;NA;0.987397104436026;0.997855517058379;0.995195527403864;0.995311089869538;NA;2.01600408554077;0.00279545783996582;0.00642871856689453;1908.3769297891;1904.91622796231
140;5;10;5;0.999516266559076;0.244838541184818;0.185111331938968;0.779605777306372;0.262559372566534;0.999999999999582;0.999999999918632;0.999999992363342;0.999999999994801;0.999999999996474;0.999526305934624;0.999754127923497;0.999998842412935;0.999998731627547;0.999976787866195;4.09267377853394;0.00412607192993164;0.00866484642028809;2302.04029071674;2291.22278179152
470;4;2;3;0.887782899430846;0.99343556672979;0.919928836616518;0.914238305511262;NA;0.993588975302504;0.99343556672979;0.99364978782413;0.99402217524728;NA;0.993588975302504;0.99343556672979;0.99364978782413;0.99402217524728;NA;2.35327482223511;0.431553840637207;0.109161138534546;101130.644443327;101126.414722339
58;2;2;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1.92837595939636;0.000989913940429688;0.00473690032958984;711.327993848858;711.327993848858
210;3;10;5;0.999983966673291;0.81732739091011;0.734604284472203;NA;NA;0.999999999995652;0.999999999999874;1;NA;NA;0.999999999998791;0.999999999991907;0.999999999876141;NA;NA;2.16122198104858;0.00763964653015137;0.0172674655914307;4184.23357606139;4174.33546635721
420;5;10;3;0.994255043145083;0.999835329135616;0.199712315716032;0.969715598661361;0.767945850230985;0.999999999991024;0.999999999999984;0.999999999997998;0.99999999998668;0.999999999952354;0.99999999998775;0.999999999904545;0.999999999799866;0.99999999998668;0.999999999996693;2.43059134483337;0.0765500068664551;0.0705969333648682;18110.2794092254;18092.6677546941
405;4;5;4;0.995358489057519;0.422712045294764;0.821715942546862;0.758597042920411;NA;0.999999999364017;0.999999999373927;0.999999912814507;0.999999999308651;NA;0.999998501448594;0.999999992517951;0.999999704236515;0.999999999308651;NA;2.42833876609802;0.137991189956665;0.0659308433532715;33872.0323951272;33854.864311911
60;5;5;5;0.99977227322204;0.0521394566885736;0.471341323103085;0.803940892223648;0.5062106350803;0.999854016093211;0.99891723046357;0.999980404446443;0.999878639407718;0.999835901936293;0.992329742145851;0.995158967452054;0.999863060638736;0.91032741626872;0.999384253675434;3.62939476966858;0.000929832458496094;0.00274252891540527;850.087122984434;844.291601752717
414;4;2;3;0.741490804600971;0.971016551792437;0.970803445998978;0.971377216109427;NA;0.992514837894916;1;1;1;NA;0.992514837894916;1;1;1;NA;2.24462199211121;0.279317855834961;0.0827362537384033;78238.7316149653;78235.9304392884
