N;M;K;P;p_osat1;p_osat2;p_osat3;p_osat4;p_osat5;p_anticlust1;p_anticlust2;p_anticlust3;p_anticlust4;p_anticlust5;p_anticlust_c1;p_anticlust_c2;p_anticlust_c3;p_anticlust_c4;p_anticlust_c5;p_ps1;p_ps2;p_ps3;p_ps4;p_ps5;OSAT_t;ANTICLUST_t;ANTICLUST_t_c;PS_t;diversity_unconstrained;diversity_constrained
480;3;10;3;0.999984429979436;0.999999898373659;0.999998327051566;NA;NA;0.999999999999877;0.999999999999942;0.999999999999098;NA;NA;0.999999999999877;0.999999999999942;0.999999999999098;NA;NA;NA;NA;NA;NA;NA;2.58928036689758;0.114832878112793;0.207311391830444;NA;22121.3457645281;22115.1591784817
360;4;4;2;0.960012802437428;0.993131619063686;0.998395655534309;0.998397426006365;NA;0.998396836210971;1;0.998395655534309;0.998397426006365;NA;0.998396836210971;1;0.998395655534309;0.998397426006365;NA;0.903983420883355;0.891255908496042;0.942466589279457;0.989042909077774;NA;2.45466637611389;0.120038032531738;0.118220329284668;33.177182674408;30622.8267728245;30622.6199237689
140;5;10;2;0.798036065153466;0.909028177876988;0.937422957622722;0.867017799718307;0.772039379219388;0.99999831313563;0.999933097450056;0.999879374595255;0.999933097450056;0.999978101592483;0.99999831313563;0.994876779676771;0.999879374595255;0.999933097450056;0.999333980848502;NA;NA;NA;NA;NA;2.30167269706726;0.00307989120483398;0.0190339088439941;NA;2062.10830440617;2056.25318099938
500;3;10;4;0.999976524767159;0.999999639086525;0.999010276249715;NA;NA;1;1;1;NA;NA;0.99999999999997;1;1;NA;NA;NA;NA;NA;NA;NA;2.69019746780396;0.13400936126709;0.203875780105591;NA;25844.0381984825;25818.9099714881
148;2;4;3;1;0.99849268757685;NA;NA;NA;1;0.999939951202651;NA;NA;NA;1;0.999939951202651;NA;NA;NA;0.997942269857328;0.96112480105233;NA;NA;NA;2.21423125267029;0.00717043876647949;0.0308623313903809;23.4949202537537;4101.82582746941;4100.16897321992
416;2;4;4;0.999994573837303;0.999996511702382;NA;NA;NA;0.999999980995217;0.999999997374068;NA;NA;NA;0.999999980995217;0.999999997374068;NA;NA;NA;0.996712658471836;0.993233095587333;NA;NA;NA;2.51010680198669;0.175930976867676;0.18671441078186;34.4792802333832;35707.8161467231;35707.8161467231
158;2;2;4;0.987342571741632;0.991475375218059;NA;NA;NA;0.996081872941297;0.991475375218059;NA;NA;NA;0.996081872941297;0.991475375218059;NA;NA;NA;0.996081872941297;0.991475375218059;NA;NA;NA;2.27605032920837;0.0143067836761475;0.0252032279968262;13.4709343910217;10240.7572106361;10240.7572106361
148;4;4;5;0.999971228736404;0.948786602383423;0.910194926469345;0.131974255634672;NA;0.999999126106616;0.999999983731222;0.99999999537222;0.999999117328884;NA;0.999999126106616;0.999994011264282;0.999999597269004;0.999999117328884;NA;0.887675313211027;0.948300363558265;0.992914741813549;0.936886464481763;NA;2.56299376487732;0.00671672821044922;0.0312705039978027;40.9390463829041;6739.85741245762;6735.43348751396
252;5;2;2;1;0.705421607801576;0.899728732788539;1;1;1;1;1;1;1;1;1;1;1;1;0.899728732788539;0.899728732788539;1;1;1;2.37198567390442;0.0588610172271729;0.0601847171783447;16.2986578941345;34057.3882811812;34057.4842938032
420;3;4;5;0.945956099003926;0.999605469696034;0.988461229502758;NA;NA;0.99999999977159;0.99999999993511;0.999999998972011;NA;NA;0.99999999977159;0.999999997973725;0.999999998972011;NA;NA;0.996360024491732;0.958101812422886;0.997792122435959;NA;NA;2.76987195014954;0.173159837722778;0.245936393737793;45.9934077262878;47439.5404501234;47430.3147371322
466;3;2;3;0.956466561112929;0.980509396508295;0.981144091723212;NA;NA;0.993688604543379;0.9936704001756;0.993485365135333;NA;NA;0.993688604543379;0.9936704001756;0.993485365135333;NA;NA;0.956466561112929;0.9936704001756;0.92064594740596;NA;NA;2.54225468635559;0.334852695465088;0.229049205780029;19.1505444049835;104563.532815947;104563.669112642
244;2;4;3;0.999963065935353;0.998704404525905;NA;NA;NA;0.999963065935353;0.999961855262634;NA;NA;NA;0.999963065935353;0.999961855262634;NA;NA;NA;0.998664019909844;0.997534649697336;NA;NA;NA;2.30043864250183;0.0346493721008301;0.0494050979614258;26.6169996261597;11266.6621151441;11266.6621151441
372;3;2;2;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.43197870254517;0.162443876266479;0.138467788696289;14.9495763778687;54628.9377345326;54628.9377345326
272;5;2;3;0.484420929581557;0.967313626683131;0.8740890084957;0.374089134186443;0.571961487879467;0.988150795414369;0.989050107003875;1;0.988807693905772;1;0.988150795414369;0.989050107003875;1;0.988807693905772;1;0.969329450020316;0.967313626683131;0.880191536797241;0.754737493148853;0.955360197316573;2.60858082771301;0.0761871337890625;0.275084257125854;20.1767456531525;46801.4496972374;46795.4524329538
250;3;10;5;0.999747478041575;0.80853412843856;0.765836447020733;NA;NA;1;1;1;NA;NA;0.999999999999986;1;0.999999999999759;NA;NA;NA;NA;NA;NA;NA;2.52196216583252;0.0143725872039795;0.0525283813476562;NA;6634.55774804512;6627.22672196374
440;2;4;2;0.998175514640913;1;NA;NA;NA;0.998175514640913;1;NA;NA;NA;0.998175514640913;1;NA;NA;NA;0.980467345416347;0.994893524861305;NA;NA;NA;2.45264387130737;0.172411680221558;0.177126407623291;29.3825881481171;29195.2145520928;29195.2145520928
292;5;4;4;0.998424996385907;0.839238074244472;0.817831009963848;0.636346499986541;0.8373516262263;0.999999895221342;0.99999989052864;0.999996868833677;0.999999896561347;0.999999883504451;0.999998379747695;0.99999989052864;0.999999503665921;0.999998799233113;0.999993470248551;0.69595677742394;0.99963465423271;0.585141081862009;0.983549165130244;0.924417767463895;2.98581504821777;0.0537872314453125;0.0825707912445068;47.9417810440063;28697.4684111104;28684.5069817666
220;5;10;2;0.977300828561719;0.99783227573746;0.964856610774784;0.947775055872024;0.986710041202798;0.999982855193663;0.999996947785003;0.99998297750435;0.999979630287577;0.99998297750435;0.999982855193663;0.999996947785003;0.99998297750435;0.999979630287577;0.99998297750435;NA;NA;NA;NA;NA;2.31927347183228;0.0106396675109863;0.0518558025360107;NA;5154.44409231783;5147.17479150008
284;3;4;3;0.995011701691689;0.999735566348849;0.99167486720597;NA;NA;1;0.999995255568192;0.999975400825381;NA;NA;1;0.999995255568192;0.999975400825381;NA;NA;0.999688664019432;0.996576529253391;0.923503705253466;NA;NA;2.38154077529907;0.058443546295166;0.0738332271575928;31.6194932460785;19393.9924268528;19391.9266825188
390;4;10;2;0.999967974155219;0.999944589049417;0.999920657540095;0.999795813953206;NA;0.999999981516668;0.999999766714326;0.999999227377465;0.999999763418393;NA;0.999999981516668;0.999999766714326;0.999999227377465;0.999999763418393;NA;NA;NA;NA;NA;NA;2.49901723861694;0.0610840320587158;0.148097991943359;NA;14343.2784911265;14342.1774706121
132;2;2;3;0.977979857415502;0.97751756488929;NA;NA;NA;0.977979857415502;0.97751756488929;NA;NA;NA;0.977979857415502;0.97751756488929;NA;NA;NA;0.977979857415502;0.97751756488929;NA;NA;NA;2.1942253112793;0.00846624374389648;0.0190443992614746;12.0920577049255;6586.27784644752;6586.27784644752
332;5;4;5;0.999999583826256;0.100316778038114;0.115501089243494;0.657056272386527;0.191356101109456;0.999999999023669;0.999999999789672;0.999999939764481;0.999999995702897;0.999999997732514;0.999999999023669;0.999999993259071;0.999999939764481;0.999999995702897;0.999999977452916;0.852574063934082;0.98674371222438;0.903968053496301;0.891432348944425;0.755358457277819;4.21244502067566;0.0693531036376953;0.0787110328674316;57.9436273574829;38456.6222928921;38441.6206044042
142;4;2;3;0.434734080276029;0.867886542256445;0.752872793683124;0.694620772127514;NA;0.93763616075091;0.977238448832453;0.979798673853704;1;NA;0.93763616075091;0.977238448832453;0.979798673853704;1;NA;0.979302169715637;0.977238448832453;0.936259395719284;0.918828229195655;NA;2.30271625518799;0.0103628635406494;0.0195670127868652;15.3803572654724;11316.7357691769;11309.6453956182
248;3;2;5;0.989843619053681;0.959677913044297;0.931561722736218;NA;NA;0.999827711008955;0.999201595439081;0.999766883218997;NA;NA;0.999827711008955;0.999201595439081;0.999766883218997;NA;NA;0.9447868448713;0.964276645566763;0.999766883218997;NA;NA;2.62966585159302;0.0550470352172852;0.076622486114502;19.0641465187073;33020.946482043;33017.37082711
50;2;10;4;0.999893793697897;0.503614629349388;NA;NA;NA;0.999999998856331;0.999999932183067;NA;NA;NA;0.99983886627267;0.99860601265512;NA;NA;NA;NA;NA;NA;NA;NA;2.09019875526428;0.000957250595092773;0.00736355781555176;NA;187.112698372208;183.597979746447
184;5;4;3;0.999904563296609;0.486713334425982;0.682770801720046;0.972886664100589;0.58166618208011;0.999904563296609;0.999956826205231;0.999951608131858;0.999895251529328;0.999915465954443;0.999904563296609;0.998844661731738;0.999951608131858;0.999895251529328;0.999545186963336;0.976906732402894;0.799373084717304;0.788901171740433;0.911576059885441;0.913164474869588;2.5154173374176;0.0138204097747803;0.0297279357910156;35.2377207279205;10634.3090843819;10623.6630538879
294;3;2;3;0.960302091884037;0.990132462858208;0.989846751573837;NA;NA;1;0.990132462858208;0.989846751573837;NA;NA;1;0.990132462858208;0.989846751573837;NA;NA;0.960302091884037;0.990132462858208;0.969850534510443;NA;NA;2.42121028900146;0.106759071350098;0.104117870330811;16.7172400951385;41622.3492801479;41622.3492801479
190;2;10;5;0.999615794389762;0.999999965182564;NA;NA;NA;1;0.999999999999994;NA;NA;NA;1;0.999999999951004;NA;NA;NA;NA;NA;NA;NA;NA;2.26965188980103;0.00696682929992676;0.0336136817932129;NA;3076.50375080622;3068.36161518249
108;2;4;5;0.999937448026198;0.999997512673414;NA;NA;NA;0.999997447232036;0.999999973717026;NA;NA;NA;0.999997447232036;0.999999326842579;NA;NA;NA;0.988312186205898;0.964443845425601;NA;NA;NA;2.20415234565735;0.00294971466064453;0.0142924785614014;27.1240272521973;2475.85194719061;2473.60930650349
136;2;4;5;0.999739447622098;0.999007355135925;NA;NA;NA;0.99999985008076;0.999999989234717;NA;NA;NA;0.99999985008076;0.999999399409458;NA;NA;NA;0.997077181951155;0.997440633992036;NA;NA;NA;2.2501060962677;0.00514936447143555;0.0193562507629395;27.8331444263458;3981.02056147303;3978.77792078591
260;5;10;5;0.999999999999998;0.504501903849407;0.731010448581936;0.546223151338628;0.336201366662573;1;0.999999999999999;1;1;0.999999999999997;0.999999999995168;0.999999999989279;0.99999999967167;0.999999999995178;0.999999999998551;NA;NA;NA;NA;NA;4.33052182197571;0.0126230716705322;0.0529286861419678;NA;9306.91034150212;9290.74419067318
410;4;10;2;0.999988383048063;0.999402973520194;0.999993369066022;0.999787675419607;NA;0.999999380454994;0.999998883867625;0.999999813217714;0.999999380454994;NA;0.999999380454994;0.999998883867625;0.999999813217714;0.999999380454994;NA;NA;NA;NA;NA;NA;2.64090156555176;0.0685880184173584;0.130229234695435;NA;15882.5222968023;15879.2346902415
260;2;10;5;0.999999999567977;0.999999999980779;NA;NA;NA;1;1;NA;NA;NA;1;0.999999999999987;NA;NA;NA;NA;NA;NA;NA;NA;2.36110877990723;0.01678466796875;0.0541577339172363;NA;5825.95367774327;5813.56890143242
362;3;2;4;0.981145621909331;0.985228952417999;0.97172247511548;NA;NA;1;0.9991207520632;0.999061622265618;NA;NA;1;0.9991207520632;0.999061622265618;NA;NA;0.981145621909331;0.9991207520632;0.94834305117442;NA;NA;2.50602340698242;0.187687158584595;0.157684326171875;19.3658585548401;67905.6358508549;67903.8426999106
248;4;4;5;0.996910352098556;0.857257820326607;0.708442725527708;0.903966029248153;NA;0.999999999108592;0.999999987468181;0.99999999774502;0.999999977601003;NA;0.999999999108592;0.999999854108762;0.999999658156297;0.999999977601003;NA;0.880390928110457;0.984835832412855;0.922700253572345;0.999087544345531;NA;2.68068957328796;0.0369038581848145;0.0639071464538574;44.9450149536133;19089.3046341701;19081.9982156255
310;5;2;3;0.528659081177727;0.584109443052013;0.74691651071104;0.49135676183185;0.970259025271815;0.990198041581183;1;0.989739340500037;0.990144017726538;0.990684784516883;0.990198041581183;1;0.989739340500037;0.990144017726538;0.990684784516883;0.971690210900975;0.962214408727426;0.74691651071104;0.933487755449728;0.990684784516883;2.65068101882935;0.120266437530518;0.135936498641968;21.0546567440033;60851.2421656753;60842.6499347832
400;3;10;2;0.999986663308476;0.999817003691379;0.99999850688187;NA;NA;0.999999286915676;0.999999789331613;0.99999850688187;NA;NA;0.999999286915676;0.999999789331613;0.99999850688187;NA;NA;NA;NA;NA;NA;NA;2.50372719764709;0.0606577396392822;0.14218807220459;NA;12634.8659798529;12634.8659798529
230;4;2;5;0.576177095228394;0.37453578853985;0.877534431090356;0.449449816161455;NA;0.999028719336225;1;0.999817308167974;0.999133274072892;NA;0.999028719336225;1;0.999817308167974;0.999133274072892;NA;0.992265887496971;0.670525341168172;0.982816095619006;0.988025601296149;NA;2.61266136169434;0.0445492267608643;0.0572464466094971;22.3024876117706;32945.2167006363;32940.8216974932
306;4;2;2;1;1;0.81911428333961;1;NA;1;1;1;1;NA;1;1;1;1;NA;1;1;1;1;NA;2.44012951850891;0.11590313911438;0.107681274414062;15.7381815910339;44193.5436130019;44193.5436130019
312;5;4;2;0.998016739472949;0.958227469996939;0.735442464721829;0.970261603905037;0.951101492568048;0.998016739472949;1;0.998006995022614;0.998016739472949;0.998015768604445;0.998016739472949;1;0.998006995022614;0.998016739472949;0.998015768604445;0.986495076124594;0.991453756638515;0.929684309273926;0.998016739472949;0.90744299826232;2.44519448280334;0.0785188674926758;0.0989460945129395;34.4877665042877;26104.2265016812;26101.1482109647
164;4;4;3;0.998510073195298;0.939453859201852;0.979831936615142;0.986197818015415;NA;0.999966466052033;0.999942207181809;1;0.999931586872709;NA;0.999966466052033;0.999942207181809;0.999497137623598;0.999931586872709;NA;0.948096151602547;0.984551892351639;0.966147450025052;0.974445072853083;NA;2.32027983665466;0.00900554656982422;0.0252060890197754;30.6271576881409;7524.47800761767;7518.45980641257
388;2;4;5;0.999997808582129;0.999996089763981;NA;NA;NA;0.999999999992914;0.99999999933831;NA;NA;NA;0.999999999992914;0.999999989856646;NA;NA;NA;0.999861298342282;0.97591209003533;NA;NA;NA;2.47953367233276;0.163617372512817;0.178963899612427;36.4973187446594;32540.9138418704;32539.4996283081
356;3;4;5;0.998570948307237;0.983081862023443;0.996248843046091;NA;NA;0.999999997054279;0.999999999971663;0.999999999833148;NA;NA;0.999999997054279;0.999999999971663;0.999999956704629;NA;NA;0.947403374581699;0.996780642031552;0.987672445360831;NA;NA;2.56608200073242;0.121068000793457;0.134907960891724;42.8233463764191;34089.9539626259;34078.2960774743
68;2;4;4;0.993712150661035;0.995218088130796;NA;NA;NA;0.999991075375157;0.99986391207164;NA;NA;NA;0.999673347660075;0.99986391207164;NA;NA;NA;0.986218538147851;0.990258723064105;NA;NA;NA;2.16676759719849;0.00134968757629395;0.00876498222351074;23.9372942447662;945.671139599365;942.6000717875
480;4;10;5;0.99995827839668;0.916627363143936;0.829998403786502;0.180577418448546;NA;1;1;1;1;NA;1;1;1;1;NA;NA;NA;NA;NA;NA;2.93538904190063;0.114822387695312;0.18717622756958;NA;28611.0886348531;28589.4616248394
120;5;2;3;0.709028673341932;0.177768572828138;0.809669372911092;0.894531547490899;0.696541497860307;0.976814208140688;1;0.976814208140688;1;0.97751756488929;0.921011883391721;1;0.976814208140688;0.904393978976944;0.97751756488929;0.921011883391721;0.897668398612133;0.831231915807129;1;0.97751756488929;2.40832853317261;0.0061945915222168;0.015322208404541;17.0412995815277;9039.97587896577;9033.51335828774
60;2;10;2;0.999012641751635;0.960799407769894;NA;NA;NA;0.999012641751635;0.995223107459753;NA;NA;NA;0.999012641751635;0.995223107459753;NA;NA;NA;NA;NA;NA;NA;NA;2.11868381500244;0.00102019309997559;0.00930547714233398;NA;203.036579926459;203.036579926459
472;5;4;2;0.998917270661308;0.998927713227607;0.972791505773515;0.995399396606881;0.987161970591696;0.998917270661308;0.998927713227607;0.998929322541787;1;1;0.998917270661308;0.998927713227607;0.998929322541787;1;1;0.998917270661308;0.960583806081744;0.8723319868724;0.638064842199419;0.987161970591696;2.52692675590515;0.218748331069946;0.240904092788696;41.5193688869476;59748.0340713528;59747.5604730895
84;3;2;3;0.883996668186891;0.963443551939648;0.963640444301286;NA;NA;0.968126135949307;0.963443551939648;0.963640444301286;NA;NA;0.883996668186891;0.963443551939648;0.963640444301286;NA;NA;0.968126135949307;0.901308172523213;0.963640444301286;NA;NA;2.17461156845093;0.00220274925231934;0.0104238986968994;12.8679475784302;3363.73404230256;3357.22361625255
450;4;10;4;0.99997704698048;0.685856304257672;0.333125386335538;0.866194813350319;NA;1;1;1;1;NA;1;1;0.999999999999997;1;NA;NA;NA;NA;NA;NA;3.10045886039734;0.090562105178833;0.172613382339478;NA;24261.7878318643;24250.9522706135
436;4;4;4;0.677002761663643;0.760601453112622;0.779861137406183;0.792221594606738;NA;0.999999998058257;0.99999998041831;0.999999997843623;0.999999982815674;NA;0.999999998058257;0.99999998041831;0.999999436978174;0.999999982815674;NA;0.652688137630719;0.99958145287894;0.890302410375583;0.978982346296449;NA;2.80137348175049;0.172961473464966;0.213231801986694;49.7804203033447;57227.6656412523;57210.3522792369
372;5;4;2;1;0.942894910278896;0.924708830497648;0.933691907494648;0.867273971677602;1;0.9976579969198;0.997656385239022;1;0.998459007905561;0.993459312801875;0.9976579969198;0.997656385239022;1;0.998459007905561;0.671107490293869;0.9976579969198;0.975106748835543;0.834416426202377;0.976673963255961;2.49807190895081;0.140720844268799;0.132800817489624;36.6108632087708;37127.8791744632;37124.9495374646
250;5;10;3;0.99999821323976;0.931807593865074;0.153753796235144;0.333336029985981;0.589304372081447;0.999999999998364;0.999999999503519;0.999999999538943;0.999999997210919;0.999999999999976;0.999999998831947;0.999999999503519;0.999999999538943;0.999999999715891;0.999999999997323;NA;NA;NA;NA;NA;2.65394759178162;0.0146794319152832;0.06369948387146;NA;7796.65449546014;7790.77529443108
456;3;4;5;0.995738291085119;0.999968343452798;0.959632309417199;NA;NA;0.999999999398311;0.999999999956618;0.999999999992969;NA;NA;0.999999999398311;0.999999999956618;0.999999999992969;NA;NA;0.999467922057136;0.957654334623296;0.88815297870157;NA;NA;2.66205143928528;0.352945327758789;0.238452434539795;48.1197848320007;55884.1968491272;55864.4721887395
272;2;2;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.32665109634399;0.0752890110015869;0.0892715454101562;12.726646900177;22253.6276888426;22253.6276888426
160;4;4;3;0.946735392295597;0.978795466750123;0.671254296265893;0.96571842364826;NA;0.999928071098913;0.999976827561639;0.999913259932883;0.999942207181809;NA;0.999928071098913;0.999976827561639;0.999913259932883;0.999942207181809;NA;0.957509326464749;0.999558493448381;0.984427972169751;0.977142557585279;NA;2.29943203926086;0.00837492942810059;0.0252144336700439;33.1286449432373;7150.54362638713;7137.39231652115
132;4;2;5;0.958618871858779;0.19560228287913;0.904810195460613;0.838728298361826;NA;0.997040501086722;0.999078487713879;0.999067935189371;0.997196845702605;NA;0.997040501086722;0.999078487713879;0.999067935189371;0.997196845702605;NA;0.934957891775608;0.985369478412358;0.837232844425203;0.989327019975134;NA;2.5709912776947;0.00885128974914551;0.0206401348114014;20.1089727878571;10818.5505079062;10811.9158831424
214;2;2;2;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;2.27155542373657;0.0361742973327637;0.0422577857971191;11.5981230735779;13748.1644917843;13748.1644917843
420;5;10;2;0.999977204795091;0.9999857439471;0.998890931769472;0.999764724103762;0.991616612310558;0.999999987010476;0.999998992776336;0.999998992776336;0.999998795684603;0.999999987115359;0.999999987010476;0.999998992776336;0.999998992776336;0.999998795684603;0.999999987115359;NA;NA;NA;NA;NA;2.70526075363159;0.0796093940734863;0.147377967834473;NA;18928.543552484;18912.7823851482
70;3;10;3;0.999931284380018;0.337396749632982;0.661106485365198;NA;NA;0.999994663320885;0.999995192949486;0.999999998577762;NA;NA;0.999994663320885;0.999633322990312;0.999999846575704;NA;NA;NA;NA;NA;NA;NA;2.15476989746094;0.00141072273254395;0.01106858253479;NA;443.889657963925;441.723408566513
188;3;4;4;0.993684655720817;0.986919206650578;0.999953671408615;NA;NA;0.999999386098528;0.9999992907595;0.999999239820472;NA;NA;0.999999386098528;0.9999992907595;0.999999239820472;NA;NA;0.955719250157002;0.992709758817507;0.951342653346277;NA;NA;2.31824922561646;0.0149052143096924;0.0362792015075684;31.410941362381;9102.13135821801;9097.56968555406
260;5;10;4;0.999999997763118;0.962970822866179;0.352274792599829;0.303864585970386;0.557353356631263;0.999999999999987;1;0.99999999999813;0.999999999998784;0.999999999999672;0.999999999999987;1;0.999999999999896;0.999999999998784;0.999999999999672;NA;NA;NA;NA;NA;3.05005836486816;0.0142543315887451;0.0627346038818359;NA;8985.58895005906;8979.29722179378
70;4;10;2;0.998947457132295;0.968688315575102;0.97040609980515;0.929191741808771;NA;1;0.999960966371831;0.999963660036302;0.99764278659487;NA;0.985035004145156;0.999960966371831;0.995587534332958;0.99764278659487;NA;NA;NA;NA;NA;NA;2.14643239974976;0.00128793716430664;0.0097041130065918;NA;438.034886293928;432.177021917658
200;2;2;4;1;0.989760104116295;NA;NA;NA;1;0.997688732441435;NA;NA;NA;1;0.997688732441435;NA;NA;NA;1;0.978611416073378;NA;NA;NA;2.29823851585388;0.0295708179473877;0.0353705883026123;17.2550909519196;16446.1292860239;16446.1292860239
212;3;4;2;0.994422122633521;0.996371298397615;1;NA;NA;0.994422122633521;0.996371298397615;1;NA;NA;0.994422122633521;0.996371298397615;1;NA;NA;0.972317555688309;0.996371298397615;0.929090717994607;NA;NA;2.29936003684998;0.0190830230712891;0.0393726825714111;25.2206363677979;8807.92207401837;8807.92207401837
370;4;10;5;0.999998158536129;0.0453389428006261;0.280176364353064;0.947674313191493;NA;1;1;1;1;NA;0.999999999999998;1;1;1;NA;NA;NA;NA;NA;NA;2.88258075714111;0.0454232692718506;0.125259399414062;NA;16930.748796557;16916.3262489991
72;4;4;2;0.786027903241727;0.982762784793629;0.973808719520411;0.893775663398042;NA;0.982607174121788;0.982762784793629;0.973808719520411;0.982762784793629;NA;0.982607174121788;0.982762784793629;0.880532986223119;0.982762784793629;NA;0.982607174121788;0.893775663398042;0.880532986223119;0.893775663398042;NA;2.15855264663696;0.00148272514343262;0.00937604904174805;23.8915705680847;1209.70648939263;1205.22120801839
380;5;4;2;0.849127166311093;0.993636443829815;0.851936071753646;0.993653091726911;0.993653091726911;0.997724952961348;1;0.998521007296387;1;1;0.997724952961348;1;0.998521007296387;1;1;0.908149849803469;0.859008591258717;0.998521007296387;0.968631673978504;0.778080920291146;2.4825804233551;0.151360273361206;0.150447368621826;36.2614424228668;38754.6677788949;38748.9437549311
138;3;2;3;0.932013328656422;0.912409235273078;0.978022872484601;NA;NA;0.979798673853704;1;0.978022872484601;NA;NA;0.979798673853704;1;0.978022872484601;NA;NA;0.979798673853704;0.912409235273078;0.978022872484601;NA;NA;2.23858213424683;0.00967049598693848;0.0184524059295654;13.9055433273315;9139.7882815438;9139.23244780874
216;3;2;3;0.987413534540268;0.82721609102074;0.942825125055066;NA;NA;0.987413534540268;0.986230531245909;1;NA;NA;0.987413534540268;0.986230531245909;1;NA;NA;0.987413534540268;0.986230531245909;0.947838235854658;NA;NA;2.28804111480713;0.0372118949890137;0.0581440925598145;14.8335475921631;22371.8436810225;22371.7073843276
310;3;10;4;0.999909899777402;0.998711242568285;0.99949916085996;NA;NA;1;1;0.999999999999999;NA;NA;0.999999999995862;0.999999999981725;0.999999999998647;NA;NA;NA;NA;NA;NA;NA;2.67874956130981;0.0278210639953613;0.077303409576416;NA;9885.10910701741;9865.76839124273
388;4;2;3;0.99230044093339;0.977240845733533;0.967984037004191;0.807621678496011;NA;0.99230044093339;0.992160265705352;1;0.992417751439169;NA;0.99230044093339;0.992160265705352;1;0.992417751439169;NA;0.99230044093339;0.931615000549252;0.884259511097972;0.976539408884394;NA;2.4945855140686;0.238670349121094;0.196051359176636;20.5062437057495;84791.1252518824;84787.6608226082
376;2;2;5;0.998547150889429;0.999671665620621;NA;NA;NA;0.999659485643581;0.999671665620621;NA;NA;NA;0.999659485643581;0.999671665620621;NA;NA;NA;0.991759267147571;0.991979869743106;NA;NA;NA;2.48893737792969;0.226017475128174;0.147722482681274;18.6120808124542;61011.365563495;61011.365563495
336;5;4;3;0.958638688970493;0.529843822466597;0.594284300608717;0.968107583092962;0.924217513070847;0.999996478920266;0.999985727464881;0.999985351969983;0.99998571912514;0.999992077472227;0.999996478920266;0.999985727464881;0.999985351969983;0.99998571912514;0.999992077472227;0.990059205298845;0.975233029832741;0.964617804145495;0.918934351750684;0.59068313798796;2.71056699752808;0.100143194198608;0.110560178756714;42.5582845211029;35734.6584203657;35719.8079774229
190;5;10;5;0.999999988109668;0.552803973708166;0.20152228756899;0.376707861998537;0.0311370772899948;0.999999999999958;0.999999999999935;0.999999999999997;0.999999999999901;0.99999999999997;0.999999998457306;0.99999999993186;0.999999999939777;0.99999999998841;0.99999999999606;NA;NA;NA;NA;NA;4.62068033218384;0.00549554824829102;0.0294089317321777;NA;4928.73748655516;4921.69324650443
184;2;4;4;0.999948728552154;0.999633835579628;NA;NA;NA;0.999999147084203;0.999999236194411;NA;NA;NA;0.999999147084203;0.999999236194411;NA;NA;NA;0.999209573151986;0.98876964853856;NA;NA;NA;2.24863433837891;0.0140824317932129;0.0304076671600342;26.7974038124084;6984.61680811592;6981.30309961694
288;3;4;4;0.997862723013037;0.992943831209079;0.991235452926634;NA;NA;0.999999989740513;0.999999987375936;0.999999898426664;NA;NA;0.999999989740513;0.999999987375936;0.999999898426664;NA;NA;0.993839268326822;0.858713657593223;0.995322641350123;NA;NA;2.45142436027527;0.0611808300018311;0.083590030670166;35.6107003688812;21445.1686478338;21437.5978009276
148;4;2;4;0.950756309467617;0.914203840152715;0.876591368220429;0.179922109290651;NA;0.996539231630739;0.996358374105146;0.997067946265465;0.996428679301131;NA;0.996539231630739;0.996358374105146;0.962764331324929;0.996428679301131;NA;0.801080294288389;0.914233790978214;0.982630288823362;0.987034757780358;NA;2.55209875106812;0.0112524032592773;0.0226655006408691;17.9005012512207;13117.8865109012;13112.715968928
470;5;2;3;0.954981305608162;0.826259158964707;0.784022176758343;0.782743954532307;0.717578615591722;0.993514173753544;0.993530502426082;0.993394744245493;0.993729439103547;1;0.993514173753544;0.993530502426082;0.993394744245493;0.993729439103547;1;0.849868399877066;0.943258754235168;0.981638731445944;0.839428661390918;0.795083080497482;2.79546427726746;0.406228303909302;0.305550575256348;25.3971366882324;140109.291430989;140102.12051555
66;3;2;3;0.866052694767547;0.875688278321441;0.958443349306147;NA;NA;0.957136251778138;0.951789135825847;0.958443349306147;NA;NA;0.957136251778138;0.951789135825847;0.958443349306147;NA;NA;0.957136251778138;0.951789135825847;0.958443349306147;NA;NA;2.14761137962341;0.00159025192260742;0.00885128974914551;12.7548940181732;2056.90482690965;2055.66750970037
392;5;4;3;0.992285906358267;0.821807192616851;0.946289045303172;0.742395236181839;0.929361317499368;0.999990424336151;0.999997825384456;0.999997983676595;0.999997789798736;0.999998160574922;0.999990424336151;0.999997825384456;0.999997983676595;0.999997789798736;0.999998160574922;0.868678285767192;0.846106521391036;0.872863491199064;0.96994817402828;0.966426102469719;2.71865606307983;0.11919116973877;0.182625532150269;45.1739315986633;48631.3912229537;48614.0361455157
