N;M;K;P;p_osat1;p_osat2;p_osat3;p_osat4;p_osat5;p_anticlust1;p_anticlust2;p_anticlust3;p_anticlust4;p_anticlust5;p_anticlust_c1;p_anticlust_c2;p_anticlust_c3;p_anticlust_c4;p_anticlust_c5;OSAT_t;ANTICLUST_t;ANTICLUST_t_c;diversity_unconstrained;diversity_constrained
90;3;5;5;0.998855396607881;0.107213103366257;0.936124643941173;NA;NA;0.999958397183442;0.999999999926849;0.999999389483406;NA;NA;0.999958397183442;0.999999999926849;0.999999389483406;NA;NA;2.14285159111023;0.0016636848449707;0.00428438186645508;1517.88506273175;1509.70854411557
375;4;5;3;0.99993344280725;0.998585659124221;0.99046655132157;0.993389974477744;NA;1;0.999999345854373;0.999999352420651;0.99999960108457;NA;1;0.999999345854373;0.999999352420651;0.99999960108457;NA;2.54486894607544;0.11510157585144;0.0649478435516357;25357.6197188623;25342.2008539278
270;2;10;2;0.99999611051165;0.999995629039809;NA;NA;NA;0.99999611051165;0.999995629039809;NA;NA;NA;0.99999611051165;0.999995629039809;NA;NA;NA;2.33711457252502;0.0149075984954834;0.0287346839904785;3072.99321626256;3072.40742982494
135;3;5;5;0.999792069550519;0.349555370630187;0.990452307305998;NA;NA;0.999997684322901;0.999999983020279;0.999999787425807;NA;NA;0.999997684322901;0.999999983020279;0.999999787425807;NA;NA;2.21385550498962;0.00382328033447266;0.00772881507873535;3475.56074520662;3469.7986888572
130;2;10;4;0.999965684628242;0.998831756507017;NA;NA;NA;0.999999999745495;0.999999999831985;NA;NA;NA;0.999999999745495;0.999999999831985;NA;NA;NA;2.12918519973755;0.00242185592651367;0.00699496269226074;1184.3117945176;1180.21201841207
200;2;5;5;0.999790579062519;0.999986729531638;NA;NA;NA;0.999999999924608;0.999999999942893;NA;NA;NA;0.999999999924608;0.999999999942893;NA;NA;NA;2.17718100547791;0.0129039287567139;0.0140321254730225;6140.20796124967;6136.44720214843
420;4;10;3;0.99978897968012;0.999509021171535;0.961708861342649;0.909681056178449;NA;0.999999999999401;0.999999999767643;0.999999999970181;0.999999999971865;NA;0.999999999999401;0.999999999767643;0.999999999970181;0.999999999971865;NA;2.53159213066101;0.0719835758209229;0.072824239730835;15946.3855668785;15925.9508151461
400;3;10;5;0.999464880401853;0.908120256035017;0.986126909246671;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.73287916183472;0.0602447986602783;0.0646445751190186;15295.2131677606;15280.5711564683
298;3;2;3;0.989416897323056;0.958764378695042;0.882691959457269;NA;NA;0.989416897323056;1;0.989582297643051;NA;NA;0.989416897323056;1;0.989582297643051;NA;NA;2.27803993225098;0.0875940322875977;0.043079137802124;34886.8747018773;34887.2489998849
320;4;10;2;0.999980458290347;0.999284666815099;0.998553200151435;0.999980655269345;NA;0.999999437058646;0.999996536840968;0.99999815196612;0.999999442865725;NA;0.999999437058646;0.999996536840968;0.99999815196612;0.999999442865725;NA;2.33693480491638;0.0404903888702393;0.042881965637207;6821.88993155922;6818.1333012042
250;5;2;2;1;0.899185830417725;0.898797325149804;1;1;1;1;1;1;1;1;1;1;1;1;2.23362016677856;0.05330491065979;0.0247676372528076;23688.6023043383;23688.6667994406
390;3;5;3;0.998484849921928;0.998664488777331;0.99957149037271;NA;NA;0.999999668154461;0.999997991203222;0.999999960614832;NA;NA;0.999999668154461;0.999997991203222;0.999999960614832;NA;NA;2.38325572013855;0.105888366699219;0.0638759136199951;23732.9294527716;23732.5150086276
460;4;5;3;0.999717325207241;0.993358960568485;0.980430527009876;0.999394055590575;NA;0.999999895792828;0.999999705566019;0.999995263137561;0.999999697458988;NA;0.999999895792828;0.999999705566019;0.999995263137561;0.999999697458988;NA;2.69727897644043;0.295644760131836;0.0832870006561279;38695.7244772969;38683.9253690893
335;2;5;3;0.999967651503946;0.999999396531434;NA;NA;NA;0.999999933793667;0.999999396531434;NA;NA;NA;0.999999933793667;0.999999396531434;NA;NA;NA;2.30947947502136;0.0756387710571289;0.0451686382293701;13629.514024102;13629.514024102
184;4;2;4;0.70172708517403;0.527545647975669;0.915273753364373;0.862011754379013;NA;0.997577608848183;0.997166141183815;0.997291069225527;0.993310823761003;NA;0.997577608848183;0.997166141183815;0.997291069225527;0.993310823761003;NA;2.31409811973572;0.02142333984375;0.0121035575866699;17588.3058545653;17584.7307906966
430;3;10;4;0.996836239830411;0.965860975617268;0.993378519142226;NA;NA;1;1;0.999999999999999;NA;NA;1;1;0.999999999999999;NA;NA;2.69107508659363;0.0729897022247314;0.0709021091461182;16412.717584752;16393.9779845712
480;3;5;2;0.999862568802047;0.999154961255535;0.999692140615414;NA;NA;0.999862568802047;1;0.999692140615414;NA;NA;0.999862568802047;1;0.999692140615414;NA;NA;2.40526175498962;0.222797632217407;0.104308128356934;25819.1183042786;25819.1183042786
110;4;5;4;0.978372056562936;0.534653735399905;0.506521887455926;0.747118942213944;NA;0.99999988490123;0.999917575027425;0.999996798645146;0.999884877106507;NA;0.99999988490123;0.999917575027425;0.999996798645146;0.999884877106507;NA;2.28768420219421;0.00217652320861816;0.0052955150604248;2416.38284486903;2412.28339711366
350;5;5;4;0.996875984936342;0.545395418814706;0.184332653559657;0.486246052191276;0.751121189872334;0.999999924897578;0.999999647434093;0.999999967408189;0.999999999685511;0.999999991437495;0.999999924897578;0.999999647434093;0.999999967408189;0.999999999685511;0.999999991437495;3.05353116989136;0.0720231533050537;0.0495424270629883;28372.9042751115;28356.0503247276
305;5;5;5;0.999999397015099;0.777593330890047;0.214559136058994;0.71255262665198;0.426592447636757;0.999999990667191;0.999999999724836;0.99999999935121;0.999999999999668;0.999999959956772;0.999999990667191;0.999999999724836;0.99999999935121;0.999999999999668;0.999999959956772;4.09017753601074;0.0475513935089111;0.0326061248779297;23230.6630652267;23219.4800801993
384;4;2;5;0.916398006573967;0.610383452995973;0.994967197147913;0.761322817648177;NA;0.999918275698514;0.999656563214016;0.996211463134656;0.999908693872461;NA;0.999918275698514;0.999656563214016;0.996211463134656;0.999908693872461;NA;2.72785305976868;0.17313551902771;0.0675942897796631;82655.0229949584;82645.0463460701
470;2;5;2;0.999679509775191;0.999856352760188;NA;NA;NA;0.999679509775191;0.999856352760188;NA;NA;NA;0.999679509775191;0.999856352760188;NA;NA;NA;2.53520011901855;0.183695554733276;0.0901360511779785;18822.2284169212;18822.2284169212
