N;M;K;P;p_osat1;p_osat2;p_osat3;p_osat4;p_osat5;p_anticlust1;p_anticlust2;p_anticlust3;p_anticlust4;p_anticlust5;p_anticlust_c1;p_anticlust_c2;p_anticlust_c3;p_anticlust_c4;p_anticlust_c5;OSAT_t;ANTICLUST_t;ANTICLUST_t_c;diversity_unconstrained;diversity_constrained
195;5;5;4;0.999950689339135;0.288464190174378;0.90636714367549;0.908216592277569;0.100178515342184;0.999980294072584;0.999999978116207;0.999999409865427;0.999993384132458;0.999998895677105;0.999980294072584;0.999999978116207;0.999999409865427;0.999993384132458;0.999998895677105;2.99862504005432;0.0101027488708496;0.0143277645111084;8780.76014614043;8774.22278397265
240;4;10;4;0.99999613771567;0.332409416870508;0.844294384228684;0.336883395386068;NA;0.999999999389694;0.999999999997731;0.999999999999511;0.999999999959981;NA;0.999999999389694;0.999999999997731;0.999999999999511;0.999999999959981;NA;2.56878709793091;0.0101776123046875;0.0244836807250977;5852.34724749285;5840.24828062508
56;2;2;4;0.984128598755928;0.568462727313125;NA;NA;NA;0.984128598755928;1;NA;NA;NA;0.984128598755928;1;NA;NA;NA;2.16587233543396;0.000944614410400391;0.00276708602905273;1090.31616826475;1089.58411745718
230;4;5;5;0.999433914552068;0.915077662302149;0.92537545607962;0.748425908946545;NA;0.999999999994184;0.999999999852917;0.999999997801138;0.999999999900607;NA;0.999999999994184;0.999999999852917;0.999999997801138;0.999999999900607;NA;2.70532727241516;0.0177371501922607;0.0245137214660645;11704.4470333394;11691.3260800294
430;2;10;3;0.999999999915838;0.99999999358664;NA;NA;NA;0.999999999988468;0.999999999999345;NA;NA;NA;0.999999999988468;0.999999999999345;NA;NA;NA;2.47291731834412;0.0672457218170166;0.068871021270752;11286.2534495643;11286.2534495643
175;2;5;2;0.993859755850812;0.99898582028036;NA;NA;NA;1;0.99898582028036;NA;NA;NA;1;0.99898582028036;NA;NA;NA;2.29445505142212;0.00742316246032715;0.0117466449737549;2597.77287015203;2597.77287015203
380;4;10;2;0.999776491104188;0.99999812873127;0.999891292443618;0.99916816830367;NA;0.999999739613821;0.99999812873127;0.9999984377699;0.999998403040277;NA;0.999999739613821;0.99999812873127;0.9999984377699;0.999998403040277;NA;2.39734172821045;0.0468080043792725;0.0554788112640381;9635.95172886983;9632.96950884058
120;4;5;4;0.999999086653747;0.899467683975733;0.379281023379114;0.312907925299908;NA;0.999991623910849;0.999993361753095;0.999998115615757;0.999999820859448;NA;0.999991623910849;0.999993361753095;0.999998115615757;0.999999820859448;NA;2.3764443397522;0.00261831283569336;0.00552964210510254;2934.57609759984;2926.92633071098
414;4;2;3;0.89085485101248;0.951325723313167;1;0.804493453406931;NA;1;0.979511120251815;1;0.992688491664068;NA;1;0.979511120251815;1;0.992688491664068;NA;2.50507307052612;0.272570610046387;0.0890140533447266;78238.9919845523;78236.6893118609
395;5;5;2;0.992047162651781;0.993164036053485;0.995192579679315;0.945073974001198;0.995204486387425;0.99954708086014;0.999796906354245;1;0.999797526665929;1;0.99954708086014;0.999796906354245;1;0.999797526665929;1;2.44787001609802;0.0952739715576172;0.0616700649261475;23700.4122810893;23697.2587113374
392;4;2;4;0.936704497307055;0.810504682070392;0.448203507270969;0.951291282289424;NA;1;0.999272302271404;1;0.999240932424692;NA;1;0.999272302271404;1;0.999240932424692;NA;2.83234715461731;0.185613870620728;0.0708105564117432;79436.3455903853;79424.1024252473
90;5;10;3;0.999992960616202;0.488758931870444;0.714028365327399;0.775089951622758;0.284137959629284;0.999999348724283;0.999998853604069;0.999999790574247;0.999999974293514;0.999997520415561;0.999999348724283;0.999998853604069;0.999999790574247;0.999999974293514;0.999997520415561;2.44504737854004;0.00149178504943848;0.0110208988189697;784.677254000955;774.257546499978
280;3;10;5;0.999996840308417;0.847264552342909;0.783035870487568;NA;NA;1;1;1;NA;NA;1;1;1;NA;NA;2.44887685775757;0.0219748020172119;0.0331683158874512;7418.83699573644;7409.71688775552
420;5;10;2;0.996223085196667;0.996845123637477;0.998855657702251;0.981251740241686;0.99971354796857;0.999999987010476;0.999999433724893;0.999998795684603;0.999999442747947;0.999999987010476;0.999999987010476;0.999999433724893;0.999998795684603;0.999999442747947;0.999999987010476;2.58139181137085;0.0665326118469238;0.067115306854248;13373.1418348366;13359.7558046835
440;3;2;5;0.998489757402036;0.983322105061649;0.966307047416842;NA;NA;0.999411190343488;0.999745317088406;0.999723778393638;NA;NA;0.999411190343488;0.999745317088406;0.999723778393638;NA;NA;2.54278898239136;0.293536186218262;0.0847673416137695;92092.603775814;92084.8162130294
430;5;5;4;0.999991479526142;0.242824723420379;0.736998873058048;0.155175914851977;0.0873075300838126;0.999999999690453;0.999999999774983;0.999999999183363;0.999999984615593;0.999999995091874;0.999999999690453;0.999999999774983;0.999999999183363;0.999999984615593;0.999999995091874;3.42390608787537;0.143503189086914;0.0713362693786621;43099.4369489629;43081.0907793619
265;2;5;4;0.999999966119313;0.999998016787812;NA;NA;NA;0.999999966119313;0.999999996661371;NA;NA;NA;0.999999966119313;0.999999996661371;NA;NA;NA;2.29644632339478;0.0317580699920654;0.0333287715911865;9851.54501313261;9850.52043358516
430;5;5;5;0.999999998849488;0.460084941404097;0.287541581223869;0.734445722931026;0.638393393507803;0.999999999497791;0.999999999999988;0.999999999997449;0.999999999952386;0.999999997500031;0.999999999497791;0.999999999999988;0.999999999997449;0.999999999952386;0.999999997500031;4.62286591529846;0.146486282348633;0.0769658088684082;45855.2495059762;45839.1697393005
350;4;10;2;0.997715744158661;0.999998729714613;0.999524221936622;0.999950429075587;NA;0.999997762063258;0.999998729714613;0.999997762063258;0.999999970871773;NA;0.999997762063258;0.999998729714613;0.999997762063258;0.999999970871773;NA;2.41401624679565;0.038611888885498;0.0437536239624023;8172.09252559025;8169.90050191375
444;3;2;3;0.973056367865605;1;0.876744777419763;NA;NA;1;1;0.993031387184389;NA;NA;1;1;0.993031387184389;NA;NA;2.72462010383606;0.300600290298462;0.0923032760620117;76676.3214796282;76676.5142322626
150;2;10;3;0.999967051804485;0.999995852855599;NA;NA;NA;0.999999992581132;0.999999999999533;NA;NA;NA;0.999999992581132;0.999999999999533;NA;NA;NA;2.19168376922607;0.00327873229980469;0.0154027938842773;1372.70104267289;1369.33671716328
290;2;5;2;0.995621870996069;0.999625155627255;NA;NA;NA;0.999625862424689;0.999625155627255;NA;NA;NA;0.999625862424689;0.999625155627255;NA;NA;NA;2.30559062957764;0.0433249473571777;0.0303499698638916;7164.33376235774;7164.33376235774
430;2;10;3;0.999999999505719;0.999999993487251;NA;NA;NA;0.999999999999291;0.999999999999229;NA;NA;NA;0.999999999999291;0.999999999999229;NA;NA;NA;2.52770400047302;0.0715301036834717;0.068718433380127;11261.3264592488;11260.644296494
230;3;10;3;0.990116366574176;0.999998143679805;0.999937041908299;NA;NA;0.999999994131926;0.999999999977193;0.999999999862017;NA;NA;0.999999994131926;0.999999999977193;0.999999999862017;NA;NA;2.36627697944641;0.0116450786590576;0.023878812789917;4125.48333008885;4111.14339246827
260;2;5;4;0.999998979473958;0.999999818488792;NA;NA;NA;0.999999968833513;0.999999981735163;NA;NA;NA;0.999999968833513;0.999999981735163;NA;NA;NA;2.38515996932983;0.0295329093933105;0.0370645523071289;9446.40434146957;9446.40434146957
220;2;10;2;1;0.999898958575965;NA;NA;NA;1;0.999996947785003;NA;NA;NA;1;0.999996947785003;NA;NA;NA;2.31173229217529;0.00875711441040039;0.019296407699585;2044.87128317436;2044.87128317436
310;2;2;3;0.990396562022801;0.990297170243413;NA;NA;NA;0.990396562022801;0.990297170243413;NA;NA;NA;0.990396562022801;0.990297170243413;NA;NA;NA;2.41548275947571;0.0931742191314697;0.037630558013916;29186.5290761085;29186.5290761085
200;4;10;2;0.990080135558815;0.999631676877861;0.990985128282906;0.965070957345742;NA;0.99997429023883;0.999969237174192;0.999985345646863;0.999999650467654;NA;0.99997429023883;0.999969237174192;0.999985345646863;0.999999650467654;NA;2.1518862247467;0.00670719146728516;0.0143780708312988;2659.09566038042;2652.52080226571
124;4;2;4;0.942642063295909;0.847551869648313;0.676299696337378;0.515770669555852;NA;0.996835624603354;0.996228396868922;0.976211226169425;0.995614232160993;NA;0.996835624603354;0.996228396868922;0.976211226169425;0.995614232160993;NA;2.27829909324646;0.00663113594055176;0.0068361759185791;7904.45025928803;7899.85233990706
120;4;5;5;0.99999999998867;0.929184166822942;0.21395718575998;0.220602176439768;NA;0.999999708455669;0.999999937342236;0.999999637400597;0.999999983970493;NA;0.999999708455669;0.999999937342236;0.999999637400597;0.999999983970493;NA;2.53474712371826;0.00283360481262207;0.00630593299865723;3146.76308225929;3141.95804268219
370;5;10;2;0.999975439583837;0.99998155811922;0.994381715392018;0.996575190941576;0.998902174284332;0.999998246668825;0.999999007668081;0.999997875520521;0.999997875520521;0.999999977270342;0.999998246668825;0.999999007668081;0.999997875520521;0.999997875520521;0.999999977270342;2.48054146766663;0.148600816726685;0.0514004230499268;10363.0022520593;10351.0363275769
100;4;2;4;0.678327501995801;0.832353697385925;0.741312455151306;0.665451307606407;NA;0.981854965738866;0.994137686202954;0.969635418258809;0.975408672145747;NA;0.981854965738866;0.994137686202954;0.969635418258809;0.975408672145747;NA;2.24372220039368;0.00980734825134277;0.00557327270507812;5084.61634316293;5081.57896521722
240;4;2;5;0.986236060146582;0.661201343571475;0.649567052486512;0.535355392482276;NA;0.999161849951942;0.999105380445153;0.999249736068553;1;NA;0.999161849951942;0.999105380445153;0.999249736068553;1;NA;2.55298113822937;0.0430772304534912;0.0234179496765137;32149.406933682;32134.5574591944
455;4;5;4;0.999874892533489;0.572130049923924;0.980897953802424;0.961955844250123;NA;0.999999997452349;0.999999999344176;0.999999999996832;0.99999999995535;NA;0.999999997452349;0.999999999344176;0.999999999996832;0.99999999995535;NA;2.80659651756287;0.177342176437378;0.0923104286193848;42749.384058602;42732.3432648541
165;3;5;4;0.930625861242519;0.96683313416665;0.935783781394415;NA;NA;0.999996300987826;0.999998431707825;0.999999876315384;NA;NA;0.999996300987826;0.999998431707825;0.999999876315384;NA;NA;2.33936476707458;0.00653505325317383;0.00977206230163574;4813.32192276521;4803.7067845145
260;4;10;3;0.796842303013738;0.919704372495106;0.620900093475904;0.959806015049359;NA;0.999999999952345;0.999999999984956;0.999999999878712;0.999999999803934;NA;0.999999999952345;0.999999999984956;0.999999999878712;0.999999999803934;NA;2.29653358459473;0.0142471790313721;0.0257840156555176;6078.16088898156;6063.8184353824
210;2;10;3;0.999999997265766;0.999999555235228;NA;NA;NA;0.999999999863604;0.999999999397396;NA;NA;NA;0.999999999863604;0.999999999397396;NA;NA;NA;2.1212797164917;0.00746726989746094;0.0189127922058105;2710.19641044475;2708.14652239199
350;3;10;2;0.999997285005865;0.999950290449806;0.99984395947406;NA;NA;0.999997285005865;0.999999970786776;0.999997723173703;NA;NA;0.999997285005865;0.999999970786776;0.999997723173703;NA;NA;2.33211994171143;0.0378615856170654;0.0424456596374512;6845.73949849983;6845.15371206221
450;2;5;4;0.999999967294;0.999999978993355;NA;NA;NA;0.999999999245553;0.999999999835186;NA;NA;NA;0.999999999245553;0.999999999835186;NA;NA;NA;2.54198575019836;0.164086580276489;0.0860335826873779;28434.3704588757;28434.1777062413
55;2;5;2;1;0.947155514118137;NA;NA;NA;1;1;NA;NA;NA;1;1;NA;NA;NA;1.96885395050049;0.000900506973266602;0.00255179405212402;254.308657865101;253.480230740355
250;5;10;2;0.998740958556383;0.987004027150265;0.999471126441422;0.99808917830039;0.936589939093361;0.999998324349401;1;0.999994337309702;0.999989939399113;0.999990270713557;0.999998324349401;1;0.999994337309702;0.999989939399113;0.999990270713557;2.23769211769104;0.012723445892334;0.0241434574127197;4712.89261524569;4694.62413745427
380;5;10;5;1;0.245652042836757;0.704744491651929;0.246443137333063;0.659826472367167;0.999999999999989;1;0.999999999999996;1;0.999999999999943;0.999999999999989;1;0.999999999999996;1;0.999999999999943;4.91171813011169;0.0460934638977051;0.0537548065185547;17817.6267939148;17804.6854169293
90;4;5;2;0.959271136405731;0.991793502404284;0.884989571905216;0.95756596156384;NA;0.996143948151766;0.991793502404284;0.991832274572353;0.995968951325762;NA;0.996143948151766;0.991793502404284;0.991832274572353;0.995968951325762;NA;2.10655570030212;0.0016472339630127;0.00424027442932129;1068.1814203169;1061.21352839892
480;4;10;3;0.98980524596744;0.992463645080775;0.975219807537896;0.996194147899899;NA;0.999999999989556;0.999999999980937;0.999999999999928;0.999999999999786;NA;0.999999999989556;0.999999999980937;0.999999999999928;0.999999999999786;NA;2.68160820007324;0.109320640563965;0.0883338451385498;21079.6594103104;21056.4821649345
130;2;5;4;0.99942069626743;0.99976466283562;NA;NA;NA;0.999999896552908;0.999999927674585;NA;NA;NA;0.999999896552908;0.999999927674585;NA;NA;NA;2.12562251091003;0.00343537330627441;0.00681042671203613;2386.78763337589;2384.83752142865
166;4;2;2;1;0.755936424319512;1;1;NA;1;1;1;1;NA;1;1;1;1;NA;2.14366102218628;0.0160517692565918;0.010894775390625;9100.17198897302;9100.17198897302
260;5;5;4;0.998604531525498;0.301227770384557;0.753029539399505;0.613165926515533;0.818024225670413;0.999999983049776;0.999999476538862;0.999999802720757;0.999999999899043;0.999999997921293;0.999999983049776;0.999999476538862;0.999999802720757;0.999999999899043;0.999999997921293;3.18203616142273;0.0246286392211914;0.0263233184814453;15892.390042664;15874.4988348298
115;3;5;5;0.991992852292293;0.123562875869027;0.874491677239898;NA;NA;0.999999344187141;0.999999662740125;0.999999996810215;NA;NA;0.999999344187141;0.999999662740125;0.999999996810215;NA;NA;2.16339254379272;0.00247073173522949;0.00549912452697754;2516.22899664841;2511.46224588303
210;2;10;3;0.999999998749066;0.999989169452185;NA;NA;NA;0.999999987232552;0.999999999863604;NA;NA;NA;0.999999987232552;0.999999999863604;NA;NA;NA;2.15163230895996;0.0131690502166748;0.0150513648986816;2674.99351051647;2670.90053398765
250;2;2;5;0.99024575650292;0.998245331070777;NA;NA;NA;0.999827711008955;0.999793883616667;NA;NA;NA;0.999827711008955;0.999793883616667;NA;NA;NA;2.23552560806274;0.0547974109649658;0.0399315357208252;23926.6474418711;23926.2578078562
290;2;2;3;0.968212313448883;0.967457918296418;NA;NA;NA;0.989968988137471;0.990220596060594;NA;NA;NA;0.989968988137471;0.990220596060594;NA;NA;NA;2.27181577682495;0.0716471672058105;0.0362401008605957;25295.3849944542;25295.3849944542
356;4;2;4;0.344654176188988;0.762253018597469;0.778351378378818;0.988309792232094;NA;0.999123347272153;0.995311495419771;0.999080611354024;0.99747153490064;NA;0.999123347272153;0.995311495419771;0.999080611354024;0.99747153490064;NA;2.81276512145996;0.140534400939941;0.0600035190582275;65858.1505514072;65851.4984953605
255;2;5;2;0.999517334597423;0.999510199663966;NA;NA;NA;0.999517334597423;0.999510199663966;NA;NA;NA;0.999517334597423;0.999510199663966;NA;NA;NA;2.31338167190552;0.0302460193634033;0.0268678665161133;5528.29804898306;5528.29804898306
370;5;5;5;0.999995703302664;0.731325596012622;0.558840654894839;0.927660663794432;0.0287787552591427;0.99999999999997;0.999999999997419;0.999999999328607;0.999999985647724;0.999999999829165;0.99999999999997;0.999999999997419;0.999999999328607;0.999999985647724;0.999999999829165;4.47795462608337;0.0811021327972412;0.0571236610412598;33977.4184359682;33962.7128576435
270;2;5;2;0.99496125832986;0.999565804622723;NA;NA;NA;0.999567929227373;0.999565804622723;NA;NA;NA;0.999567929227373;0.999565804622723;NA;NA;NA;2.28144598007202;0.0293402671813965;0.0304093360900879;6201.79761570717;6201.79761570717
242;4;2;3;0.865359235246094;0.624300788030684;0.844236429509682;0.84793445682021;NA;1;0.987700406570366;0.987961564793744;0.987482561596791;NA;1;0.987700406570366;0.987961564793744;0.987482561596791;NA;2.30926084518433;0.0477645397186279;0.0209202766418457;26639.5526253795;26636.5439704877
470;5;10;4;0.999999625723199;0.277172674007006;0.289954395510085;0.996005375972489;0.81230889654521;0.999999999999999;0.999999999999989;0.999999999999996;1;1;0.999999999999999;0.999999999999989;0.999999999999996;1;1;3.49107670783997;0.0951213836669922;0.0821478366851807;25684.8179359016;25658.0786693862
245;3;5;3;0.999109334829529;0.999813377540736;0.999567819156232;NA;NA;0.999999778205882;0.999977363299289;0.999997798296992;NA;NA;0.999999778205882;0.999977363299289;0.999997798296992;NA;NA;2.21961784362793;0.0255815982818604;0.0239784717559814;9351.91062133601;9345.38813416065
338;5;2;5;0.988441525326288;0.720268104413179;0.489846234778086;0.205930205172466;0.976284715152806;0.999086382433997;0.999888932313383;0.998354781266048;0.999559344271585;0.997404968779816;0.999086382433997;0.999888932313383;0.998354781266048;0.999559344271585;0.997404968779816;4.07109761238098;0.109455347061157;0.0519685745239258;71029.7903128376;71020.214243042
490;3;5;5;0.999808872222787;0.999594265859276;0.991140602011254;NA;NA;0.99999999999881;0.999999999997553;0.999999999839708;NA;NA;0.99999999999881;0.999999999997553;0.999999999839708;NA;NA;3.08539009094238;0.229588270187378;0.095876932144165;46294.0832925721;46271.7478551029
278;3;2;5;0.996217150694596;0.804149115457348;0.869898206303394;NA;NA;0.999817308167974;0.999210648746369;1;NA;NA;0.999817308167974;0.999210648746369;1;NA;NA;2.39607834815979;0.076514720916748;0.0326821804046631;36717.8127792431;36710.8696151251
350;4;10;3;0.999451749087081;0.898208069977906;0.992815112694695;0.991963275853608;NA;0.999999999976612;0.999999999991259;0.99999999997883;0.999999999851168;NA;0.999999999976612;0.999999999991259;0.99999999997883;0.999999999851168;NA;2.52680492401123;0.038837194442749;0.044933557510376;11094.2601015785;11076.734771819
195;4;5;2;0.951533993375598;0.951624435700782;0.999180732432957;0.970174462836568;NA;0.999179029235591;0.999180732432957;0.999180732432957;0.998182333301718;NA;0.999179029235591;0.999180732432957;0.999180732432957;0.998182333301718;NA;2.1980140209198;0.0119264125823975;0.013404369354248;5069.92745428846;5069.58843728417
205;4;5;2;0.97268827707948;0.995534285190352;0.964637848894189;0.99827568573751;NA;0.99834590165574;1;1;0.99827568573751;NA;0.99834590165574;1;1;0.99827568573751;NA;2.28508186340332;0.0133328437805176;0.0205676555633545;5589.25509899412;5588.28380728778
74;5;2;3;0.963640444301286;0.0814792080358587;0.870261934106869;0.555418059721808;0.0803621390367471;0.963640444301286;0.963640444301286;0.961788180683177;1;1;0.963640444301286;0.963640444301286;0.961788180683177;1;1;2.22578001022339;0.00157403945922852;0.00328993797302246;2767.3722160358;2765.28445008618
400;3;10;3;0.999993540036596;0.999984065000149;0.999997083089824;NA;NA;0.999999999992985;0.999999999998464;1;NA;NA;0.999999999992985;0.999999999998464;1;NA;NA;2.47367572784424;0.0613622665405273;0.0621509552001953;12356.5770426316;12344.9410406341
170;5;10;3;0.999319357686908;0.548733703129398;0.288066659670742;0.879251462039329;0.640186921969878;0.999999780348824;0.999999999963486;0.999999999821371;0.999999865408817;0.999999993497909;0.999999780348824;0.999999999963486;0.999999999821371;0.999999865408817;0.999999993497909;2.51004552841187;0.00440478324890137;0.0156817436218262;2923.92284443292;2911.98450903433
485;4;5;2;0.998386488182212;0.999697993804639;0.999696457636232;0.99969870669543;NA;0.999864613522448;0.999697993804639;0.999696457636232;0.99969870669543;NA;0.999864613522448;0.999697993804639;0.999696457636232;0.99969870669543;NA;2.67298483848572;0.220941066741943;0.100898742675781;31406.0399978896;31405.2183703415
360;4;10;5;0.9999999998608;0.9631597718807;0.594855832648435;0.606233098636023;NA;1;1;1;1;NA;1;1;1;1;NA;2.88446474075317;0.0433585643768311;0.0504677295684814;14394.5010291523;14377.6757118527
110;5;10;2;0.925101440064416;0.717767573096975;0.987468827829707;0.717767573096975;0.883171378424168;0.999678653677435;0.999994891515621;0.999815084027594;0.999994891515621;1;0.999678653677435;0.999994891515621;0.999815084027594;0.999994891515621;1;2.12956380844116;0.00183844566345215;0.00603604316711426;892.017318299927;885.433439797662
145;5;5;2;0.991298859075906;0.776171616957455;0.845197114371118;0.955283429304661;0.955889174131567;1;0.998509411153248;1;0.998509411153248;0.998531608655822;1;0.998509411153248;1;0.998509411153248;0.998531608655822;2.13020348548889;0.00478553771972656;0.00858235359191895;3175.32109188284;3167.26072924133
480;2;10;2;0.999999992837779;0.999999442566422;NA;NA;NA;0.999999992837779;0.999999442566422;NA;NA;NA;0.999999992837779;0.999999442566422;NA;NA;NA;2.47569966316223;0.112125158309937;0.19855260848999;9817.69241894739;9817.69241894739
434;3;2;3;0.916587917670056;0.99302594950501;0.950569630791474;NA;NA;1;0.99302594950501;0.992853162389136;NA;NA;1;0.99302594950501;0.992853162389136;NA;NA;2.38665986061096;0.269391059875488;0.0855729579925537;73764.3213340072;73763.9297618341
378;4;2;4;0.666959670062451;0.619873784290131;0.88059974699324;0.821405944777656;NA;1;0.995744723761764;0.999086314219962;0.995923144748774;NA;1;0.995744723761764;0.999086314219962;0.995923144748774;NA;2.57073616981506;0.151551485061646;0.0650386810302734;74203.3813779815;74196.4967555064
150;3;5;3;0.993041578700345;0.999456381053004;0.994059957831442;NA;NA;0.999883325890636;0.999847953426055;0.999901486619678;NA;NA;0.999883325890636;0.999847953426055;0.999901486619678;NA;NA;2.12897777557373;0.00512075424194336;0.00858521461486816;3469.77286040695;3463.60100377061
330;4;2;3;0.816079829404753;0.891501209615173;0.933959251188524;0.832376985284595;NA;0.990687314321898;1;0.990990327492433;0.974119126625252;NA;0.990687314321898;1;0.990990327492433;0.974119126625252;NA;2.42001628875732;0.142531156539917;0.0481293201446533;49701.2425059219;49696.8556070671
