ID;N;K;M;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
347822027567606;318;2;2;2;2;4;10;1;2;0.5;0.5;1;0.733714693924202;0.0107450114093283;0.129783938651026;0.00705209016412704;5.01589226584506e-47;0.839744930887113;-0.10064684747952;0;0.981306762925316;0.0924494535723716;1;1.03454797136409e-67
733735780847509;244;2;3;2;3;5;10;1;2;0.5;0.5;1;0.566322135172021;0.797993433341708;0.952394540250448;0.783519396713236;1.18362293564811e-25;0.564811424877516;-0.0411512180385262;0.00823024360770524;0.913557040455282;0.607082765012431;1;2.10275289774776e-45
161694185778608;366;2;2;2;2;5;10;1;2;0.5;0.5;1;0.554963392194486;0.00552194088425965;0.110849264578988;0.00491350161905787;1.86071620432578e-42;0.0324236866365391;-0.0765038744728955;0;-0.994550368147641;0.174126923197705;1;7.46851513304768e-80
815385617228762;188;2;3;2;3;3;10;1;2;0.5;0.5;1;0.204174016517206;0.107967370444544;0.285605352581481;0.114698570792546;5.69817674625005e-30;0.720965222149498;0.0213980246255456;0;0.898717034272917;0.883370818833924;1;4.17813199358581e-34
269098736208714;344;2;5;2;5;5;10;1;2;0.5;0.5;1;0.624717199992708;0.364139413006299;0.525841068650238;0.295724574196272;6.57944580088107e-41;0.736075533410258;-0.0991207307220923;-0.0058306312189466;0.92707036381251;0.0835814067694176;1;1.87225293881501e-65
215100197452328;336;2;5;2;5;4;10;1;2;0.5;0.5;1;0.0759208777944453;0.178653896060091;0.317837622496652;0.192238476622174;1.05573149420207e-35;0.262339843848798;0.0655331015607949;0.00595755468734499;-0.959166304662544;0.274816481379177;1;2.31671181318829e-68
576617651398936;108;2;1;2;1;5;10;1;2;0.5;0.5;1;0.529997391575731;0.376929693484712;0.628757366137525;0.241646257311076;1.20865249673841e-17;0.0890941676545555;-0.168084885625459;-0.0186760984028288;0.877776624932954;0.120494424760386;1;4.33644167248096e-19
773015008785787;236;2;3;2;3;2;10;1;2;0.5;0.5;1;0.0419876035833435;0.0227469649103134;0.0988410927115547;0.0229370340788754;8.49629533787747e-36;0.0448011298873957;0.0343959580245055;0;0.842700971600384;0.69188332147771;1;1.37390719320142e-37
871729572785116;382;2;1;2;1;3;10;1;2;0.5;0.5;1;0.0732472596113358;0.00613855834587815;0.0642747609948838;0.00605781857747726;6.82381271682325e-59;0.0368651507458593;0.00523675059892311;0.00523675059892311;-0.979272361998621;1;1;8.36529617469386e-81
911429288275673;198;2;1;2;1;5;10;1;2;0.5;0.5;1;0.584600174435471;0.282211670747241;0.912275741267487;0.266071069111961;1.9348924065299e-30;0.188196581237789;-0.0404556697031367;0;-0.950708238023714;0.669418441822451;1;5.48514176761361e-40
437220988939567;316;2;1;2;1;4;10;1;2;0.5;0.5;1;0.829318985458659;0.0749167046698121;0.368355261311778;0.0771963206482166;1.70570031576242e-45;0.211780916827254;-0.0570546623638074;-0.00633940692931193;-0.944571632467478;0.367304411350146;1;1.88252482733125e-62
514184809397442;182;2;5;2;5;5;10;1;2;0.5;0.5;1;0.21943280697309;0.203010877273112;0.537672142505325;0.210550474223207;2.19797236768644e-18;0.506169105835187;0.0549982125871359;-0.0109996425174272;-0.956968899016165;0.552797635811455;1;2.67858177340761e-37
954761685153125;212;2;3;2;3;5;10;1;2;0.5;0.5;1;0.992258653089934;0.846622712931629;0.834249636762983;0.855002295942336;2.54867135323866e-30;0.372923522609562;-0.018881372801234;0;0.962950012862935;0.890668418126361;1;7.9969431015909e-44
955190801375552;118;2;1;2;1;3;10;1;2;0.5;0.5;1;0.574436054143626;0.544781750633221;0.77105583662632;0.528766139263733;8.28107717097274e-22;0.700093986105719;0.0339031751810405;0;-0.983192080250175;0.85390254887923;1;9.00626807289207e-26
