ID;N;K;M;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
88749048750285;304;2;3;2;3;5;2;1;2;0;0.5;0;0.0251301132275501;0.0346457719602412;0.0342284624275269;0.0332280969412712;3.20223892353793e-08;0.898757380434427;NA;NA;NA;0.491287746004951;1;2.37135594820356e-66
976027819413195;262;2;4;2;4;4;2;1;2;0;0.5;0;0.535772973957143;0.444136380712629;0.419658948435632;0.414904639442799;0.000265405960047462;0.339407795329867;NA;NA;NA;0.385400716611073;1;2.82316316563964e-49
52591907971149;300;2;4;2;4;2;2;1;2;0;0.5;0;0.952110379584958;0.929210994372943;0.940674062007883;0.95563205639036;0.000792229064255787;0.0883289065715983;NA;NA;NA;0.643983057086437;1;3.76409565696507e-62
105409445123680;236;2;1;2;1;4;2;1;2;0;0.5;0;0.935750636533096;0.862819251658149;0.841536968249515;0.85769751585879;0.000419565700444356;0.323402120721135;NA;NA;NA;0.794391822412758;1;3.05484422171048e-48
215170826129290;344;2;5;2;5;4;2;1;2;0;0.5;0;0.112924080864897;0.217261612395714;0.230518645531135;0.213029419487759;0.0112485073035236;0.261336595423915;NA;NA;NA;0.104922752030652;1;3.30621143076477e-66
719847267869313;76;2;4;2;4;3;2;1;2;0;0.5;0;0.755932953771005;0.706308008867438;0.756324478861492;0.705075768707508;0.0966704746849621;0.974148311474187;NA;NA;NA;1;1;1.43458732129301e-16
545569478229355;342;2;4;2;4;3;2;1;2;0;0.5;0;0.702262626318614;0.624334180071791;0.596983324827865;0.604683436482033;0.00523201326145369;0.775649425509013;NA;NA;NA;0.516297471842823;1;4.19893995944943e-72
113471748831438;106;2;1;2;1;4;2;1;2;0;0.5;0;0.103202131327447;0.129591632935876;0.145073604897977;0.139746537535698;0.600739188797595;0.422127378455538;NA;NA;NA;0.558290700914083;1;4.68698684932069e-20
43202771745014;322;2;1;2;1;4;2;1;2;0;0.5;0;0.125042340007742;0.171079464615374;0.16570004461443;0.158993789919017;0.0104823154693916;0.293653888499684;NA;NA;NA;0.503368722688976;1;4.00975715660362e-66
750832170794721;156;2;3;2;3;3;2;1;2;0;0.5;0;0.237752466657831;0.445629549149956;0.392950200014198;0.387685473479268;0.115765420025812;0.582964477624851;NA;NA;NA;0.146183439374339;1;2.83318981285108e-27
568492764285474;98;2;3;2;3;3;2;1;2;0;0.5;0;0.334984005084543;0.34608220407411;0.361342132881513;0.343034550856874;0.381602952333223;0.516605840078931;NA;NA;NA;1;1;4.7005009676236e-19
984355227414038;308;2;4;2;4;5;2;1;2;0;0.5;0;0.686723285988171;0.876680747529645;0.855289183924566;0.853651626317011;0.00121275667233629;0.0285188059397414;NA;NA;NA;0.304895666514878;1;1.04516490494272e-64
156863977581172;170;2;3;2;3;4;2;1;2;0;0.5;0;0.939222192065061;0.973672395681876;0.897891685461194;0.897191658845087;0.00577410722629679;0.890602797167057;NA;NA;NA;0.441549622107358;1;2.11328219401316e-32
