ID;N;K;scale_batch_effect;covariate_effect;SD_residual;treatment_effect;interaction_effect;prob_treatment;p_treatment_rnd_no_control;p_treatment_rnd_control;p_interaction_rnd_no_control;p_interaction_rnd_control;p_treatment_anticlust_no_control;p_treatment_anticlust_control;p_interaction_anticlust_no_control;p_interaction_anticlust_control;p_treatment_confound_no_control;p_treatment_confound_control;p_interaction_confound_no_control;p_interaction_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
709017538260541;285;5;10;1;2;1.5;0;0.5;4.31992358129083e-05;2.90153080835699e-11;0.206665336470908;0.477151075916774;6.55828072896394e-05;1.64302280872262e-11;0.683626656499834;0.498922936716873;7.23129391384858e-60;0.00545455404846091;0.413799207869896;0.530429844687504;-0.00996270962773436;0;0.851811673171287;0.713407368389239;1;1.85022277637207e-50
875595766450121;240;5;10;1;2;1.5;0;0.5;2.10990856446998e-06;4.12845147340498e-11;0.0309774049449898;0.418224739225855;6.25235249949099e-05;1.13216930936804e-11;0.481403732065157;0.258933885683759;1.22920967190952e-08;0.0142996923416843;0.321766870155375;0.222232585380291;0.0825215831638031;-0.011788797594829;0.123782374745705;0.462502031229663;0.998789408058471;1.37932788432391e-40
106107090479218;150;5;10;1;2;1.5;0;0.5;0.0213627882319103;0.00111373883302873;0.428870425121207;0.702714374836249;0.0429988637392793;0.000584869196172523;0.732552296109964;0.79212061791016;0.00373598130079487;0.0123996436249222;0.77081402931366;0.627122173976195;0.0377964473009227;0;0.0944911182523068;0.480598752075873;1;1.09895952131456e-25
191914852872768;285;5;10;1;2;1.5;0;0.5;0.016572956395603;5.57002630230345e-09;0.874687620454631;0.985816062018095;0.000267340454343408;5.48342875045941e-09;0.961355782428959;0.929151026349279;3.62699530704573e-38;0.06686348334265;0.397709000789984;0.989006708179451;-0.0846326452593836;0.0049783908976108;0.68203955297268;0.0782452937955245;0.999608289782675;4.17242287404736e-50
888997530248054;275;5;10;1;2;1.5;0;0.5;0.00109899632428614;5.59252166172545e-09;0.567217872094458;0.486528353085503;0.000606643337741022;7.30125761639666e-09;0.83323375316684;0.50318030249508;9.55576423539222e-41;0.0883868352549255;0.380752879840315;0.452416296094146;-0.0051434449987364;0;0.720082299823095;0.990387386278639;1;1.51006822542611e-46
872757439850375;120;5;10;1;2;1.5;0;0.5;0.000340067180320157;4.20223123607051e-06;0.38817314116385;0.495575465147052;0.0126335691197694;1.51962521217734e-06;0.636475074186912;0.544655273897083;0.0036466058164878;0.0468243398428095;0.241332821916932;0.456252080535405;0.0947558739358269;-0.0236889684839567;0;0.382829042344227;0.997831921419477;4.03372384628911e-21
691534031656442;180;5;10;1;2;1.5;0;0.5;0.0554721339736241;3.1600149536006e-05;0.451737433733739;0.763042302698967;0.0113903669146206;2.83597044214378e-05;0.819074457082911;0.82328797923421;1.46708162063925e-24;0.00217295565942649;0.58240295638941;0.85740093901367;-0.0472455591261534;0.0157485197087178;0.661437827766148;0.943867898487689;0.999032674521029;5.85971948520982e-31
611494033277606;135;5;10;1;2;1.5;0;0.5;0.0401489790101442;3.72181198665446e-05;0.148633731070667;0.706996308599018;0.0110891894881424;4.5338468551572e-05;0.946522146715469;0.924089091681556;0.0675485361656203;0.305539407768718;0.717269033391685;0.860619360631257;-0.0314278302821292;0.0209518868547528;-0.419037737095056;0.743913567649334;0.996275474587511;1.90932480750064e-22
318057329923274;85;5;10;1;2;1.5;0;0.5;0.045819158297464;0.000396317141397336;0.568362869055673;0.427109205803376;0.00738163284779793;0.000139465941801417;0.774334841686777;0.868406551827903;0.0837973818428855;0.52047873162827;0.163404979904367;0.859558339010011;-0.0834725704117722;0;-0.116861598576481;0.476946641572166;0.99578404633445;1.54897050269954e-14
471648160362826;165;5;10;1;2;1.5;0;0.5;0.274293125517689;0.000482282693035258;0.770807287162605;0.978696593317138;0.0590437943641059;0.000818496678680105;0.80232232513764;0.991128600639586;2.92619064887654e-21;0.196921344209529;0.459200381567881;0.948277393738456;-0.0774596669241483;0;0.645497224367903;0.743933300661782;1;5.62791758637649e-29
