ID;N;K;M;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
834965263098736;330;10;4;10;4;2;2;1;2;0;0.5;1;0.51953582843524;0.516143897313356;0.734610473104068;0.581283901395378;0.146361017031008;0.270336038206187;NA;NA;NA;0.57452424169933;0.99999648061771;9.73898623674931e-60
37760600978434;90;10;4;10;4;5;2;1;2;0;0.5;1;0.308110537145188;0.560607838711049;0.354959457806079;0.624132998401396;0.477030170099725;0.558651486165705;NA;NA;NA;0.761817488501227;0.99998798142293;1.00394124730986e-13
827397314132646;40;10;1;10;1;3;2;1;2;0;0.5;1;0.932207967287543;0.736378306842659;0.930509048574101;0.70017064325535;0.945287544102893;0.929283055192623;NA;NA;NA;0.567019468587346;0.996189778665081;4.03064329881636e-05
999319822356814;370;10;5;10;5;5;2;1;2;0;0.5;1;0.185620503316427;0.14370357068961;0.244039279636553;0.177251476648728;0.447091518280076;0.977632091679968;NA;NA;NA;0.276373399918442;0.999999976545285;2.10372974374709e-66
872573145766918;50;10;3;10;3;5;2;1;2;0;0.5;1;0.514885586339012;0.7908832439103;0.958005977339039;0.68089133884985;0.927368864459535;0.636886779336567;NA;NA;NA;0.0982242269483676;0.992626391595047;4.28544872814092e-07
171521526213209;360;10;4;10;4;3;2;1;2;0;0.5;1;0.573140564483876;0.282439705532553;0.642704390127925;0.259676270702582;0.636061179887405;0.403848003242782;NA;NA;NA;0.194743790610301;0.999997969279776;9.72448552302731e-65
825849778270791;110;10;2;10;2;5;2;1;2;0;0.5;1;0.117934272061186;0.5925872715425;0.121159731761324;0.228705328111284;0.0264123769182944;0.278350101059277;NA;NA;NA;0.0246804722078786;0.999678653677435;8.07562501237567e-19
771933933015055;130;10;5;10;5;2;2;1;2;0;0.5;1;0.897440017510279;0.68895040540113;0.850236798620164;0.55315710652275;0.61849274593751;0.386449104273021;NA;NA;NA;0.816536797597247;0.999790403023757;1.03321866702405e-21
538088043817844;130;10;5;10;5;4;2;1;2;0;0.5;1;0.473740548059918;0.456550870113592;0.508905662495426;0.451912253050684;0.642028472044759;0.673946098936066;NA;NA;NA;0.87850039216396;0.999810395595712;1.1859348348228e-23
512535151398073;260;10;1;10;1;3;2;1;2;0;0.5;1;0.42896976601415;0.430514401636293;0.411803263660915;0.479048341784781;0.0681288629670162;0.0444983378449574;NA;NA;NA;0.90962243721034;0.999995358861156;1.65486933308679e-46
33559622430416;340;10;2;10;2;5;2;1;2;0;0.5;1;0.760885194486829;0.706998651276381;0.754945470662709;0.738749939846377;0.864110599409222;0.426720963757074;NA;NA;NA;0.462328753517468;0.999998575919853;4.50841705469441e-63
924852006605541;200;10;4;10;4;3;2;1;2;0;0.5;1;0.37482167377601;0.436706605434558;0.401696545476751;0.526050593080878;0.712464567664026;0.387392920444635;NA;NA;NA;0.549988172068339;0.999999637816112;4.97427761450777e-34
748721170514723;130;10;5;10;5;5;2;1;2;0;0.5;1;0.0570449406033667;0.0158891800902557;0.0711697858203699;0.0960332792591291;0.00399625506050064;0.212468731806669;NA;NA;NA;0.781926163335161;0.999924182862597;4.10147494880972e-21
138532017586209;350;10;4;10;4;3;2;1;2;0;0.5;1;0.183782600277363;0.502720557884821;0.181039783319114;0.392169867772796;0.506563232639242;0.505203365022016;NA;NA;NA;0.470903152515516;0.999999624913786;1.34014333874314e-67
