ID;N;K;scale_batch_effect;covariate_effect;SD_residual;treatment_effect;interaction_effect;prob_treatment;p_treatment_rnd_no_control;p_treatment_rnd_control;p_interaction_rnd_no_control;p_interaction_rnd_control;p_treatment_anticlust_no_control;p_treatment_anticlust_control;p_interaction_anticlust_no_control;p_interaction_anticlust_control;p_treatment_confound_no_control;p_treatment_confound_control;p_interaction_confound_no_control;p_interaction_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
251022409629886;60;20;10;1;2;0;0;0.5;0.406514891358851;0.355076411854158;0.37027542780251;0.742601578020247;0.435783528174785;0.200680510057159;0.99663664415616;0.923479170264815;0.970763935330211;0.844305431471556;0.275818162601032;0.655492311779289;NA;NA;NA;0.364089397419538;0.999953745929597;1.07145294938931e-05
365060786254058;140;20;10;1;2;0;0;0.5;0.965610571656333;0.841275613872003;0.430432337691785;0.225503031913268;0.690278418258213;0.787086728942468;0.704215261575298;0.0769836244864531;0.191942172153112;0.224040217186749;0.548603451089503;0.582191758217358;NA;NA;NA;0.547031915820316;0.999999975319565;1.82552869730814e-20
750714161073989;80;20;10;1;2;0;0;0.5;0.419681939421235;0.275838409731184;0.232688838004664;0.242818291738743;0.550446245185169;0.43258324143766;0.548757452324853;0.320468824881006;0.575115912159082;8.20493704426929e-08;0.0358935785759866;0.146172955486472;NA;NA;NA;0.218751901454306;0.999980239807144;1.85962550298585e-09
485383014000002;200;20;10;1;2;0;0;0.5;0.394995922537393;0.199494826142222;0.676420374007557;0.689413886320915;0.693060136854343;0.428670459252242;0.900095405315169;0.91508702599696;0.0910756447079267;0.20583863682088;0.659601951338487;0.910678411451735;NA;NA;NA;0.209056502663682;0.999999733517181;6.47513235966441e-31
770799115013774;240;20;10;1;2;0;0;0.5;0.426205999035648;0.641752270510797;0.936641352847749;0.856795123471508;0.950398633357657;0.462224499893332;0.736040320354545;0.451814661425038;0.0110551373010205;0.87503210772352;0.709440467216903;0.796679825376354;NA;NA;NA;0.387571349713004;0.999999983800342;8.64734977609487e-38
160022060140953;160;20;10;1;2;0;0;0.5;0.209659774272121;0.955361760932691;0.987861886093093;0.826870139704117;0.737912507204787;0.762951660796123;0.998174205559949;0.965872052547185;0.000920345380026006;0.251080539798623;0.490961840139445;0.209281456170738;NA;NA;NA;0.0988899970315451;0.999999428229731;3.75396056730972e-23
585654092620878;240;20;10;1;2;0;0;0.5;0.606272726720227;0.0800133434484293;0.601511691183362;0.885588585295059;0.257370479121622;0.0677723893157662;0.628549535927124;0.944874568250324;5.10808998195852e-08;1.49923195562435e-12;0.42643727935298;0.724086329550207;NA;NA;NA;0.952945797586622;1;3.2561535235231e-40
548732425878719;300;20;10;1;2;0;0;0.5;0.0122266551097562;0.448622999134275;0.127337388840086;0.303717893515374;0.545105760091142;0.295599434459274;0.682417276600232;0.363699752413061;1.70300591272767e-06;0.102485226361524;0.165306118672165;0.411782178020147;NA;NA;NA;0.260523912616289;0.999999999999024;1.9019323389944e-50
373801024606852;140;20;10;1;2;0;0;0.5;0.842246648873488;0.321255470912516;0.598628611634658;0.463179021395233;0.947100238138575;0.89096913490253;0.300057376192932;0.559419797418978;0.0295946201619205;0.399636946337312;0.84521223916902;0.295599066867133;NA;NA;NA;0.368080076561326;0.999999969209998;8.69273445819977e-20
662314402391070;60;20;10;1;2;0;0;0.5;0.696289817383432;0.845600050011993;0.409547188883607;0.069872866173572;0.927410962038539;0.409192515285772;0.268610359267363;0.141650550298234;0.988480540379009;1.08617734191719e-06;0.661746208513272;0.630421064265075;NA;NA;NA;0.567296379427629;0.995790013472511;3.86982630066418e-06
203610642025176;60;20;10;1;2;0;0;0.5;0.726613175231412;0.803633707400687;0.363938289188088;0.0991664247565651;0.85392737424613;0.847049487073325;0.167922025034488;0.108241128449545;0.0117898624021544;0.0707964902325046;0.581951910212733;0.0498782689081349;NA;NA;NA;0.905292146316932;0.997606746168474;3.86982630066418e-06
16153410293443;140;20;10;1;2;0;0;0.5;0.654101821659246;0.107641918139297;0.765900393209769;0.994075607251971;0.129105233752177;0.0232166816617483;0.681936510354415;0.785817637965176;0.832845813396814;0.521483687145379;0.744938277123445;0.667044811304268;NA;NA;NA;0.572669320500041;0.999999998872682;8.4036088399312e-20
284618923196002;200;20;10;1;2;0;0;0.5;0.508207475373817;0.673379544843695;0.573296772998416;0.409048507716582;0.691922575211149;0.703768474136727;0.211563783833517;0.819175997729826;0.231639314272775;0.858464787898326;0.762232339449989;0.935814935727239;NA;NA;NA;0.00942718049815855;0.999999834457614;1.61307671380661e-30
90706182861176;260;20;10;1;2;0;0;0.5;0.330676488106138;0.702831109045203;0.874466052496223;0.50408503249839;0.920991627801528;0.792180565572868;0.82369411851139;0.408198865753621;0.000435460088995957;0.708632221849224;0.175666571327879;0.230152911325182;NA;NA;NA;0.376913224277445;0.999999999250556;1.66317652344949e-43
854057524428952;260;20;10;1;2;0;0;0.5;0.143780347675544;0.473117277540365;0.215587371981474;0.651169924268524;0.588885707942277;0.583451570052155;0.671234837168484;0.658858593020537;3.07745453595953e-08;0.19288073517852;0.489058298669911;0.823812887445377;NA;NA;NA;0.656002814788871;0.999999959628397;1.37844581665889e-41
585535024733317;240;20;10;1;2;0;0;0.5;0.398434755469932;0.540921422291954;0.194116390607078;0.516133656277029;0.783452655290687;0.68518396251564;0.454296475360851;0.417923190240068;0.0640405876443601;0.571586054065164;0.250435724423294;0.332194975462795;NA;NA;NA;0.428415333971063;0.999999983800342;8.64734977609487e-38
761663151972890;80;20;10;1;2;0;0;0.5;0.560455051154886;0.455407557840352;0.598861320662679;0.915637948829801;0.304441768873572;0.276804426390194;0.791580001641334;0.69328139013638;0.646285892161977;0.638515546622379;0.750058508519889;0.582293600963811;NA;NA;NA;0.109324421172504;0.999816028034581;9.33419975280605e-09
112504562856493;260;20;10;1;2;0;0;0.5;0.980238949019102;0.922734937325833;0.0981799723931834;0.163162792378761;0.795141618363311;0.908173750255954;0.514828400094589;0.118740240239827;0.000297980818903122;0.298423513771833;0.499396017871164;0.161811822286829;NA;NA;NA;0.35241626547948;0.999999999312525;1.22433591644056e-41
282179870729127;100;20;10;1;2;0;0;0.5;0.217043233405292;0.501299571935175;0.228038411916488;0.176505651281735;0.849549301431353;0.883906882879536;0.604322770978748;0.456623684161844;0.523454317903608;0.844452631007561;0.161845421466851;0.316774034336344;NA;NA;NA;0.495841976840363;0.999999496414935;4.08311403647515e-12
301831887322272;220;20;10;1;2;0;0;0.5;0.282929584947844;0.936956707435344;0.735021817532721;0.499106573082152;0.932196637529322;0.736942739111966;0.585254773066757;0.477802932086616;0.000456741559778172;0.0391877786439117;0.571834549145972;0.471933852724291;NA;NA;NA;0.460914997096413;0.999999999983014;1.96713728062458e-34
902578823222753;260;20;10;1;2;0;0;0.5;0.987911562697675;0.722518587128922;0.542300727076503;0.142210116420906;0.880391977740113;0.90645258095126;0.294105688215882;0.0766503624401386;0.558770449174884;0.520055817809238;0.302406813746407;0.0864142606763066;NA;NA;NA;0.974503880499351;0.999999981538316;5.59360054570848e-42
687292451106856;60;20;10;1;2;0;0;0.5;0.802446721697117;0.341856239954292;0.854083381895939;0.519532038560799;0.44884779222548;0.163682776041731;0.985781557900805;0.796345544839258;0.708721453090277;0.341997124963892;0.852319868947299;0.182383224865533;NA;NA;NA;0.917063110935169;0.999996855966243;1.09103070353324e-05
323801671089482;120;20;10;1;2;0;0;0.5;0.828228506409158;0.103585498960409;0.844348388455955;0.181053263919105;0.525601138538957;0.130784315747107;0.392852892785073;0.623016170828605;0.234604614971763;0.874039912542598;0.00422180078893644;0.651585860165561;NA;NA;NA;0.575024888506731;0.999999995951748;1.09550220477419e-15
686057057330170;220;20;10;1;2;0;0;0.5;0.361752148225922;0.0312113336907812;0.269939155471682;0.654285320450756;0.177447115332422;0.0427178393659386;0.863720595075566;0.570501825416552;0.030750846839194;0.183490802637573;0.534088045974208;0.450925608848697;NA;NA;NA;0.431259695073685;0.999999996876032;5.33216906774672e-34
634452720756395;300;20;10;1;2;0;0;0.5;0.00220130679128444;0.143772949641365;0.277996656895212;0.435321405948883;0.433788672407534;0.316536313962125;0.755022685593888;0.423764524946743;4.24629875890889e-08;0.307952396916538;0.497816379399949;0.652819346025822;NA;NA;NA;0.188615711643923;0.999999999976557;2.30885334741614e-49
126150924756577;60;20;10;1;2;0;0;0.5;0.230100472572055;0.620995838274388;0.404008573966668;0.997451727053726;0.913808367735159;0.987086863218397;0.904752062106915;0.934230994829975;0.0956744724408651;0.544735865738767;0.252997501708475;0.979124265828475;NA;NA;NA;0.983086977944439;0.999996855966243;1.09103070353324e-05
139041398140396;180;20;10;1;2;0;0;0.5;0.979165147341357;0.960817636027498;0.080613868693921;0.182194185844814;0.825283873840489;0.946172647133368;0.252824008028725;0.217623806462276;0.0012514433363405;0.27714180664342;0.785336204467638;0.245122132811706;NA;NA;NA;0.508968695325579;0.999999188683413;1.54844397060984e-27
778942671665816;60;20;10;1;2;0;0;0.5;0.998779455045667;0.471304182873244;0.923990559949375;0.883073684739573;0.809793318151008;0.300281945966078;0.426325687470723;0.994619841925505;0.746413355169953;0.0701346746640295;0.947137705634601;0.650514415130852;NA;NA;NA;0.894579293899702;0.996693068354374;1.01846814068598e-05
661817143147809;260;20;10;1;2;0;0;0.5;0.911972064534471;0.267302975350257;0.665159609909766;0.582420209939941;0.598707199479804;0.321496928889405;0.913380489219216;0.781218830081726;0.396420040233175;0.594783356229881;0.300398819424286;0.338299222136227;NA;NA;NA;0.359247758041188;0.999999966603241;1.63002321757503e-43
391106581611395;180;20;10;1;2;0;0;0.5;0.181159809997198;0.514759148821201;0.31493958916204;0.211333337125198;0.740652352797852;0.284041828356213;0.802867033801381;0.538531545819183;0.89562177521535;0.670906395700558;0.252604110766286;0.496793361157198;NA;NA;NA;0.579544334699258;0.999999602038111;1.1578212886478e-26
539194672825148;200;20;10;1;2;0;0;0.5;0.61064168747876;0.251149294716931;0.986389711018304;0.663879670083947;0.273249696549511;0.119535224760087;0.431055617561309;0.526846720932063;3.25030514004289e-05;0.417930921262838;0.377374989713745;0.519750380364054;NA;NA;NA;0.0917940559212869;0.999999999999895;1.76831355761901e-31
656433629510207;200;20;10;1;2;0;0;0.5;0.784035608200893;0.190151703305975;0.51719792623259;0.669063376882803;0.536760835551941;0.531543786889074;0.546241940391611;0.643450584500128;0.473208162013539;0.998493171751899;0.594028804561103;0.536525306530296;NA;NA;NA;0.197695050752327;0.999999970174692;3.32084888410981e-30
424981805810975;140;20;10;1;2;0;0;0.5;0.306693634857554;0.660473466709304;0.599314503538008;0.0214714532258548;0.934759715139959;0.668114905515531;0.0960569941482609;0.115917465748041;0.0124244770261015;0.510928963825515;0.114594633448992;0.389774693512846;NA;NA;NA;0.432424305163997;0.99999932354697;2.27214439244347e-19
24163236170544;300;20;10;1;2;0;0;0.5;0.945135034917417;0.575844020352995;0.199920828671663;0.0197153057918989;0.680768117796479;0.637680610441939;0.140977385523922;0.0151510255603251;0.0140520971526603;0.729572568654426;0.660531512900891;0.00203992270200136;NA;NA;NA;0.812822046950516;0.999999995558999;1.85069035206754e-50
234091969196892;240;20;10;1;2;0;0;0.5;0.376543254578909;0.299134463652083;0.301940554735253;0.992780230718078;0.427901902789351;0.389526710370332;0.965645567142323;0.9484372548967;0.891648074606332;0.0789430378725184;0.758570350789658;0.646661304489602;NA;NA;NA;0.77237372446493;0.999999999821706;2.12978859305432e-38
463085792788874;220;20;10;1;2;0;0;0.5;0.33184423297652;0.928199043307096;0.768268838473054;0.654435546506005;0.59247439736513;0.492694105868625;0.915901971668578;0.685907997712313;0.00266557612024578;0.597341396818207;0.746562562581444;0.917899248427832;NA;NA;NA;0.0504932695602143;0.999999999981939;1.88311509768672e-35
819652580703527;120;20;10;1;2;0;0;0.5;0.960555417614615;0.441776326895237;0.598001696385901;0.809147090409586;0.294330101168169;0.275718654233957;0.998766816426241;0.629450487794892;0.920534564531392;0.801797049008404;0.826690267050191;0.720420295644929;NA;NA;NA;0.874397906756149;0.999993345029876;1.10921737164362e-16
557927273055034;160;20;10;1;2;0;0;0.5;0.689074881083941;0.236028295044244;0.921332481383078;0.469104802893278;0.540242613902291;0.234060447439311;0.725648388441851;0.847425231977188;0.053531404315792;0.834880130481383;0.966620496423491;0.73959624424115;NA;NA;NA;0.637317307245581;0.99999999301984;7.24544874046241e-23
73641003012504;220;20;10;1;2;0;0;0.5;0.291052507075014;0.0398661068236077;0.410040311360186;0.790033675060974;0.127738468024084;0.00830948479850701;0.926394406718638;0.786519836447822;0.00861609111845284;0.178796637011916;0.865291931685166;0.907623696801292;NA;NA;NA;0.0860284651821981;1;1.87143480596821e-35
916577894663224;180;20;10;1;2;0;0;0.5;0.867013891406016;0.316563872636193;0.544501927609459;0.202683679599675;0.691684995173128;0.390932099000723;0.268347133364889;0.12478471653769;0.995508099461012;0.987816364800976;0.412336551075095;0.153527470848043;NA;NA;NA;0.205917463640614;0.999999981048788;1.17191489395668e-26
366608244737217;220;20;10;1;2;0;0;0.5;0.922017235311423;0.647725021693766;0.143981406878131;0.792597499448605;0.956995306711026;0.914408497272928;0.923997390774166;0.830874188411614;0.0416874786358401;0.451438505358292;0.795097795053352;0.600462853640754;NA;NA;NA;0.85557420330486;0.999999889433055;7.0593451022669e-35
615374552240689;220;20;10;1;2;0;0;0.5;0.787891159304738;0.465602498031053;0.502667285291145;0.31572271034747;0.799596442271675;0.432276372079707;0.428035091054514;0.0851469344769842;0.859200807311215;1.5139723463486e-11;0.0773976130601512;0.094063645570602;NA;NA;NA;0.534612442296519;0.999999842739258;3.44673331970155e-36
352581717149802;100;20;10;1;2;0;0;0.5;0.069834417224271;0.865682720336248;0.0166236209666702;0.999367749719955;0.739794295834013;0.542781511178308;0.762089783735747;0.570583037750994;0.0386487649876138;0.000616307085409385;0.185382720723663;0.375306008705777;NA;NA;NA;0.612439023870633;1;5.35556075043512e-13
258667197660506;220;20;10;1;2;0;0;0.5;0.768295180910964;0.287879260113394;0.533834409293366;0.170532148877842;0.616283811061737;0.226437827359305;0.391060672018219;0.222499948668908;0.0978235728860466;0.148871519405097;0.153217238539769;0.188901493787035;NA;NA;NA;0.990529039242819;0.999999889433055;7.0593451022669e-35
249265778205603;180;20;10;1;2;0;0;0.5;0.656920169899762;0.772647894498882;0.678318856611278;0.685441414771739;0.620036626225975;0.633170866570902;0.728245097753488;0.693389501685618;1.68937413487803e-06;0.601890064699461;0.567397371238555;0.660771028768861;NA;NA;NA;0.541116727816341;0.999999924331266;1.74349555143764e-26
548263801134892;160;20;10;1;2;0;0;0.5;0.764189278686819;0.354599073772885;0.310297162783811;0.538643776068191;0.414984895345963;0.248479199615034;0.990886706093152;0.655846483717526;0.0216879003801324;0.295249002836619;0.17104416122455;0.848414021462524;NA;NA;NA;0.936283308127407;0.999997558781342;1.2369851354331e-23
598642367432885;240;20;10;1;2;0;0;0.5;0.676298856574111;0.862515681470495;0.476557935691076;0.538059624851719;0.952481689088026;0.968187444527051;0.778826214767249;0.460250905215319;1.97889191630306e-08;0.000278388930146188;0.332016516005365;0.401840791767948;NA;NA;NA;0.537325099284365;0.999999943757719;3.2561535235231e-40
409537046797083;60;20;10;1;2;0;0;0.5;0.17057188621234;0.970247235820257;0.0230341389065669;0.492256966851092;0.864976830829932;0.762795639220099;0.40137162973748;0.0964708128950112;0.417574718778965;0.26613761440149;0.403556726500691;0.254915029633853;NA;NA;NA;0.567296379427629;0.995790013472511;3.86982630066418e-06
943150442409216;120;20;10;1;2;0;0;0.5;0.383067543613172;0.822807201565334;0.838618800191989;0.489922874376214;0.595104410110864;0.945038420250979;0.837200150791918;0.481832157929817;0.960644597852268;0.709115399567598;0.426243681079987;0.841719697428451;NA;NA;NA;0.50175465702528;0.999995909856715;1.72311477939693e-15
750922141087737;300;20;10;1;2;0;0;0.5;0.369968902499387;0.3774130150472;0.856115708124603;0.51187896422678;0.442397848656053;0.269464931990393;0.737825278275671;0.489328900379999;0.684580377152921;0.0204889915428553;0.6692813097153;0.459157494843089;NA;NA;NA;0.531360584120784;0.999999989729643;2.00052324429476e-52
654010193752925;220;20;10;1;2;0;0;0.5;0.0129995751793771;0.413034092682927;0.483538811670783;0.0882602648594126;0.652492333078672;0.257929009717386;0.422473880319858;0.158671479949218;9.55502001672712e-05;0.814462793880301;0.468807478707755;0.22169521929954;NA;NA;NA;0.165920080140616;0.999999996478521;2.05720293117073e-34
72752426777317;260;20;10;1;2;0;0;0.5;0.24432854067174;0.47955298022888;0.716784299592325;0.752097469463876;0.408229770017455;0.25074997795317;0.689100911411759;0.536805670054939;0.860837627399749;0.440871271363082;0.922417157068718;0.427120787419196;NA;NA;NA;0.750486744445461;0.999999999312525;1.22433591644056e-41
287972098099334;280;20;10;1;2;0;0;0.5;0.162714270769587;0.0441372459557683;0.879858212558605;0.447256008841696;0.216312422775077;0.0178811652229339;0.289380473954608;0.133663482102273;0.0961626510674836;0.193399364956468;0.0444078357279617;0.174679115138423;NA;NA;NA;0.443080154137297;0.999999999653183;5.27430186361865e-46
226309297667402;280;20;10;1;2;0;0;0.5;0.356590110442686;0.649454144978561;0.566422609312833;0.138160226456505;0.72873205735551;0.947926771133289;0.451709973414355;0.0946764594346889;0.937283448128434;0.43811100825157;0.959500888635282;0.095923957610984;NA;NA;NA;0.397778096554685;0.999999999998253;6.16168292934089e-47
269839681625057;260;20;10;1;2;0;0;0.5;0.0167600564207162;0.0113295605950083;0.1631471606501;0.0112131118446785;0.208293797959781;0.0298513744482999;0.157158833339466;0.00898027510648414;0.0961535996188154;0.500387778052155;0.19655103156986;0.0137252398164258;NA;NA;NA;0.406120749151337;1;2.21802895343315e-42
626824828466015;180;20;10;1;2;0;0;0.5;0.561962193049189;0.64346502673935;0.862896020381451;0.664800177939388;0.953268557929138;0.978438322028081;0.847380067098253;0.787613057185234;0.810994564600187;0.0241281576285782;0.793649637308504;0.818316105533256;NA;NA;NA;0.255262120608732;0.999999997465832;5.257417595437e-27
904073959680947;240;20;10;1;2;0;0;0.5;0.478613135790768;0.291808220830884;0.211132502763977;0.242440845789577;0.479771137831489;0.407558392465009;0.704801934569267;0.350447696802054;0.0179833805592412;0.605739756831496;0.0739237321826832;0.253989590963541;NA;NA;NA;0.798143821155725;0.999999998595844;4.62399979393578e-38
705589036667066;260;20;10;1;2;0;0;0.5;0.655219441354955;0.9941646745978;0.646743557200105;0.285986163282583;0.761708355930547;0.891798163282085;0.728363791357734;0.448210955240149;0.0109902525033012;0.0908168929286768;0.444468049703838;0.220276538226407;NA;NA;NA;0.192621866701192;0.999999969817171;1.01502537114765e-41
110957351346019;200;20;10;1;2;0;0;0.5;0.958547221229174;0.922280880310596;0.947642831205859;0.174510091109292;0.961215868765357;0.915786733569109;0.723279434154157;0.249931648626984;0.00213519167422467;0.593697116997571;0.914101590225407;0.301770231936725;NA;NA;NA;0.868689367000484;0.999999999999895;1.76831355761901e-31
913737554733644;160;20;10;1;2;0;0;0.5;0.452585326337649;0.110323197414777;0.623046810172907;0.219666768916306;0.602453414440376;0.306952348369825;0.701499092300813;0.27873134437143;0.712879053255839;0.204211926924277;0.721947869137363;0.708810329457602;NA;NA;NA;0.546315750505176;0.999999947362497;9.08911808118112e-23
63511219122411;100;20;10;1;2;0;0;0.5;0.0896635764778115;0.0105096939092739;0.75769652985319;0.093035035242898;0.0726322756402275;0.00372392806210191;0.63428855912958;0.0968043241895011;1.33130166164444e-05;0.234579435703381;0.269831041959278;0.117318339056682;NA;NA;NA;0.89937490533988;1;5.35556075043512e-13
627456783237123;300;20;10;1;2;0;0;0.5;0.950516893177721;0.945154354858273;0.407433152497222;0.0745943638532972;0.962107699678924;0.86112730012558;0.335091755549256;0.0419411220368572;0.263216012034087;0.650991424165675;0.152634149759144;0.0409260734562735;NA;NA;NA;0.203711318828046;0.999999999999997;1.81303196271821e-49
579805565013873;180;20;10;1;2;0;0;0.5;0.900973488840593;0.853044680864246;0.243655504300275;0.559198607537579;0.983656980599276;0.992628890176702;0.815388225330626;0.890443936687254;0.159748217314902;0.165186079153733;0.964536960603382;0.573305181467229;NA;NA;NA;0.754856896341436;0.999999602038111;1.1578212886478e-26
250794718960828;120;20;10;1;2;0;0;0.5;0.374775654255489;0.788564460233916;0.756473175796222;0.521781573827719;0.626178267734866;0.854097258258027;0.441854447586815;0.555874440438237;0.291773707694221;0.784576824761253;0.396511023308931;0.483180095601081;NA;NA;NA;0.772122445242537;0.999999352451755;1.10390287813108e-15
956375245520208;140;20;10;1;2;0;0;0.5;0.822834377684724;0.574076852442051;0.552873065335844;0.56864475145711;0.807475587119704;0.659832025543062;0.726841938863841;0.425858952424844;0.0184863510759998;0.535234012470073;0.856534116596723;0.580298658899828;NA;NA;NA;0.467633404308273;0.999993328227522;8.2404935973483e-20
331251944709445;220;20;10;1;2;0;0;0.5;0.360978590696517;0.555576722271749;0.547583770559272;0.683646495640622;0.948554715071812;0.563696937640178;0.95765701153648;0.73511761789469;0.000310828440640663;0.953327761232722;0.196819682055115;0.737684470382386;NA;NA;NA;0.857697497458228;0.999999999593994;3.83208265401396e-34
