ID;N;K;scale_batch_effect;covariate_effect;SD_residual;treatment_effect;interaction_effect;prob_treatment;p_treatment_rnd_no_control;p_treatment_rnd_control;p_interaction_rnd_no_control;p_interaction_rnd_control;p_treatment_anticlust_no_control;p_treatment_anticlust_control;p_interaction_anticlust_no_control;p_interaction_anticlust_control;p_treatment_confound_no_control;p_treatment_confound_control;p_interaction_confound_no_control;p_interaction_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
86518897905941;182;2;1;1;2;0;2.5;0.5;0.000506965586437487;0.000839234323950192;0.0132689271097935;0.0162747860856413;0.000673666599993622;0.000660047324603887;0.0161157325913214;0.0149185619545933;0.0221903248798928;0.886442430743415;0.0152644339796614;0.0165189118709737;NA;NA;NA;0.370830367888184;1;8.03676104884759e-33
857103102158847;268;2;1;1;2;0;2.5;0.5;2.48508793530489e-07;2.0307538277117e-07;4.76302877321443e-07;2.58211866512285e-07;2.74323445417391e-07;1.97536738744241e-07;2.9608302589871e-07;2.74742687463433e-07;0.000574182674367893;0.328429269999883;2.11532322707927e-07;2.09672338945746e-07;NA;NA;NA;1;1;1.44164180225733e-50
729799962364763;168;2;1;1;2;0;2.5;0.5;0.00961540447440183;0.0109109874878802;0.00145648420508893;0.00197166229951341;0.00967637564305892;0.00880355831295974;0.000498367350403095;0.000508461349152298;0.199185449000002;0.46460071377365;0.000506301217631151;0.000523891704854615;NA;NA;NA;0.643334752572357;1;7.26907559919379e-36
980022595803769;290;2;1;1;2;0;2.5;0.5;2.17988310197915e-06;2.74385904306134e-06;0.00042430443974902;0.000476491565373325;1.91076894961397e-06;1.33801814539685e-06;0.00052975484853524;0.000519560263825417;0.00178760164042386;0.00178760164042386;0.000512562184502663;0.000512562184502663;NA;NA;NA;0.240218655616988;1;3.6739660284201e-64
448257900800289;242;2;1;1;2;0;2.5;0.5;1.36369748610727e-06;1.73124829058441e-06;2.31122535999963e-07;1.89921501949487e-07;3.28083270878036e-06;2.05111798198949e-06;2.03606714571733e-07;1.55470168491909e-07;0.00150573312330379;0.461280846466458;1.42125513334896e-07;1.50572044914886e-07;NA;NA;NA;0.440226341978454;1;2.38198148359929e-50
598566462803886;102;2;1;1;2;0;2.5;0.5;0.378325467087787;0.369901741871601;0.0029664475246927;0.00290785628493792;0.3373847571446;0.339755464433153;0.00273140894741506;0.00309217540854549;0.916548437979131;0.224988239876489;0.00265667713106992;0.0036375254743494;NA;NA;NA;0.54866296595124;1;8.20915269290026e-18
555824397513526;260;2;1;1;2;0;2.5;0.5;0.000127816941293064;0.000141492280052456;2.07509480764711e-05;2.0723238927794e-05;0.000218313726079814;0.000203539938654234;1.96330501954555e-05;1.63924253106884e-05;1.10525927487291e-07;0.00516644906354945;1.36681906719195e-05;1.15680182198176e-05;NA;NA;NA;0.456096641887388;1;7.1051033753051e-52
167127419175081;244;2;1;1;2;0;2.5;0.5;1.2626228867848e-06;1.84526362334986e-06;2.09838733171403e-08;1.70455255788352e-08;1.89867008055798e-06;1.86764226350684e-06;2.26970124428044e-08;1.69162446055579e-08;0.000852862665722043;0.00634228860230402;1.90003205307046e-08;1.55164585888255e-08;NA;NA;NA;0.440491746642802;1;2.10275289774776e-45
233319094972631;176;2;1;1;2;0;2.5;0.5;0.00919000169805088;0.00936953121478778;0.00664494129315865;0.00752423095959536;0.00792941130593106;0.00820822430350229;0.00700941985593253;0.00682714536302703;8.59272005240836e-05;0.380291021124291;0.00861463040222959;0.00840597939698882;NA;NA;NA;0.763009756636262;1;1.91162522097158e-38
63533177320729;120;2;1;1;2;0;2.5;0.5;0.123060170526206;0.119464998075175;0.0116602450252793;0.011966690252528;0.106877174578192;0.106200872969168;0.0118837062139765;0.0120929393674512;0.757668006393107;0.544553662239812;0.0116108266194297;0.0126471086082661;NA;NA;NA;1;1;1.35426745639407e-24
