ID;N;K;M;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
742226457113548;240;10;2;10;2;3;10;1;2;1.5;0.5;1;0.0200276601643146;2.10807388562986e-08;0.0012196472280722;1.08424048624456e-09;3.34761419093991e-09;7.78719740279221e-08;-0.0696310623822791;0;0.243708718337977;0.100508488691774;1;1.2849834906038e-46
184174771767949;50;10;4;10;4;5;10;1;2;1.5;0.5;1;0.0795600863480852;0.0138397718194857;0.00857736205983929;0.00637579096452125;0.726031922885234;0.588977575957128;-0.0349274785256629;0.0908114441667234;-0.300376315320701;0.252308341050597;0.951150977945108;8.58538525686042e-07
425311418661646;70;10;5;10;5;4;10;1;2;1.5;0.5;1;0.462595407822276;0.0558847538385812;0.321906616439996;0.246131191165663;0.000625858176693465;0.0554626179124861;-0.0696595006364288;-0.0298540717013266;-0.726449078065614;0.171372088406565;0.997986452623056;7.1393272515745e-11
151255430094611;180;10;2;10;2;5;10;1;2;1.5;0.5;1;0.000479077814575719;1.55949932556579e-09;0.000979830711431132;2.49253251148538e-09;0.201925753191729;0.0384744682579783;0.0212879878970934;0.0174174446430764;-0.179980261311789;0.801724728054013;0.999977276080601;6.20363665868891e-32
414965600662054;300;10;4;10;4;2;10;1;2;1.5;0.5;1;0.00106136164825138;1.41791918584286e-09;0.000367437038729928;2.01627617194182e-09;0.88185513936724;0.0259508603009207;-0.0348651524971925;-0.00464868699962567;-0.267299502478476;0.433677883211157;0.999999250301899;2.53302638590999e-54
841942362882532;360;10;2;10;2;3;10;1;2;1.5;0.5;1;6.04523253010024e-06;2.41411134023249e-08;0.000498121026529994;1.73804232201826e-08;8.43758432769103e-24;0.672788046208282;0.0639707894648949;-0.00581552631499044;0.488504210459197;0.557699436851377;0.999999662731414;3.17459011640355e-65
169989908222718;310;10;2;10;2;3;10;1;2;1.5;0.5;1;0.0169366923941187;3.99701405001331e-09;0.000457496135757191;1.1430925055515e-09;8.31383309551683e-13;0.0509863035509299;-0.110064292473921;-0.0269545206058582;0.244836895503212;0.232860364822351;0.999996191260076;1.30723888967602e-60
442265797700559;50;10;3;10;3;4;10;1;2;1.5;0.5;1;0.103620097628239;0.139436268238856;0.131722069902418;0.155022694277779;0.58435579081344;0.753210651623751;0.0358637242787737;-0.0215182345672642;-0.193664111105378;0.900597848324656;0.999815732461346;4.64981257622954e-07
159412269719786;360;10;5;10;5;5;10;1;2;1.5;0.5;1;0.00242629817235352;4.25164772516133e-10;0.000368580658804541;7.20036434512773e-10;2.69527035731121e-07;0.188088630255488;-0.0309547829366818;0.00193467393354261;0.139296523215068;0.0657959549528318;0.999998018377134;4.92237920808328e-69
381398226967254;230;10;5;10;5;3;10;1;2;1.5;0.5;1;0.00114232711654027;1.07035470518357e-06;0.00237194175905415;2.76714647186883e-06;5.37687227277131e-05;0.0184353200471462;0.0181708089054943;-0.00302846815091572;0.0908540445274715;0.540625222451276;0.999997609442174;2.59224259149204e-42
883264520939410;160;10;2;10;2;2;10;1;2;1.5;0.5;1;0.018113189157112;7.27762162268449e-06;0.0175063487458456;7.58778178628051e-06;0.0887418997672829;0.0522877810871924;-0.0261198121104193;-0.0304731141288226;-0.100125946423274;0.983416139875242;0.999988356312572;2.11160108781717e-28
972397317415042;210;10;1;10;1;3;10;1;2;1.5;0.5;1;0.0148854445229308;3.90195657349393e-08;0.000398057689301362;1.57111387141521e-08;5.15378812410037e-15;0.545725484018859;-0.0696342204684264;0.00994774578120377;0.387962085466947;0.918749913227274;0.99997930067228;1.66694117348924e-39
963174635260508;90;10;4;10;4;4;10;1;2;1.5;0.5;1;0.000735590793332297;0.000956500149627965;0.0135611212907311;0.000613613427770308;0.00192494603813862;0.3403142292505;0.143272090365529;0.00387221865852781;0.112294341097307;0.619454396528457;0.999572925172615;2.8771435860744e-14
638081958102395;140;10;5;10;5;2;10;1;2;1.5;0.5;1;0.0429282487233498;0.00011775052353518;0.026397399075321;0.000293513743210724;0.0478469450255865;0.324008037082478;-0.0223836970758568;-0.00746123235861895;-0.0174095421701109;0.453077415963566;0.99999831313563;6.02509479484248e-25
601887819363825;350;10;2;10;2;2;10;1;2;1.5;0.5;1;0.000655938284888432;1.55286514660754e-05;0.00472171432031944;1.9806552451812e-05;0.0539790436907191;0.0709809872887196;0.0427845447229902;-0.00298496823648769;-0.054724417668941;0.337268966629374;0.999999970871773;6.43550428480217e-67
509387180785246;340;10;4;10;4;3;10;1;2;1.5;0.5;1;0.00133910758896166;2.00074512414172e-08;0.000819000798082674;2.418301348925e-08;0.00930148829656933;0.209708407208059;-0.0378933906400376;-0.0112656026227139;-0.443455085057737;0.303883046666972;0.999998584573154;1.76602738176864e-65
339438526328524;240;10;3;10;3;5;10;1;2;1.5;0.5;1;0.00563924350891146;5.52014439350704e-05;0.016326429667634;7.45880381879711e-05;0.00675993907100017;0.277056287335563;0.0261152757669074;0.00290169730743416;-0.426549504192821;0.96684855438674;0.999998020256998;4.5182929552188e-45
234479859813221;340;10;5;10;5;2;10;1;2;1.5;0.5;1;0.00693342692907478;2.00252893979281e-07;0.000333038796771052;2.29745863472679e-07;0.00499180462087193;0.141930566695645;-0.0552990824797736;0.00204811416591754;-0.438296431506354;0.953668378982204;0.99999957388172;3.32064561233807e-66
320251846129304;360;10;1;10;1;4;10;1;2;1.5;0.5;1;5.63849694028061e-05;6.12516539494424e-15;5.03093718218972e-06;7.12955291061418e-15;4.25468039001685e-25;0.00528280477257757;-0.0358496333410757;-0.00290672702765479;0.37884342260434;0.681895234695213;0.999999973938474;1.54401822591002e-65
688743222218243;320;10;5;10;5;5;10;1;2;1.5;0.5;1;0.015440250338734;0.000131719574662917;0.00409714543130481;0.000237752581683477;0.000154543837457048;0.138064254086915;-0.035909829370444;0.00326452994276764;-0.512531201014519;0.635561134044846;0.99999815196612;3.02881617660757e-61
999368257806041;310;10;3;10;3;2;10;1;2;1.5;0.5;1;0.00631152026464814;4.78038433438273e-08;0.000557579291569055;5.09178105181862e-08;7.84039503729559e-13;0.00506847221326378;-0.0597025176059121;-0.0101381633670417;0.284995036873505;0.839009517577148;0.999997822052384;3.71619649898747e-55
126072340792382;40;10;1;10;1;2;10;1;2;1.5;0.5;1;0.689938224366367;0.72218821618715;0.611092713436205;0.375207464661696;0.066784418514082;0.732473945800982;-0.0174954627027159;0;0.262431940540739;0.229727456954623;0.996189778665081;4.03064329881636e-05
497900546185111;370;10;2;10;2;5;10;1;2;1.5;0.5;1;0.00010653960519948;3.59374341138009e-08;0.00101528189605525;2.02975854434918e-08;5.33697080163193e-13;0.722823687982244;0.0282325214098984;-0.00941084046996613;0.257857028877072;0.433570294403553;0.999999706760646;7.631286806203e-72
389287685504066;110;10;3;10;3;4;10;1;2;1.5;0.5;1;0.574266974222718;0.166440304391122;0.170853712835559;0.0975472466700037;0.00264670671215931;0.0897967791669057;-0.0987055939960842;0.00955215425768557;0.219699547926768;0.641752261839823;0.999994891515621;2.55411096689457e-17
