ID;N;K;M;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
567027486720122;250;5;3;5;3;5;0;1;2;0.5;0.5;0;0.0731953779636492;0.0716601737856696;0.0731953779636492;0.0751915839987589;0.0731953779636492;0.0650762488317478;NA;NA;NA;0.308441041184003;1;3.75727673578104e-42
703147203382299;250;5;1;5;1;3;0;1;2;0.5;0.5;0;0.000189929089219565;0.000265739507602887;0.000189929089219565;0.00019531796877675;0.000189929089219565;0.821393238267368;NA;NA;NA;0.928123189428015;0.999486116708232;1.97821069539553e-45
503415189484431;165;5;2;5;2;4;0;1;2;0.5;0.5;0;0.107097367003713;0.150151538523172;0.107097367003713;0.114612923532866;0.107097367003713;0.627805384471731;NA;NA;NA;0.0643520665681632;0.997479985409622;1.43356051763062e-27
616704778774961;230;5;1;5;1;3;0;1;2;0.5;0.5;0;0.135008569501586;0.135816366761188;0.135008569501586;0.132813599524698;0.135008569501586;0.12603454555757;NA;NA;NA;0.643314540846831;0.999407514610523;5.32252066366783e-39
13233100280103;45;5;5;5;5;4;0;1;2;0.5;0.5;0;0.100575831097528;0.108814406556467;0.100575831097528;0.139713973440448;0.100575831097528;0.880205425752744;NA;NA;NA;0.835176664552091;0.835176664552091;5.52998071212252e-07
902773121031422;225;5;1;5;1;3;0;1;2;0.5;0.5;0;0.0337880702641336;0.0436068266588759;0.0337880702641336;0.0340773485521584;0.0337880702641336;0.00760748021803351;NA;NA;NA;0.541836170695553;0.999381503849619;4.44443470244554e-38
267630113917245;155;5;4;5;4;2;0;1;2;0.5;0.5;0;0.00255542157508053;0.00296525275238777;0.00255542157508053;0.00286033396070079;0.00255542157508053;0.0471107279390782;NA;NA;NA;0.594141945188336;0.997048777759204;7.89921418781996e-29
421006436155435;355;5;4;5;4;4;0;1;2;0.5;0.5;0;0.000385270828202721;0.000704645975173318;0.000385270828202721;0.0004031796649766;0.000385270828202721;0.437298344570597;NA;NA;NA;0.742183628013044;0.999748722295303;4.37472287803486e-61
896036458362004;165;5;5;5;5;5;0;1;2;0.5;0.5;0;0.00158016137833183;0.00114687422598155;0.00158016137833183;0.00179157427298332;0.00158016137833183;0.758675347942245;NA;NA;NA;0.184491832947759;0.992912350934307;1.50735832740056e-31
528849845921875;45;5;1;5;1;4;0;1;2;0.5;0.5;0;0.711572308191324;0.710857092653103;0.711572308191324;0.683083899129798;0.711572308191324;0.865059095848265;NA;NA;NA;0.70155016494544;0.985288517849903;2.26788428387208e-08
819647215371070;140;5;4;5;4;5;0;1;2;0.5;0.5;0;0.187839511253532;0.178479241999553;0.187839511253532;0.200955472784959;0.187839511253532;0.290376134681029;NA;NA;NA;0.467452764660598;0.998405325644282;2.36541923732606e-24
878390701071710;115;5;5;5;5;2;0;1;2;0.5;0.5;0;0.25451210057587;0.321084461783222;0.25451210057587;0.267233200045217;0.25451210057587;0.930493387375688;NA;NA;NA;0.817705454927518;0.997630899095236;1.49556146314052e-20
688095260552045;180;5;3;5;3;5;0;1;2;0.5;0.5;0;0.00442442947366048;0.00214411188340874;0.00442442947366048;0.00501131326907642;0.00442442947366048;0.670078201463121;NA;NA;NA;0.751930070069316;0.997872062640057;3.18194628232119e-30
707745225802572;330;5;4;5;4;2;0;1;2;0.5;0.5;0;0.0100863653623226;0.0183724011574887;0.0100863653623226;0.0104021582349819;0.0100863653623226;0.67036958087773;NA;NA;NA;0.439807323701906;1;6.26585051606628e-56
286424417408121;65;5;5;5;5;2;0;1;2;0.5;0.5;0;0.473896863741132;0.385952565614197;0.473896863741132;0.469379414854006;0.473896863741132;0.275774268988672;NA;NA;NA;0.71427589010127;0.992861758290526;2.36176379810082e-11
207211667214223;115;5;2;5;2;4;0;1;2;0.5;0.5;0;0.318479964555216;0.396617145195625;0.318479964555216;0.299588534396199;0.318479964555216;0.646511272933381;NA;NA;NA;0.321936915039263;0.997672866020077;1.81204530809077e-19
321268951688607;235;5;4;5;4;4;0;1;2;0.5;0.5;0;0.142972334479824;0.0977159822885314;0.142972334479824;0.141814994599537;0.142972334479824;0.028111386932801;NA;NA;NA;0.282270123830927;0.998734341095627;4.18612122259698e-40
253658680048889;220;5;1;5;1;3;0;1;2;0.5;0.5;0;0.901754304596203;0.987677620520023;0.901754304596203;0.871989455625126;0.901754304596203;0.904588075448834;NA;NA;NA;0.321813725174222;0.99855038264861;3.3546622705679e-38
351031300211908;335;5;2;5;2;2;0;1;2;0.5;0.5;0;0.00348261742034248;0.0030531280260833;0.00348261742034248;0.00314094252012194;0.00348261742034248;0.215955961280311;NA;NA;NA;0.0750497774511688;1;1.73210907955818e-57
277684042786080;270;5;1;5;1;5;0;1;2;0.5;0.5;0;0.135753856083888;0.106837083018008;0.135753856083888;0.13790317934134;0.135753856083888;0.451040642974426;NA;NA;NA;0.150756475805712;0.999568868493864;7.737538005296e-46
729434267353478;225;5;3;5;3;5;0;1;2;0.5;0.5;0;0.629231700464555;0.670791573067674;0.629231700464555;0.6391070520522;0.629231700464555;0.920420273970801;NA;NA;NA;0.485598079315245;0.999382469469392;6.78104043699002e-38
928928920061472;40;5;4;5;4;5;0;1;2;0.5;0.5;0;0.0151159509761386;0.0247571205306338;0.0151159509761386;0.0227319685806666;0.0151159509761386;0.636731979142277;NA;NA;NA;0.0265640143500164;0.90979598956895;1.91309797022741e-06
144147791532621;50;5;3;5;3;4;0;1;2;0.5;0.5;0;0.81722283361341;0.854063561203021;0.81722283361341;0.771037395024236;0.81722283361341;0.828533936792833;NA;NA;NA;0.662627266206845;0.938448064449895;4.32842260712097e-08
593086630821099;340;5;1;5;1;4;0;1;2;0.5;0.5;0;0.383522364688342;0.40135280238973;0.383522364688342;0.388383397543162;0.383522364688342;0.207019500405362;NA;NA;NA;0.283946846940264;0.999722633530784;8.47142974864322e-61
995150337043951;155;5;2;5;2;4;0;1;2;0.5;0.5;0;0.68761425267874;0.66995410352568;0.68761425267874;0.70290105449155;0.68761425267874;0.0387751217445015;NA;NA;NA;0.985465991578951;0.998707834175518;3.53277002881132e-26
354006704017244;350;5;1;5;1;3;0;1;2;0.5;0.5;0;0.0915947056910262;0.155676622589543;0.0915947056910262;0.0928382250031323;0.0915947056910262;0.598852235238681;NA;NA;NA;0.0853965854581431;1;4.64169177399556e-62
570590107147373;360;5;5;5;5;5;0;1;2;0.5;0.5;0;0.238629416151109;0.326670186066002;0.238629416151109;0.240374364901807;0.238629416151109;0.0755752468497417;NA;NA;NA;0.427400406450717;0.999456504463333;3.77530068257725e-61
651740640798906;265;5;5;5;5;5;0;1;2;0.5;0.5;0;0.0829857260317591;0.0965603243042877;0.0829857260317591;0.0855278513242586;0.0829857260317591;0.986241626042436;NA;NA;NA;0.396508692484399;0.998977785808613;1.57146214962104e-48
436842029005481;100;5;3;5;3;2;0;1;2;0.5;0.5;0;0.00384800297958664;0.00578010453928389;0.00384800297958664;0.00449216687092307;0.00384800297958664;0.829373512809375;NA;NA;NA;0.633742767809745;0.996963289538907;1.58603120844438e-16
897173613372457;280;5;1;5;1;2;0;1;2;0.5;0.5;0;0.104774594206666;0.110029367550244;0.104774594206666;0.107674380147003;0.104774594206666;0.0664853101200907;NA;NA;NA;0.138165438459683;0.999594585698569;4.12056744356768e-49
409287714033514;400;5;4;5;4;5;0;1;2;0.5;0.5;0;0.1543515897865;0.158801381022915;0.1543515897865;0.160112385556638;0.1543515897865;0.471903553480066;NA;NA;NA;0.651712931288694;0.999558702974063;4.23118922799147e-68
950836811727277;325;5;3;5;3;3;0;1;2;0.5;0.5;0;0.0284247273976774;0.0244043156018771;0.0284247273976774;0.0289175611777415;0.0284247273976774;0.40915371719612;NA;NA;NA;0.607757175700232;1;3.79667986764305e-55
811356705329746;310;5;1;5;1;3;0;1;2;0.5;0.5;0;0.234074587911935;0.234343532909321;0.234074587911935;0.223248907557517;0.234074587911935;0.922235219418456;NA;NA;NA;0.415773312990147;0.999671712598649;5.79910949331113e-53
