ID;N;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
539562731665338;160;20;5;2;2;1;2;1;0.5;1;0.00171247395448488;0.00095161973899882;0.00432887655933505;0.000139540076411927;0.00138061566224555;0.667041749296783;0.0371434997695195;-0.0436982350229641;0.0677322642855944;0.605994464694894;0.999997276702214;3.85790083009492e-23
477051747516142;320;20;5;2;2;1;2;1;0.5;1;0.15486117966953;0.0827184448599121;0.114070186975611;0.125158962001417;0.340146162903489;0.948492794956312;-0.0407421790935942;0.0114078101462064;-0.206970269795459;0.998429227366681;0.999999994492314;1.07885423569309e-53
536121424089786;220;20;5;2;2;1;2;1;0.5;1;2.07206758980879e-05;3.33010876402623e-05;2.07362527908063e-05;6.35827231029994e-05;1.64549043657526e-06;0.964932449121789;0.00788803485960765;0.0173536766911368;0.13409659261333;0.221170905847303;0.999999965400193;3.78319503077266e-34
639316390013514;160;20;5;2;2;1;2;1;0.5;1;0.0202025541616276;0.0263208397631394;0.015799222840552;0.0115395175128337;0.147911785108654;0.444514532132546;0.00655473525344464;0.00218491175114821;-0.303702733409601;0.164232188173661;0.999997276702214;3.85790083009492e-23
163829180869910;320;20;5;2;2;1;2;1;0.5;1;0.0878447423360673;0.0101352568323534;0.0425259240095669;0.0163339577691696;0.00128946057822134;0.000969977890547753;-0.086184204120329;0.00162611705887413;0.333353997069197;0.614015866728281;0.999999999987272;1.58219251515672e-54
318278785988040;200;20;5;2;2;1;2;1;0.5;1;0.0015928884789845;0.00372379458078884;0.00115024035171389;0.00168456427645656;0.00354714884889138;0.107243852291093;-0.031222203968231;0.0208148026454873;-0.1231542489858;0.714552881619666;0.999999999961016;6.3618330861446e-31
675922587533866;160;20;5;2;2;1;2;1;0.5;1;0.134965355072115;0.459777716686998;0.222507324205722;0.180664913254557;0.241252091665447;0.540535024219447;0.0814648016958815;-0.0308245195606038;-0.0374297737521618;0.133198981562829;0.999999289314634;4.02347060312807e-23
171085510178913;240;20;5;2;2;1;2;1;0.5;1;0.00781215870237464;0.0110088266088106;0.00441591035107065;0.00360032945682818;0.0573397116045354;0.493229426208256;-0.0457157482203853;-0.00798211476863871;-0.245994264233502;0.757586567719927;0.999999927382421;1.81488231755433e-39
150832459615903;400;20;5;2;2;1;2;1;0.5;1;0.00218235031617029;0.00252954754131621;0.00239417773799458;0.00147980116096594;0.01439959457966;0.575265547234622;0.034769689128308;0.0156463601077386;-0.12082466972087;0.22209083663258;0.999999999833563;1.41154664688258e-69
221205979244552;360;20;5;2;2;1;2;1;0.5;1;4.08861382232201e-08;7.82592147763348e-08;2.14607102998319e-07;9.38796358607071e-08;1.96061121908726e-08;0.418821159708152;0.0583331857231442;-0.000482092443992927;0.0785810683708472;0.088973531546519;0.999999999130663;3.04338544294792e-61
408636580500204;240;20;5;2;2;1;2;1;0.5;1;0.0242194450909847;0.0140592231817789;0.0391977217486536;0.0373865062874219;0.058779161451521;0.125131300724855;0.043355498476206;0;-0.0693687975619296;0.743534877163293;1;3.2561535235231e-40
596495791926560;220;20;5;2;2;1;2;1;0.5;1;8.90817639244964e-05;0.000125533236215691;0.000106843146517202;3.62770532310307e-05;0.00070767091166441;0.29764713128383;0.00552368176666107;-0.0228838244618816;-0.141248433747476;0.797742224324746;0.999999987224821;5.30778954066307e-34
744715810471451;320;20;5;2;2;1;2;1;0.5;1;4.13059375388905e-05;5.71545614452838e-06;1.93238255962718e-05;1.03201561478289e-05;1.9217294221996e-05;0.710989291940173;-0.0657307156043321;-0.000543229054581257;0.00923489392788137;0.534373969780149;0.999999994492314;1.07885423569309e-53
980844691306163;300;20;5;2;2;1;2;1;0.5;1;1.71477958372548e-07;1.66285975226779e-07;3.19104043018486e-07;3.85934992563152e-07;3.4665159353327e-06;0.111382712122985;0.0294981313692923;0.00289197366365611;-0.147490656846462;0.79434699347504;0.999999999216215;1.07855796763376e-49
675076242029325;320;20;5;2;2;1;2;1;0.5;1;0.000103104688903322;0.000194406807889008;0.00048983218871046;0.000446872035261453;0.105553221646438;0.202705451986486;0.111100634800742;0.00812931474151775;-0.481797387013952;0.187164289308665;0.999999999999999;9.24571561131913e-56
875111887991118;300;20;5;2;2;1;2;1;0.5;1;0.00401171978460602;0.000689520850608007;0.00369711550051474;0.000925702174590031;0.176135670280859;0.954815048903691;-0.0433796049548416;-0.0237141840419801;-0.396200391920887;0.660541029040745;0.999999999216215;1.07855796763376e-49
216481953845707;100;20;5;2;2;1;2;1;0.5;1;0.0034907487689002;0.0502756320156487;0.013787541682413;0.0642292746433553;0.00382407411988822;0.745773409076451;0.0747060495103273;-0.0677566495558783;0.112927749259797;0.623741805490296;0.999947593218658;3.95272350094247e-12
761977370260045;100;20;5;2;2;1;2;1;0.5;1;0.0220685262996573;0.0251254250976204;0.01297296679508;0.015037050494931;0.010639423406162;0.425401729756679;-0.0554950380495437;0.00693687975619296;0.086710996952412;0.603415320801547;0.999893659634373;5.35556075043512e-13
285149045418669;40;20;5;2;2;1;2;1;0.5;1;0.339336990923234;0.77936861306314;0.46268762878175;0.748540935474168;0.728551687319946;0.689334028663426;0.182093093600065;0.0173421993904824;-0.312159589028683;0.657277998200644;0.885625332154149;0.00327231711877975
305831388451844;300;20;5;2;2;1;2;1;0.5;1;0.101930656969102;0.137497404539679;0.0976778384034561;0.11059553839723;0.502707073572328;0.527066747206931;-0.00868055700910616;-0.000578703800607077;-0.301504680116288;0.43215598655298;0.999999999976557;2.30885334741614e-49
688822150064496;360;20;5;2;2;1;2;1;0.5;1;0.0274635049239044;0.0397931527371898;0.0298584259456136;0.0271696932349838;0.0243952422786971;0.453403163699268;0.0135184517608969;0.00675922588044844;0.0289681109162076;0.755984438062305;0.999999998552871;1.83379519779764e-61
942298871633979;60;20;5;2;2;1;2;1;0.5;1;0.996877549408694;0.328157978702249;0.788802350528531;0.489524618503161;0.859892990216017;0.395034131502383;-0.0714551091069578;0.108736035597544;0.0466011581132333;0.598825123363371;0.999719260285522;1.17612544802453e-05
278478720940490;120;20;5;2;2;1;2;1;0.5;1;3.82426470767041e-05;0.00162802370602257;8.58137974287082e-05;0.000310496110679362;0.000654683938273223;0.952356526080708;0.0766053543461447;-0.0130084563984019;-0.264505280100839;0.703073653833341;0.999999999988026;4.64499206214407e-16
578855133911137;260;20;5;2;2;1;2;1;0.5;1;0.00663484447386677;5.89295302175099e-06;0.00237350836168097;9.68509927013575e-05;0.00143689207311785;0.64285585271794;-0.103462742693164;0.0100125234864352;0.0567376330897993;0.175018698119413;0.999999997142934;9.15133008455216e-42
342549376170851;120;20;5;2;2;1;2;1;0.5;1;0.000627257020020803;0.000324140538529505;0.000982351557550268;0.000583503188346375;0.00608773055042237;0.476636539549912;0.0303868562731382;-0.0274928699614107;-0.264799747523061;0.539570467520892;0.999999910490989;1.46205164545113e-15
414201492666515;320;20;5;2;2;1;2;1;0.5;1;3.37205353608438e-06;3.65197379058327e-05;4.99444865675161e-06;3.01964950538766e-06;6.22417704762164e-06;0.0208541452419825;0.0227687530474386;0.00758958434914618;-0.0325267900677694;0.405946324708859;0.99999999989748;4.59186453231827e-54
397195527749648;60;20;5;2;2;1;2;1;0.5;1;0.164095499811835;0.0724206801244551;0.150384157019013;0.194905882065955;0.0993330268897179;0.34071840650696;0.0319542046765335;0.0319542046765335;0.165580878778401;0.771388806366604;0.997606746168474;3.86982630066418e-06
666702976594595;120;20;5;2;2;1;2;1;0.5;1;0.179570007978901;0.0864323038723149;0.251787198245008;0.0707478920842262;0.349694539146839;0.0191961071400049;0.0367525074095806;-0.0367525074095806;-0.151420330527472;0.575518450139068;0.99996930656284;4.87963815659685e-16
13064160368802;40;20;5;2;2;1;2;1;0.5;1;0.243212045069515;0.142586840594945;0.23275866998325;0.347506795218887;0.0424748299609711;0.908581450031909;-0.0958626140296004;-0.1045773971232;0.479313070148002;0.406825413374845;0.999949461067367;0.00327231711877975
206763375316414;220;20;5;2;2;1;2;1;0.5;1;3.89087035694808e-05;0.000275941070395578;0.000164731585523455;0.000104307969164585;0.00352712402468323;0.674110688618508;0.132981993240874;1.71642102349057e-21;-0.313457555496345;0.598900479083503;1;1.87143480596821e-35
269812028874474;360;20;5;2;2;1;2;1;0.5;1;0.00612458951355705;0.0101890437707719;0.0111442002492793;0.00725475883127292;0.000780068955224415;0.0577650652359776;0.0318018855029539;-0.0163827895015217;0.186956539017365;0.40474946043955;0.999999999965186;3.27736349488292e-62
518539919914562;140;20;5;2;2;1;2;1;0.5;1;0.00293806287672196;0.00296040227847943;0.00728743838235249;0.00400492439765284;0.0548201482159272;0.764085186566217;0.1286568580065;0.00124909570880097;-0.248570046051394;0.601998917353333;0.999999999996644;2.33950399916371e-19
356728547075102;200;20;5;2;2;1;2;1;0.5;1;0.788420618891209;0.978234412716172;0.78638211565086;0.680684434129522;0.864959729783069;0.0990834737667723;-0.0278873058995201;-0.0278873058995201;0.0087147830936;0.172511259616906;0.999999609193025;3.40476513931164e-32
460813422714664;140;20;5;2;2;1;2;1;0.5;1;0.482041143047138;0.447390845636828;0.474717605236785;0.620929934862067;0.298420888818533;0.697244629931606;0.029778141796341;0.019852094530894;0.18363187441077;0.852235276230685;0.999998258988486;3.73480525956427e-19
423658760524010;140;20;5;2;2;1;2;1;0.5;1;0.042983144269974;0.0108592886581755;0.0407748868417341;0.00785043607194746;0.142762578422979;0.58938508888703;0.00874366996160681;0.0212346270496166;-0.213595366204967;0.376314778606198;0.999999999996644;2.33950399916371e-19
748487502686052;340;20;5;2;2;1;2;1;0.5;1;0.00117104534186622;0.00121559533310183;0.0011935948117193;0.000578841080097483;0.0109784686800943;0.592284500948197;0.0204379779828322;2.32668451367075e-20;-0.166569520560082;0.62182585026138;1;3.02298993118867e-57
144730869839977;200;20;5;2;2;1;2;1;0.5;1;0.0045244152569162;0.000476358900552214;0.00176534614864101;0.00026918536133493;0.00580891705688656;0.604594446270119;-0.0962540194384728;-0.00433576664137265;-0.10145693940812;0.47090705033088;0.999999999999895;1.76831355761901e-31
659998015984091;380;20;5;2;2;1;2;1;0.5;1;3.86091896379801e-06;1.75421507010681e-05;8.03674773889981e-06;2.44326963070488e-06;1.54486957436434e-09;0.00639265195802674;0.0114170927778368;-0.0187240321556523;0.290907523979281;0.373569236461324;0.999999999997373;2.92903173500789e-65
501970729777722;320;20;5;2;2;1;2;1;0.5;1;0.0032672427218913;0.00397937088825312;0.00445071194593998;0.00330466654476232;0.13641370995789;0.774069366875057;0.0195481917344919;-0.0162901597787432;-0.389877824037921;0.91354801999781;0.999999994018865;1.94120015399697e-53
430247448649047;380;20;5;2;2;1;2;1;0.5;1;0.00259827502560103;0.00350540461725946;0.0026026797110229;0.00261471574228213;0.00186146280546448;0.784917695107325;0.0210504116744714;0.0228808822548603;0.0475922350901094;0.941971002631012;0.999999999977829;7.38131354670971e-66
72679616805280;80;20;5;2;2;1;2;1;0.5;1;0.245889524408375;0.237629886831811;0.378446879895826;0.297772348305321;0.245972797979508;0.181938818537964;0.130229384027735;-0.00434097946759117;0.125888404560144;0.532839350999402;0.999999852719077;9.03907177905625e-09
243801466473237;380;20;5;2;2;1;2;1;0.5;1;7.15390363966779e-05;0.000678418114655454;0.000431536493352371;0.000193991748449628;0.000660339731338949;0.0106978892470289;0.0878625878586634;-0.015558999933305;-0.0338637057371932;0.0125223949200258;0.999999999977829;7.38131354670971e-66
101616102074469;360;20;5;2;2;1;2;1;0.5;1;0.000706599180109898;0.00100946261015299;0.00032064182399981;0.000557527857501737;0.000635103406552237;0.855281630072046;-0.0656697205798655;-0.00145932712399701;-0.0481577950919013;0.699997966904874;0.999999999823243;3.52767042155787e-61
52513942672769;260;20;5;2;2;1;2;1;0.5;1;0.132388692301234;0.0461163165765407;0.0596839257617912;0.0604433353639274;0.00359519325704797;0.517138725289835;-0.0961515688675357;-0.00133543845649355;0.295131898885075;0.630164111220211;0.999999999312525;1.22433591644056e-41
784327495591066;240;20;5;2;2;1;2;1;0.5;1;1.7822899864507e-08;1.6760731018858e-08;1.47015262356912e-08;1.15723181585565e-08;4.68229560480644e-12;0.85401450801727;0.0101515929733685;0.00435068270287222;0.364007119473643;0.448342754952397;0.999999921720608;7.35667659688074e-39
639576249547614;100;20;5;2;2;1;2;1;0.5;1;0.180696481126445;0.00774347367506017;0.306434884535915;0.0339797791222467;0.376730927178765;0.546191387984186;0.0835102187202692;-0.0765510338269134;-0.156581660100505;0.426162545889012;0.999971606024486;2.04228116585902e-12
290857348781053;140;20;5;2;2;1;2;1;0.5;1;0.00195778404138589;0.00537142896721894;0.00151686095377232;0.00139386453588607;0.000233245396769566;0.0173418965899171;0.0261443492808001;0.00871478309360003;0.200440011152801;0.331483436503711;0.999999975319565;1.82552869730814e-20
871738832866071;300;20;5;2;2;1;2;1;0.5;1;4.19672213616566e-06;1.75873132861756e-05;1.83892848848522e-05;1.43013373622588e-05;4.82655562240205e-07;0.54389115180995;0.0844062068077724;-0.023124988166513;0.172281161840522;0.307194682171584;0.999999992850587;5.26311071819717e-51
325771328616646;60;20;5;2;2;1;2;1;0.5;1;0.17348983714847;0.0640056091891443;0.103915453147469;0.0205812709703101;0.238200042749683;0.46106639487824;-0.145820321475462;0.0466625028721478;-0.309139081527979;0.619576197025694;0.998545918475043;1.03181928360576e-05
