ID;N;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
363264262817012;170;5;1;2;10;0;2;0;0.5;1;0.475821133453062;0.710991957117379;0.998891358844456;0.665857910509336;2.66979248119299e-25;0.143459836344847;NA;NA;NA;0.68459294698603;0.997581175556888;5.56634573698545e-30
323257604227737;155;5;1;2;10;0;2;0;0.5;1;0.393870501187893;0.737109578903747;0.706892170199797;0.741247487276656;0.0013725794519258;0.903573454717771;NA;NA;NA;0.409306817516745;0.998712061300571;6.50876967357848e-26
317485589510933;215;5;1;2;10;0;2;0;0.5;1;0.88761227009978;0.785619569553055;0.782913862459864;0.653924887861926;4.28050087209307e-29;0.0691942152789018;NA;NA;NA;0.859898467536492;1;3.20990445447558e-37
223776189634617;260;5;1;2;10;0;2;0;0.5;1;0.883930103397236;0.648515937571548;0.938614897818352;0.7576895460948;0.892754635910591;0.865815423077999;NA;NA;NA;0.505160180171749;0.998966641300573;6.18040069521734e-44
724917645868809;135;5;1;2;10;0;2;0;0.5;1;0.976466911335739;0.511620008388802;0.651711225942712;0.530595371857733;0.681496511381994;0.584502142947513;NA;NA;NA;0.981228823231238;0.998310383246199;1.66035673608824e-22
419844475289604;65;5;1;2;10;0;2;0;0.5;1;0.649234848516993;0.711577955149896;0.779158536017012;0.690534883046324;3.49969822594773e-09;0.254220654388737;NA;NA;NA;0.871787539471669;1;5.6379178664469e-11
740412009527930;90;5;1;2;10;0;2;0;0.5;1;0.204881894535547;0.173140266413765;0.378116840394744;0.138890762280176;0.0742480429060573;0.932892884091509;NA;NA;NA;0.501297857350447;0.996143948151766;1.90260041646146e-16
710020053301423;180;5;1;2;10;0;2;0;0.5;1;0.165929062574235;0.375996956383724;0.494960291146962;0.342427089669165;7.97212712204318e-13;0.75399549244504;NA;NA;NA;0.588894665740553;0.9978487402565;2.9351021047629e-31
207182504052007;310;5;1;2;10;0;2;0;0.5;1;0.243393028956215;0.493571127119892;0.538581931377676;0.383116456528961;1.38120359898494e-30;0.184056574384961;NA;NA;NA;0.380285560887209;0.999670488129514;1.44539973493149e-53
99168955511370;365;5;1;2;10;0;2;0;0.5;1;0.901416255894991;0.114407399263753;0.367032090288422;0.114922092058291;2.68554377290419e-07;0.854659434758819;NA;NA;NA;0.720572893634052;1;4.89107335002443e-62
591606420107195;195;5;1;2;10;0;2;0;0.5;1;0.239031134015255;0.0176938111356589;0.22400031657177;0.0271802679269835;1.58866367017673e-13;0.370859478968492;NA;NA;NA;0.801205405321056;1;7.7737370763886e-33
294380825996803;390;5;1;2;10;0;2;0;0.5;1;0.0202323425174688;0.552260663927172;0.734055361869435;0.690139210365802;1.36363833009651e-39;0.188072830025609;NA;NA;NA;0.169824389218718;0.999536129713093;2.53201912803068e-66
688883679007322;240;5;1;2;10;0;2;0;0.5;1;0.938196731498531;0.445548317864752;0.758090148100891;0.427597981092274;4.96735824850015e-27;0.15451197302469;NA;NA;NA;0.899105742834685;0.999453940457185;4.72025902941725e-41
987967853594612;195;5;1;2;10;0;2;0;0.5;1;0.764780695451416;0.569127900305503;0.696518888270754;0.592699517061616;0.588252676682187;0.386227250657226;NA;NA;NA;0.456196462412074;0.998148142575734;1.25471113271837e-34
179349144951631;245;5;1;2;10;0;2;0;0.5;1;0.306972598472174;0.190426549821708;0.432244588142828;0.13806725456041;7.46081022837603e-08;0.160997357153925;NA;NA;NA;0.65361088321986;1;2.13524277726494e-41
608488080183969;375;5;1;2;10;0;2;0;0.5;1;0.503914315017102;0.555886936249143;0.703177303153736;0.538745467739749;2.711911923209e-08;0.931376198204679;NA;NA;NA;0.639404866537414;0.999769680611907;7.24855062292781e-69
757094138422603;175;5;1;2;10;0;2;0;0.5;1;0.932706324803865;0.996796434352017;0.853892170754062;0.949416912309996;0.240899459588842;0.88531424847682;NA;NA;NA;0.54654973975568;0.998983205409858;1.45354580578505e-29
618139310817212;130;5;1;2;10;0;2;0;0.5;1;0.518702433025981;0.0117848611116009;0.0824972510672046;0.0163730293171348;2.51647823014478e-09;0.477464715409732;NA;NA;NA;0.159441046676873;0.998181583828627;1.28673488565986e-21
578255072587907;285;5;1;2;10;0;2;0;0.5;1;0.407161240992502;0.612567435281531;0.785496204529514;0.623858192168546;3.64173031874992e-19;0.527763696874257;NA;NA;NA;0.74210131435913;1;2.8871071413953e-48
370340441102181;305;5;1;2;10;0;2;0;0.5;1;0.908291404720675;0.52068879351326;0.514700547538774;0.382106234621896;3.106923684692e-23;0.667098130847438;NA;NA;NA;0.587936412140912;0.999658119362886;2.00618358956703e-53
134128123251209;385;5;1;2;10;0;2;0;0.5;1;0.649308358660469;0.633146266776083;0.832748425384387;0.707194854708152;0.055193688166708;0.198965438526575;NA;NA;NA;0.107989335702144;1;1.74471431631315e-65
562199772379459;360;5;1;2;10;0;2;0;0.5;1;0.155643902441617;0.242070881979711;0.621556007704636;0.236093438835564;5.87041160490929e-31;0.725616523063207;NA;NA;NA;0.706978460151518;0.999756475414086;2.74693735568835e-61
628563301367847;70;5;1;2;10;0;2;0;0.5;1;0.472929134077215;0.309797099324233;0.612804058461259;0.406374903804556;0.002256988858212;0.208708834029115;NA;NA;NA;0.571866492380011;1;6.78589571284929e-13
333719413552806;65;5;1;2;10;0;2;0;0.5;1;0.32517508004627;0.444224140914783;0.646232704181023;0.444948093415268;0.0283084558045657;0.00127952765772659;NA;NA;NA;0.336659875125563;1;1.70334626060634e-12
696852652977635;145;5;1;2;10;0;2;0;0.5;1;0.163118660377398;0.553836619898198;0.760941661554606;0.699575050885157;0.000319014725171825;0.603182495779906;NA;NA;NA;0.551470618176262;1;2.54032294148362e-24
822733679767655;315;5;1;2;10;0;2;0;0.5;1;0.142058788238648;0.905723942131172;0.903186694298306;0.883236391508055;0.901808321377232;0.198893327753549;NA;NA;NA;0.45053501187571;1;1.99805036563347e-53
929203611730837;110;5;1;2;10;0;2;0;0.5;1;0.332140818568023;0.213001475803382;0.518175925820688;0.275965550612126;2.76467454666628e-12;0.272139656904763;NA;NA;NA;0.40151346973685;1;4.06946141193631e-19
