ID;N;K;M;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
234025228337072;334;2;4;2;4;5;0;1;2;1.5;0.5;1;1.8615680127971e-10;6.20945582143600e-12;1.8615680127971e-10;9.43994943248329e-12;1.8615680127971e-10;8.88957807214041e-12;NA;NA;NA;0.381312217624488;1;9.55386188611129e-74
529957569820663;160;2;1;2;1;3;0;1;2;1.5;0.5;1;2.90006894333729e-08;9.19324867045711e-08;2.90006894333729e-08;9.36591605246393e-08;2.90006894333729e-08;0.614748126016761;NA;NA;NA;0.154599995979017;1;4.04281806580336e-34
92081222393013;346;2;3;2;3;4;0;1;2;1.5;0.5;1;2.61699801796902e-09;1.44181337223774e-10;2.61699801796902e-09;1.30022002297735e-10;2.61699801796902e-09;0.352345494316742;NA;NA;NA;0.829634171612196;1;2.45238433400614e-71
623392333566049;214;2;3;2;3;3;0;1;2;1.5;0.5;1;3.68521312965112e-07;8.10271324903989e-09;3.68521312965112e-07;9.82731279758239e-09;3.68521312965112e-07;0.00841339699749864;NA;NA;NA;0.783595604542164;1;1.10593332424424e-39
85621592223257;158;2;4;2;4;3;0;1;2;1.5;0.5;1;0.000174661320397135;0.000204097332084743;0.000174661320397135;0.000187067450416954;0.000174661320397135;0.065595803797364;NA;NA;NA;0.63287875047831;1;7.15066043523872e-33
303561852892423;90;2;2;2;2;5;0;1;2;1.5;0.5;1;4.31960997068787e-07;1.29266861366834e-06;4.31960997068787e-07;4.09066111572842e-07;4.31960997068787e-07;0.00246391964757392;NA;NA;NA;0.397203969196884;1;2.53411909468622e-17
457037656653871;160;2;5;2;5;5;0;1;2;1.5;0.5;1;0.00789068337039623;0.0122627825682216;0.00789068337039623;0.0108030746494558;0.00789068337039623;0.0290482461667384;NA;NA;NA;0.629964930572605;1;1.65430443637846e-25
106133756921930;152;2;1;2;1;2;0;1;2;1.5;0.5;1;3.5027725203806e-06;2.36166027778983e-06;3.5027725203806e-06;1.31290833669802e-06;3.5027725203806e-06;0.679214349155801;NA;NA;NA;0.417142827432171;1;2.24993776207721e-32
793736777456723;74;2;2;2;2;5;0;1;2;1.5;0.5;1;0.221682407928151;0.130424499173428;0.221682407928151;0.136051296122988;0.221682407928151;0.153486376398508;NA;NA;NA;0.815556958963297;1;1.38549369234204e-14
226373914531234;262;2;3;2;3;3;0;1;2;1.5;0.5;1;0.000111292666445426;1.74539937886573e-05;0.000111292666445426;1.42653187377481e-05;0.000111292666445426;0.000597740252039184;NA;NA;NA;0.617797405620338;1;2.33381704948947e-44
298491569968980;122;2;4;2;4;5;0;1;2;1.5;0.5;1;0.00926198163709486;0.00157800312832415;0.00926198163709486;0.00157195584835423;0.00926198163709486;0.538584125570667;NA;NA;NA;0.586931880346084;1;1.20096225246772e-26
60580652313533;336;2;3;2;3;3;0;1;2;1.5;0.5;1;3.54704980927582e-09;1.72268439430151e-09;3.54704980927582e-09;1.76576963598313e-09;3.54704980927582e-09;6.46921701862077e-05;NA;NA;NA;0.742981032666476;1;5.24311964936972e-66
657477988646241;158;2;1;2;1;5;0;1;2;1.5;0.5;1;0.0460012506937209;0.00307411342244919;0.0460012506937209;0.00346806571238518;0.0460012506937209;0.751597147298326;NA;NA;NA;0.265335201693768;1;1.62767511657667e-34
453546229842228;400;2;5;2;5;4;0;1;2;1.5;0.5;1;2.51716746164237e-06;4.21630777107698e-07;2.51716746164237e-06;4.90221556148822e-07;2.51716746164237e-06;0.00657289618426144;NA;NA;NA;0.00670802455647506;1;8.33002523969166e-74
985804919184365;290;2;1;2;1;5;0;1;2;1.5;0.5;1;3.06306757099459e-07;2.24988082756441e-07;3.06306757099459e-07;2.33101303290335e-07;3.06306757099459e-07;0.00275951094842876;NA;NA;NA;1;1;1.87434994061129e-62
760049426683792;172;2;2;2;2;4;0;1;2;1.5;0.5;1;0.00801079358839594;0.0021658572916527;0.00801079358839594;0.00192154666952953;0.00801079358839594;0.747072509534455;NA;NA;NA;0.760226869298839;1;6.37861314535696e-36
493845286976008;266;2;4;2;4;4;0;1;2;1.5;0.5;1;0.000124365830521635;4.60948657727742e-05;0.000124365830521635;4.04063964075432e-05;0.000124365830521635;0.637742642660763;NA;NA;NA;0.461060409412113;1;2.12135296188739e-52
725630721011198;64;2;1;2;1;4;0;1;2;1.5;0.5;1;0.0043304522534474;0.0055401262589764;0.0043304522534474;0.0032523066254144;0.0043304522534474;0.0950123132835569;NA;NA;NA;0.0445533169117586;1;2.0510849861828e-12
