ID;N;K;M;P;scale_batch_effect;scale_covariate_effect;SD_residual;treatment_effect;prob_treatment;adjust_for_covariate;p_rnd_no_control;p_rnd_control;p_anticlust_no_control;p_anticlust_control;p_confound_no_control;p_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
494633813202089;282;2;5;2;2;1;2;1;0.5;1;6.86016409242144e-08;3.50542674830753e-07;3.19269863144932e-07;2.72209020975485e-07;0.0634463245250988;0.00620198728004171;0.0993532672656404;0;-0.965146024866221;0.121321188785129;1;3.07762939449003e-58
157257118440704;342;2;5;2;2;1;2;1;0.5;1;0.00921280681626094;0.00984571083260257;0.00916529295813985;0.00982930507834683;0.22293124973926;0.0400185474521141;-0.00585797851554;-0.00585797851554;-0.94313454100194;1;1;2.63832062488599e-67
191575723760470;146;2;5;2;2;1;2;1;0.5;1;0.0172978512631525;0.0104353976275812;0.0143890162836683;0.010931326757101;5.17030128759127e-07;0.10194649459755;-0.027524094128159;0;0.908295106229247;0.867930744069109;1;3.13129533257547e-27
534159697479184;248;2;5;2;2;1;2;1;0.5;1;0.00564739877696508;0.0119050844784674;0.0100444069548182;0.00752115370797377;0.970240055408509;0.68062817398615;0.0726397220282243;-0.00807108022535826;-0.960458546817633;0.309235265326627;1;7.54229313160421e-51
133034280847201;154;2;5;2;2;1;2;1;0.5;1;0.182323607853073;0.0250512486147243;0.128874135120863;0.0268446997518533;0.000281398362446675;0.112910355899945;-0.0779812867365055;0;0.961769203083567;0.419991919615401;1;5.31720091584381e-32
923192144430809;244;2;5;2;2;1;2;1;0.5;1;0.000143638112036308;8.78277020110906e-06;4.02791837287185e-05;1.15844378274043e-05;1.900148584516e-11;0.360840873135921;-0.106589608019802;-0.00819920061690788;0.975704873412037;0.12431601282763;1;1.33104617504162e-51
417686070284924;40;2;5;2;2;1;2;1;0.5;1;0.251210589744865;0.637789635173351;0.394625925161157;0.378826701615822;0.0706445320748704;0.283514668105191;0.354005216196922;0.0505721737424174;0.859726953621095;0.0549743287216943;1;3.09539590257189e-07
156491928188655;290;2;5;2;2;1;2;1;0.5;1;0.0029641650919856;0.000250472268485846;0.000998394656141521;0.000248959558649265;0.676082784725378;0.029250185432372;-0.104254688829751;-0.00695031258865008;-0.882689698758561;0.0975126380701002;1;2.70050622842968e-50
820658414068238;378;2;5;2;2;1;2;1;0.5;1;1.24075393423356e-05;1.2054445150823e-05;2.03440495150976e-05;1.0048046823738e-05;0.299391301364776;0.100575028144187;0.0530774796082068;0;-0.923548145182799;0.35301880088053;1;2.75721231409665e-71
550282527374713;378;2;5;2;2;1;2;1;0.5;1;7.01384614465385e-05;3.60541196770971e-05;6.67119450152545e-05;3.68850624414923e-05;3.48678160149371e-12;0.0130689485635035;0;0;0.913756781813782;1;1;8.2017828669797e-70
173829242470126;102;2;5;2;2;1;2;1;0.5;1;0.0882039491626423;0.048096504125843;0.12034037241088;0.0728091512152876;0.000544082258962722;0.919752924733248;0.0588688131208667;0.0196229377069556;0.961523947640823;0.691836584263833;1;1.85716347344453e-21
740129763732610;180;2;5;2;2;1;2;1;0.5;1;0.0236743223541723;0.0386841866691415;0.044073063702206;0.0325413595700361;7.94401526448007e-07;0.0445743958191107;0.0672672793996312;0;0.874474632195206;0.452008334332032;1;5.0908609268426e-31
676017254080812;240;2;5;2;2;1;2;1;0.5;1;0.000342805763023685;0.000122536936627389;6.75971136954517e-05;8.25563116619631e-05;2.47850697944981e-11;0.489956716873721;-0.133500313152469;0;0.951189731211342;0.0525114655676807;1;2.55275121086845e-48
716377626960090;354;2;5;2;2;1;2;1;0.5;1;1.37492937053093e-06;1.08847313311658e-07;2.51428692764578e-06;8.46950364469343e-08;0.136693402072038;0.56199742023017;0.0339118383152514;0;-0.972139365037207;0.594929502708168;1;6.86624866599477e-74
570423237297991;198;2;5;2;2;1;2;1;0.5;1;0.161435516928816;0.12081147570831;0.0874167643388598;0.105516953947137;0.461621760390339;0.225434256718548;-0.131420446179393;-0.0101092650907226;-0.960380183618643;0.0878221217499114;1;8.87366809873544e-41
135776240844097;246;2;5;2;2;1;2;1;0.5;1;0.00739988533086468;0.00530750390478706;0.00588281520716918;0.00514275364008544;0.963369260855926;0.724744129610248;-0.0325214000243719;0;-0.991902700743342;0.702047018737474;1;1.03083365348696e-53
669793342929830;256;2;5;2;2;1;2;1;0.5;1;0.00522210939696455;0.00198386893202688;0.00820551015414726;0.00237251540429996;1.05873960244032e-08;0.21452397482549;0.0391594190376749;0.00783188380753498;0.931994173096662;0.616201829617564;1;1.78767275015803e-49
498462774512592;268;2;5;2;2;1;2;1;0.5;1;0.00723344102357395;0.000781214710681944;0.00423991377809467;0.000804954004764581;2.6962943325166e-10;0.155442484408332;-0.052251902597059;-0.00746455751386556;0.977857034316389;0.463436187984414;1;7.92123571725601e-57
564642031169425;224;2;5;2;2;1;2;1;0.5;1;0.00441613124170767;0.0021046169120663;0.00611565478553358;0.00225867813652347;0.626968060920393;0.242864683721232;0.0270997070989153;-0.00903323569963844;-0.858157391465652;0.786857013511183;1;5.30240290930293e-37
891055794443621;312;2;5;2;2;1;2;1;0.5;1;0.00271387711652935;0.000875366955771188;0.00494439086232755;0.00124436811712312;2.25507623438972e-07;0.0219917798349763;0.0645335910551972;0;0.890563556561721;0.304938044171421;1;5.62077889665942e-55
898689200104584;286;2;5;2;2;1;2;1;0.5;1;6.63274285042993e-05;0.00011024159948845;0.000141972521580819;0.000117224589199909;8.08542967311532e-14;0.54768408844785;0.041983713478143;0;0.965625409997289;0.554068787496902;1;4.15706386897931e-59
771897662723396;72;2;5;2;2;1;2;1;0.5;1;0.070107935379655;0.0282797869160937;0.0535004606940174;0.0265214420013503;0.0012612061707055;0.218683276134094;-0.056980288229819;0;0.797724035217466;0.808976294576234;1;6.70257471614708e-11
790964523499624;162;2;5;2;2;1;2;1;0.5;1;0.0212115396848111;0.0242363493374983;0.0390126597533106;0.0311988617191647;9.52120811447546e-07;0.0011200726104033;0.0866578244826242;0.0123796892118035;0.928476690885259;0.344451478622445;1;2.04015464031014e-31
