ID;N;K;scale_batch_effect;covariate_effect;SD_residual;treatment_effect;interaction_effect;prob_treatment;p_treatment_rnd_no_control;p_treatment_rnd_control;p_interaction_rnd_no_control;p_interaction_rnd_control;p_treatment_anticlust_no_control;p_treatment_anticlust_control;p_interaction_anticlust_no_control;p_interaction_anticlust_control;p_treatment_confound_no_control;p_treatment_confound_control;p_interaction_confound_no_control;p_interaction_confound_control;cor_rnd;cor_anticlust;cor_confound;balance_rnd;balance_anticlust;balance_confound
27445687300213;166;2;10;1;2;0.5;2.5;0.5;0.000116214336626289;3.98818025482735e-05;0.788015600026368;0.0572763292518024;0.000912806216006796;2.23466813004063e-05;0.22509428098992;0.0754637603831619;1.70677099802861e-13;0.313836546369634;0.0852829432753632;0.0768786776781745;0.108465228909328;0.0120516921010365;-0.976187060183953;0.214162216483516;1;1.98497454782397e-35
486019587570167;98;2;10;1;2;0.5;2.5;0.5;0.00319645477681491;2.7992386115578e-05;0.17222123536372;0.0388232150981632;0.00481543397321245;2.6690312818778e-05;0.209452731952522;0.0398310822180298;0.000317686121104352;0.00859282900235699;0.0472711465802368;0.0438555306543237;0;0;-0.8304547985374;1;1;1.09639900649532e-15
402358178585508;274;2;10;1;2;0.5;2.5;0.5;2.5763042819273e-05;4.27801836391516e-09;3.72741643799067e-07;9.93955640790208e-11;4.02816607707059e-05;4.7475785539284e-09;3.99624563330247e-05;6.52394468439551e-10;7.43095106235501e-67;0.0865265198100722;2.54090020109297e-10;4.30239502426884e-10;-0.0145989290618446;0;0.992727176205432;0.90382755890317;1;8.14513500505763e-60
688300524914188;60;2;10;1;2;0.5;2.5;0.5;0.96274457727067;0.579437260615226;0.128553021929001;0.0017873144011633;0.725767237524419;0.622698298023572;0.0649346796697843;0.00276819177640924;3.47325664748807e-09;0.812447756831815;0.00520625929885188;0.00263639413938305;-0.0672672793996312;0;0.874474632195206;0.794458792946753;1;7.36025616396067e-11
826722666360765;128;2;10;1;2;0.5;2.5;0.5;0.0594821998489742;0.00938667310604232;5.80710591769205e-05;1.75058295680454e-06;0.0561295707654239;0.0092574927717179;0.000351024793762433;3.31107590319955e-06;8.65358035634318e-11;0.831756913187292;6.44224850025719e-05;3.77337289676486e-06;0;0;-0.881917103688197;1;1;1.13056007517337e-22
888908632156651;72;2;10;1;2;0.5;2.5;0.5;0.0649477886522466;0.00517116635308854;0.569542444152572;0.690959677224465;0.0292731339591741;0.00411077942328018;0.911869483317571;0.836580697939224;3.59946395106456e-09;0.63949480881173;0.925789752239792;0.820441287008363;0.0277885007188364;0.0277885007188364;-0.972597525159275;1;1;1.08385211909029e-15
438925163330097;152;2;10;1;2;0.5;2.5;0.5;0.00025483680282353;2.35162887614617e-07;0.0813341581267813;0.000850622781658754;0.00069543093591637;2.3928701685685e-07;0.0432487461117758;0.000746617721293507;2.91420281268522e-34;0.85197992744741;0.00623944333720495;0.000499183514630925;-0.0131864628688206;-0.0131864628688206;0.936238863686262;1;1;5.25067558527146e-30
917426433020907;140;2;10;1;2;0.5;2.5;0.5;0.00960030484632892;0.000307110127458752;0.00309424752563313;0.00330249151885087;0.00924184466263084;0.000300798339176629;0.0517465418243323;0.00526585786610876;2.1370669083066e-07;0.0823705155111988;0.00644685783472517;0.00500783314502136;-0.0290007395282871;0;-0.841021446320325;0.863775052640612;1;1.37850180651432e-22
908886519513891;152;2;10;1;2;0.5;2.5;0.5;0.00397512815113303;4.69927180794835e-05;0.0200970762389073;5.96324386269822e-05;0.00260910359297806;4.194873767271e-05;0.00895899832145999;5.39093229725551e-05;4.8546025675421e-11;0.307955885617755;0.000557991619208669;6.53476348137718e-05;0;0;-0.899735410842437;1;1;8.32552928903616e-28
619299265745251;190;2;10;1;2;0.5;2.5;0.5;0.000242135827980735;3.98264131706638e-07;0.0810964124777129;1.20415871973432e-07;0.000528294436639429;4.39931686850554e-07;0.000896802622352518;6.41347420217872e-08;9.01069434840581e-11;0.111866806697095;8.86782279048014e-07;5.04174366883749e-08;-0.0106113115325129;-0.0106113115325129;-0.880738857198568;1;1;3.82554383980543e-33
920669054727662;124;2;10;1;2;0.5;2.5;0.5;0.00163516848396;1.25615712389304e-05;0.00494358098345096;5.91707405573236e-05;0.00600901731661082;1.06451326095346e-05;0.00723464710474822;6.19443491164209e-05;2.61460396630719e-27;0.195898533589884;0.000291071570656133;6.54720822328817e-05;-0.0161817382094584;-0.0161817382094584;0.922359077939127;1;1;6.0695388347145e-24
670205217916478;132;2;10;1;2;0.5;2.5;0.5;0.0370614618215778;0.0211634908918225;0.0283735542588839;6.38143900490006e-06;0.0873362251963827;0.0255909733735442;0.00751943404089358;3.21364348873073e-06;5.32172236232236e-08;0.170507826206655;0.00040199504607005;4.01732385755251e-06;0.0466760028009337;0.0155586676003112;-0.793492047615872;0.720709320559279;1;3.97087902647518e-19
